hs12,description
843999,Machinery; parts of machinery for making or finishing paper or paperboard
8440,Book-binding machinery; including book-sewing machines
844010,Book-binding machinery; including book-sewing machines
844090,"Book-binding machinery; including book-sewing machines, parts thereof"
8441,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds"
844110,"Machines; cutting, of all kinds, for making up paper pulp, paper or paperboard"
844120,"Machines; for making bags, sacks or envelopes of paper pulp, paper or paperboard"
844130,"Machines; for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding), of paper pulp, paper or paperboard"
844140,"Machines; for moulding articles, in paper pulp, paper or paperboard"
844180,"Machinery; n.e.c. in heading no. 8441, for making up paper pulp, paper or paperboard"
844190,"Machinery; parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds"
8442,"Machinery, apparatus and equipment (excluding machine-tools of heading no. 8456 to 8465) for preparing or making printing components; plates, cylinders and other printing components; lithographic stones prepared for printing purposes"
844230,"Machinery, apparatus and equipment (excluding machine-tools of heading no. 8456 to 8465) for preparing or making printing components"
844240,"Machinery, apparatus and equipment (excluding machine-tools of heading no. 8456 to 8465) for preparing or making printing components; parts thereof"
844250,"Plates, cylinders and other printing components; lithographic stones prepared for printing purposes (for example, planed, grained or polished)"
8443,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof"
844311,"Printing machinery; offset, reel-fed"
844312,"Printing machinery; offset, sheet-fed, office type (sheet size not exceeding 22 x 36cm in the unfolded state)"
844313,"Printing machinery; offset, n.e.c. in item no. 8443.1"
844314,"Printing machinery; letterpress, reel-fed, excluding flexographic printing"
844315,"Printing machinery; letterpress, other than reel-fed, excluding flexographic printing"
844316,Printing machinery; flexographic
844317,Printing machinery; gravure
844319,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42, n.e.c. in item no. 8443.1"
844331,"Printing, copying, and facsimile machines; machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network"
844332,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, capable of connecting to an automatic data processing machine or to a network"
844339,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, not capable of connecting to an automatic data processing machine or to a network"
844391,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; parts and accessories"
844399,"Printing machinery; parts and accessories, n.e.c. in item no. 8443.91"
8444,"Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials"
844400,"Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials"
8445,"Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447"
844511,Textile machinery; carding machines for preparing textile fibres
844512,Textile machinery; combing machines for preparing textile fibres
844513,Textile machinery; drawing or roving machines for preparing textile fibres
844519,"Textile machinery; n.e.c. in heading no. 8445, for preparing textile fibres"
844520,Textile machinery; spinning machines
844530,Textile machinery; doubling or twisting machines
844540,Textile machinery; winding (including weft-winding) or reeling machines
844590,Textile machinery; involved in textile fibre or textile yarn preparation and n.e.c. in heading no. 8445
8446,Weaving machines (looms)
844610,Weaving machines (looms); for weaving fabrics of a width 30cm or less
844621,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, power looms"
844629,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, other than power looms"
844630,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttleless type"
8447,"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting"
844711,"Knitting machines; circular, with cylinder diameter not exceeding 165mm"
844712,"Knitting machines; circular, with cylinder diameter exceeding 165mm"
844720,"Knitting machines; flat, stitch-bonding machines"
844790,"Machines; for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting"
8448,"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447"
844811,"Machinery, auxiliary; dobbies and jacquards, card reducing, copying, punching or assembling machines for use therewith"
844819,"Machinery, auxiliary; for machines of heading no. 8444, 8445, 8446 or 8447, n.e.c. in item no. 8448.11"
844820,Machines; parts and accessories of machines or auxiliary machinery of heading no. 8444
844831,"Machines, card clothing; parts and accessories"
844832,"Machines; parts and accessories of machines or auxiliary machinery for preparing textile fibres, other than card clothing"
844833,"Machines; parts and accessories of machines or auxiliary machinery, spindles, spindle flyers, spinning rings and ring travellers"
844839,"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8445, n.e.c. in item no. 8448.3"
844842,"Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof, reeds for looms, healds and heald-frames"
844849,"Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof n.e.c. in item no. 8448.4"
844851,"Machines; parts and accessories of machines of heading no. 8447 or auxiliary machinery, sinkers, needles and other articles used in forming stitches"
844859,"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8447, other than sinkers, needles and other articles used in forming stitches"
8449,"Machinery; for manufacture or finishing felt or non-wovens in the piece or in shapes, including machinery for making felt hats, blocks for making hats"
844900,"Machinery; for manufacture or finishing felt or non-wovens in the piece or in shapes, including machinery for making felt hats, blocks for making hats"
8450,Household or laundry-type washing machines; including machines which both wash and dry
845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)"
845012,"Washing machines; household or laundry-type, with built-in centrifugal drier, (not fully-automatic), of a dry linen capacity not exceeding 10kg"
845019,"Washing machines; household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg"
845020,"Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg"
845090,Washing machines; parts for household or laundry-type
8451,"Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles"
845110,Dry-cleaning machines
845121,Drying machines; of a dry linen capacity not exceeding 10kg
845129,Drying machines; of a dry linen capacity exceeding 10kg
845130,Ironing machines and presses (including fusing presses)
845140,"Machines; for washing, bleaching or dyeing"
845150,"Machines; for reeling, unreeling, folding, cutting or pinking textile fabrics"
845180,"Machinery; for wringing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles; for applying paste to base fabric used in manufacture of floor coverings"
845190,"Machinery; parts, of the machinery of heading no. 8451"
8452,"Sewing machines; other than book-sewing machines of heading no. 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles"
845210,Sewing machines; of the household type
845221,"Sewing machines; (not household type), automatic units"
845229,Sewing machines; not household or automatic unit type
845230,Sewing machine needles
845290,"Sewing machines; furniture, bases and covers for sewing machines and parts thereof, and other parts of sewing machines"
8453,"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines"
845310,"Machinery; for preparing, tanning or working hides, skins or leather, other than sewing machines"
845320,"Machinery; for making or repairing footwear, other than sewing machines"
845380,"Machinery; for making or repairing articles of hides, skins or leather, other than sewing machines"
845390,"Machinery; parts of those for preparing, tanning or working hides, skins or leather, for making or repairing footwear or other articles of hides, skin or leather, other than sewing machines"
8454,"Converters, ladles, ingot moulds and casting machines; of a kind used metallurgy or in metal foundries"
845410,Converters; of a type used in metallurgy or in metal foundries
845420,Ingot moulds and ladles; of a kind used in metallurgy or in metal foundries
845430,Casting machines; of a kind used in metallurgy or in metal foundries
845490,"Machines; parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries"
8455,Metal-rolling mills and rolls therefor
845510,Metal-rolling mills; tube mills
845521,Metal-rolling mills; hot or combination hot and cold rolling mills
845522,Metal-rolling mills; cold
845530,Metal-rolling mills; rolls thereof
845590,Metal-rolling mills; parts thereof
8456,"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines"
845610,"Machine-tools; for working any material by removal of material, operated by laser or other light or photon beam processes"
845620,"Machine-tools; for working any material by removal of material, operated by ultrasonic processes"
845630,"Machine-tools; for working any material by removal of material, operated by electro-discharge processes"
845690,"Machine tools; for working any material by removal of material operated, by electro-chemical, electron beam, ionic beam or plasma arc processes; water-jet cutting machines"
8457,"Machining centres, unit construction machines (single station) and multi-station transfer machines for working metal"
845710,Machining centres; for working metal
845720,"Machines; unit construction machines (single station), for working metal"
845730,"Metal machines; multi-station transfer machines, for working metal"
8458,Lathes for removing metal
845811,"Lathes; for removing metal, horizontal, numerically controlled"
845819,"Lathes; for removing metal, horizontal, other than numerically controlled"
845891,"Lathes; for removing metal, numerically controlled, other than horizontal lathes"
845899,"Lathes; for removing metal, other than horizontal or numerically controlled lathes"
8459,"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458"
845910,"Machine-tools; way-type unit head machines, for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458"
845921,"Machine-tools; for drilling by removing metal, numerically controlled"
845929,"Machine-tools; for drilling by removing metal, other than numerically controlled"
845931,"Machine-tools; for boring-milling by removing metal, numerically controlled"
845939,"Machine-tools; for boring-milling by removing metal, other than numerically controlled"
845940,"Machine-tools; for boring by removing metal, n.e.c. in item no. 8459.31 and 8459.39"
845951,"Machine-tools; for milling by removing metal, knee-type, numerically controlled"
845959,"Machine-tools; for milling by removing metal, knee-type, other than numerically controlled"
845961,"Machine-tools; for milling by removing metal, (not knee-type), numerically controlled"
845969,"Machine-tools; for milling by removing metal, not knee-type, other than numerically controlled"
845970,Machine-tools; for threading or tapping by removing metal
8460,"Machine-tools; for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products"
846011,"Machine-tools; flat-surface grinding machines, in which positioning in any one axis can be set up to an accuracy of 0.01mm or better, numerically controlled"
846019,"Machine-tools; flat-surface grinding machines, in which positioning in any one axis can be set up to an accuracy of 0.01mm or better, other than numerically controlled"
846021,"Machine-tools; grinding machines (other than flat-surface), in which positioning in any one axis can be set up to at least an accuracy of 0.01mm, numerically controlled"
846029,"Machine-tools; grinding machines (other than flat-surface), in which positioning in any one axis can be set up to at least an accuracy of 0.01mm, other than numerically controlled"
846031,"Machine-tools; sharpening (tool or cutter grinding) machines, numerically controlled"
846039,"Machine-tools; sharpening (tool or cutter grinding) machines, other than numerically controlled"
846040,Machine-tools; for honing or lapping
846090,"Machine-tools; for deburring, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products, n.e.c. in heading no. 8460"
8461,"Machine-tools; for planing, shaping, slotting, broaching, gear cutting and grinding, finishing, sawing, cutting off and other tools working by removing metal, sintered metal carbides or cermets n.e.c."
846120,"Machine-tools; shaping or slotting machines, working by removing metal, sintered metal carbides or cermets"
846130,"Machine-tools; broaching machines, working by removing metal, sintered metal carbides or cermets"
846140,"Machine-tools; gear cutting, gear grinding or gear finishing machines, working by removing metal, sintered metal carbides or cermets"
846150,"Machine-tools; sawing or cutting-off machines, working by removing metal, sintered metal carbides or cermets"
846190,"Machine-tools; planing machines, and other machine-tools n.e.c. in heading no. 8461; working by removing metal, sinistered metal carbides or cerments."
8462,"Machine-tools; (including presses) for working metal by forging, hammering or die-stamping, for bending, folding, straightening, flattening, shearing or punching metal"
846210,"Machine-tools; forging or die-stamping machines (including presses) and hammers, for working metal"
846221,"Machine-tools; bending, folding, straightening or flattening machines (including presses), numerically controlled, for working metal"
846229,"Machine-tools; bending, folding, straightening or flattening machines (including presses), (other than numerically controlled), for working metal"
846231,"Machine-tools; shearing machines (including presses), (other than combined punching and shearing machines), numerically controlled, for working metal"
846239,"Machine-tools; shearing machines (including presses), (other than combined punching and shearing machines, other than numerically controlled), for working metal"
846241,"Machine-tools; punching or notching machines (including presses), including combined punching and shearing machines, numerically controlled, for working metal"
846249,"Machine-tools; punching or notching machines (including presses), including combined punching and shearing machines, (not numerically controlled), for working metal"
846291,"Machine-tools; presses for working metal or metal carbides, n.e.c. in heading no. 8462, hydraulic presses"
846299,"Machine-tools; presses for working metal or metal carbides, n.e.c. in heading no. 8462, other than hydraulic presses"
8463,"Machine-tools; n.e.c. for working metal, sintered metal carbides or cermets without removing material"
846310,"Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, draw-benches for bars, tubes, profiles, wire or the like"
846320,"Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, thread rolling machines"
846330,"Machine-tools; machines for working wire, without removing material"
846390,"Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, n.e.c. in heading no. 8463"
8464,"Machine-tools; for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass"
846410,"Machine-tools; sawing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass"
846420,"Machine-tools; grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass"
846490,"Machine-tools; for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass, (other than sawing, grinding or polishing machines)"
8465,"Machine-tools; (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard plastics or rubber or similar hard materials"
846510,"Machine-tools; which can carry out different types of machining operations without tool change between such operations, for working wood, cork, bone, hard rubber, hard plastics or similar"
846591,"Machine-tools; sawing machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846592,"Machine-tools; planing, milling or moulding (by cutting) machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846593,"Machine-tools; grinding, sanding or polishing machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846594,"Machine-tools; bending or assembling machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846595,"Machine-tools; drilling or morticing machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846596,"Machine-tools; splitting, slicing or paring machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846599,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, n.e.c. in heading no. 8465"
8466,"Machine-tools; parts and accessories suitable for use solely or principally with the machines of headings 8456 to 8465, and tool holders for any type of tool for working in the hand"
846610,"Machine-tools; parts and accessories, tool holders and self-opening dieheads"
846620,"Machine-tools; parts and accessories, work holders"
846630,"Machine-tools; parts and accessories, dividing heads and other special attachments for machine-tools"
846691,"Machine-tools; parts and accessories, for the machines of heading no. 8464, n.e.c. in heading no. 8466"
846692,"Machine-tools; parts and accessories, for the machines of heading no. 8465, n.e.c. in heading no. 8466"
846693,"Machine-tools; parts and accessories, for the machines of heading no. 8456 to 8461, n.e.c. in heading no. 8466"
846694,"Machine-tools; parts and accessories, for the machines of heading no. 8462 or 8463, n.e.c. in heading no. 8466"
8467,"Tools; for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor"
846711,"Tools; for working in the hand, pneumatic, rotary type (including combined rotary-percussion)"
846719,"Tools; for working in the hand, pneumatic, other than rotary type"
846721,"Tools; for working in the hand, with self-contained electric motor; drills of all kinds"
846722,"Tools; for working in the hand, with self-contained electric motor; saws"
846729,"Tools; for working in the hand, with self-contained electric motor; other than saws and drills"
846781,"Tools; for working in the hand, chain saws with self-contained non-electric motor"
846789,"Tools; for working in the hand, (other than chain saws), hydraulic or with self-contained non-electric motor, (not pneumatic)"
846791,"Tools; for working in the hand, parts of chain saws, with self-contained non-electric motor"
846792,"Tools; for working in the hand, parts of pneumatic tools"
846799,"Tools; for working in the hand, parts thereof for other than chain saws and pneumatic tools"
8468,"Machinery and apparatus for soldering, brazing, welding, whether or not capable of cutting, other than those of heading no. 8515; gas-operated surface tempering machines and appliances"
846810,"Machinery and apparatus; hand-held blow pipes for soldering, brazing or welding, whether or not capable of cutting"
846820,"Machinery and apparatus; gas operated machinery and apparatus n.e.c. in item no. 8468.10, for soldering, brazing or welding, whether or not capable of cutting"
846880,"Machinery and apparatus; for soldering, brazing or welding, whether or not capable of cutting, n.e.c. in heading no. 8468"
846890,"Machinery and apparatus; parts, soldering, brazing or welding, whether or not capable of cutting, parts thereof"
8469,Typewriters (other than printers of heading no. 8443) and word-processing machines
846900,Typewriters (other than printers of heading no. 8443) and word-processing machines
8470,"Calculating machines and pocket-size data recording, reproducing and displaying machines with calculating functions; accounting machines, postage-franking machines, ticket-issuing machines and similar, incorporating a calculating device; cash registers"
847010,"Calculating machines; electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions"
847021,"Calculating machines; electronic, incorporating a printing device, needing an external source of power"
847029,"Calculating machines; electronic, (not incorporating a printing device), needing an external power source"
847030,Calculating machines; non-electronic
847050,Cash registers
847090,Machines incorporating a calculating device; n.e.c. in heading no. 8470
8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included"
847130,"Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display"
847141,"Automatic data processing machines; comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined, n.e.c. in item no. 8471.30"
847149,"Automatic data processing machines; presented in the form of systems, n.e.c. in item no. 8471.30 or 8471.41"
847150,"Units of automatic data processing machines; processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units"
847160,"Units of automatic data processing machines; input or output units, whether or not containing storage units in the same housing"
847170,Units of automatic data processing machines; storage units
847180,"Units of automatic data processing machines; n.e.c. in item no. 8471.50, 8471.60 or 8471.70"
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included"
8472,Office machines; not elsewhere classified
847210,Office machines; duplicating machines
847230,"Office machines; for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps"
847290,Office machines; not elsewhere classified
8473,"Machinery; parts and accessories (not covers, carrying cases and the like) suitable for use solely or principally with machines of heading no. 8469 to 8472"
847310,"Typewriters and word-processing machines; parts and accessories of the machines of heading 84.69 (other than covers, carrying cases and the like)"
847321,"Calculating machines; parts and accessories of the electronic calculating machines of item no. 8470.10, 8470.21 or 8470.29 (other than covers, carrying cases and the like)"
847329,"Machinery; parts and accessories of the machines of item no. 8470.30. 8470.50 or 8470.90 (other than covers, carrying cases and the like)"
847330,"Machinery; parts and accessories of the machines of heading no. 8471 (other than covers, carrying cases and the like)"
847340,"Machinery; parts and accessories of the machines of heading no. 8472 (other than covers, carrying cases and the like)"
847350,"Machines; parts and accessories equally suitable for use with machines of two or more of the headings 8469 to 8472 (other than covers, carrying cases and the like)"
8474,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores in solid form, shaping, moulding machinery for solid mineral fuels"
847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances"
847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances"
847431,Machines; concrete or mortar mixers
847432,Machines; for mixing mineral substances with bitumen
847439,"Machines; for mixing or kneading mineral substances, excluding concrete mixers and machines for mixing mineral substances with bitumen"
847480,"Machines; for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials in powder or paste form, machines for forming foundry moulds of sand"
847490,"Machines, for sorting, screening, separating, washing, crushing etc mineral substances, for agglomerating, shaping or moulding solid fuels, ceramic pastes etc, for forming foundry moulds of sand; parts"
8475,"Machines; for assembling electric or electronic lamps, tubes, valves, flashbulbs, in glass envelopes, machines for manufacturing or hot working glass or glassware"
847510,"Machines; for assembling electric or electronic lamps, tubes, valves or flashbulbs, in glass envelopes"
847521,"Machines; for manufacturing or hot working glass or glassware, for making optical fibres and preforms thereof"
847529,"Machines; for manufacturing or hot working glass or glassware, not for making optical fibres and preforms thereof"
847590,"Machines; parts, of those for assembling electric or electronic lamps, tubes, valves or flashbulbs, in glass envelopes and manufacturing or hot working glass or glassware"
8476,"Automatic goods-vending machines (e.g. postage stamp, cigarette, food or beverage machines), including money-changing machines"
847621,"Machines; automatic beverage-vending machines, incorporating heating or refrigerating devices"
847629,"Machines; automatic beverage-vending machines, not incorporating heating or refrigerating devices"
847681,"Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), incorporating heating or refrigerating devices"
847689,"Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), not incorporating heating or refrigerating devices"
847690,Machines; parts of automatic goods-vending machines
8477,"Machinery; for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter"
847710,"Machinery; injection-moulding machines, for working rubber or plastics or for the manufacture of products from these materials"
847720,"Machinery; extruders, for working rubber or plastics or for the manufacture of products from these materials"
847730,"Machinery; blow moulding machines, for working rubber or plastics or for the manufacture of products from these materials"
847740,"Machinery; vacuum moulding machines and other thermoforming machines, for working rubber or plastics or for the manufacture of products from these materials"
847751,Machinery; for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes
847759,"Machinery; for moulding or forming, for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter"
847780,"Machinery; for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter"
847790,"Machinery; parts of the machines of heading no. 8477, n.e.c. in item no. 8477.90"
8478,"Machinery; for preparing or making up tobacco, n.e.c. in this chapter"
847810,"Machinery; for preparing or making up tobacco, n.e.c. in this chapter"
847890,"Machinery; parts of those for preparing or making up tobacco, n.e.c. in this chapter"
8479,"Machinery and mechanical appliances; having individual functions, n.e.c. in this chapter"
847910,"Machinery and mechanical appliances; for public works, building or the like"
847920,Machinery; for the extraction or preparation of animal or fixed vegetable fats or oils
847930,Machinery and mechanical appliances; presses for the manufacture of particle or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork
847940,Machines; for making rope or cable
847950,"Machinery and mechanical appliances; industrial robots, n.e.c. or included"
847960,Machinery and mechanical appliances; evaporative air coolers
847971,"Machinery and mechanical appliances; passenger boarding bridges, of a kind used in airports"
847979,"Machinery and mechanical appliances; passenger boarding bridges, other than of a kind used in airports"
847981,"Machines and mechanical appliances; for treating metal, including electric wire coil-winders"
847982,"Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring"
847989,"Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter"
847990,"Machines and mechanical appliances; parts, of those having individual functions"
8480,"Moulding boxes for metal foundry, moulding patterns, moulds for metals (excluding ingot moulds), metal carbides, glass, mineral materials, rubber or plastics"
848010,Moulding boxes; for metal foundry
848020,"Mould bases; for metal, metal carbides, glass, mineral materials, rubber or plastics"
848030,"Moulding patterns; of metal, metal carbides, glass, mineral materials, rubber or plastics"
848041,"Moulds; for metal or metal carbides, injection or compression types"
848049,"Moulds; for metal or metal carbides, other than injection or compression types"
848050,Moulds; for glass
848060,Moulds; for mineral materials
848071,"Moulds; for rubber or plastics, injection or compression types"
848079,"Moulds; for rubber or plastics, other than injection or compression types"
8481,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves"
848110,"Valves; pressure reducing, for pipes, boiler shells, tanks, vats or the like"
848120,Valves; for oleohydraulic or pneumatic transmissions
848130,"Valves; check (nonreturn) valves, for pipes, boiler shells, tanks, vats or the like"
848140,"Valves; safety or relief valves, for pipes, boiler shells, tanks, vats or the like"
848180,"Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves"
848190,"Taps, cocks, valves and similar appliances; parts thereof"
8482,Ball or roller bearings
848210,Ball bearings
848220,"Bearings; tapered roller bearings, including cone and tapered roller assemblies"
848230,Bearings; spherical roller bearings
848240,Bearings; needle roller bearings
848250,Bearings; cylindrical roller bearings n.e.c. in heading no. 8482
848280,"Bearings; n.e.c. in heading no. 8482, including combined ball/roller"
848291,"Bearings; parts, balls, needles and rollers"
848299,"Bearings; parts, (other than balls, needles and rollers)"
8483,Transmission shafts (including cam and crank) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers; flywheels and pulleys; clutches and shaft couplings
848310,Transmission shafts (including cam shafts and crank shafts) and cranks
848320,"Bearing housings, incorporating ball or roller bearings"
848330,"Bearing housings, not incorporating ball or roller bearings and plain shaft bearings"
848340,"Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters"
848350,"Pulleys and flywheels, including pulley blocks"
848360,Clutches and shaft couplings (including universal joints)
848390,"Transmission components; toothed wheels, chain sprockets and other transmission elements presented separately; parts"
8484,"Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals"
848410,Gaskets and similar joints; of metal sheeting combined with other material or two or more layers of metal
848420,Seals; mechanical
848490,"Gasket sets or assortments of gaskets and similar joints; dissimilar in composition, put up in pouches, envelopes or similar packings"
8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter"
848610,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers
848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits
848630,Machines and apparatus of a kind used solely or principally for the manufacture of flat panel displays
848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486"
848690,Machines and apparatus of heading 8486; parts and accessories
8487,"Machinery parts; not containing electrical connectors, insulators, coils, contacts or other electrical features, n.e.c. in this chapter"
848710,Ships' or boats' propellers and blades therefor
848790,"Machinery parts; not containing electrical connectors, insulators, coils, contacts or other electrical features, n.e.c. in chapter 84"
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles"
8501,Electric motors and generators (excluding generating sets)
850110,Electric motors; of an output not exceeding 37.5W
850120,Electric motors; universal AC/DC of an output exceeding 37.5W
850131,"Electric motors and generators; DC, of an output not exceeding 750W"
850132,"Electric motors and generators; DC, of an output exceeding 750W but not exceeding 75kW"
850133,"Electric motors and generators; DC, of an output exceeding 75kW but not exceeding 375kW"
850134,"Electric motors and generators; DC, of an output exceeding 375kW"
850140,"Electric motors; AC motors, single-phase"
850151,"Electric motors; AC motors, multi-phase, of an output not exceeding 750W"
850152,"Electric motors; AC motors, multi-phase, of an output exceeding 750W but not exceeding 75kW"
850153,"Electric motors; AC motors, multi-phase, of an output exceeding 75kW"
850161,"Generators; AC generators, (alternators), of an output not exceeding 75kVA"
850162,"Electric generators; AC generators, (alternators), of an output exceeding 75kVA but not exceeding 375kVA"
850163,"Electric generators; AC generators, (alternators), of an output exceeding 375kVA but not exceeding 750kVA"
850164,"Electric generators; AC generators, (alternators), of an output exceeding 750kVA"
8502,Electric generating sets and rotary converters
850211,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output not exceeding 75kVA"
850212,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 75kVA but not exceeding 375kVA"
850213,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 375kVA"
850220,Electric generating sets; with spark-ignition internal combustion piston engines
850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)"
850239,"Electric generating sets; (excluding those with spark-ignition or compression-ignition internal combustion piston engines), other than wind powered"
850240,Electric rotary converters
8503,Electric motors and generators; parts suitable for use solely or principally with the machines of heading no. 8501 or 8502
