"","sexo","rama","comuna","2011","2013","2015"
"4000","Mujer","Enseñanza","Calbuco",270628,266827,451019
"4001","Mujer","Servicios Sociales y de Salud","Calbuco",295380,363333,405000
"4002","Mujer","Servicio Doméstico","Calbuco",121686,105250,220000
"4003","Mujer","Pesca","Caldera",251338,195000,185500
"4004","Mujer","Industrias Manufactureras","Caldera",303330,180000,3e+05
"4005","Mujer","Comercio","Caldera",311391,158871,253167
"4006","Mujer","Hoteles y Restaurantes","Caldera",576715,221286,393000
"4007","Mujer","Intermediación Financiera","Caldera",196920,5e+05,NA
"4008","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Caldera",317260,165000,290000
"4009","Mujer","Administración Pública y Defensa","Caldera",298662,532000,641216
"4010","Mujer","Enseñanza","Caldera",375160,463500,498000
"4011","Mujer","Servicios Sociales y de Salud","Caldera",109400,538750,566667
"4012","Mujer","Servicios Comunitarios, Sociales y Personales","Caldera",287340,2e+05,241000
"4013","Mujer","Servicio Doméstico","Caldera",83872,180000,3e+05
"4014","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Calera",167271,2e+05,221454
"4015","Mujer","Industrias Manufactureras","Calera",132270,145500,162778
"4016","Mujer","Electricidad, Gas y Agua","Calera",54700,NA,NA
"4017","Mujer","Comercio","Calera",157979,181317,218184
"4018","Mujer","Hoteles y Restaurantes","Calera",181174,2e+05,156250
"4019","Mujer","Transporte, Almacenamiento y Comunicaciones","Calera",410800,2e+05,299372
"4020","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Calera",246150,335714,179250
"4021","Mujer","Administración Pública y Defensa","Calera",218800,328571,500638
"4022","Mujer","Enseñanza","Calera",330024,342694,315144
"4023","Mujer","Servicios Sociales y de Salud","Calera",328200,298894,357833
"4024","Mujer","Servicios Comunitarios, Sociales y Personales","Calera",232320,3e+05,150000
"4025","Mujer","Servicio Doméstico","Calera",210262,156154,132231
"4026","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Calera de Tango",213330,280000,236833
"4027","Mujer","Industrias Manufactureras","Calera de Tango",217177,332000,234413
"4028","Mujer","Comercio","Calera de Tango",212682,160600,298100
"4029","Mujer","Hoteles y Restaurantes","Calera de Tango",240680,210000,7e+05
"4030","Mujer","Transporte, Almacenamiento y Comunicaciones","Calera de Tango",484653,355751,245000
"4031","Mujer","Administración Pública y Defensa","Calera de Tango",1052820,190000,471429
"4032","Mujer","Enseñanza","Calera de Tango",383885,660000,247500
"4033","Mujer","Servicios Sociales y de Salud","Calera de Tango",350080,NA,1013311
"4034","Mujer","Servicios Comunitarios, Sociales y Personales","Calera de Tango",218800,215000,1e+06
"4035","Mujer","Servicio Doméstico","Calera de Tango",154135,223614,221905
"4036","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Calle Larga",197649,210889,240962
"4037","Mujer","Explotación de Minas y Canteras","Calle Larga",437600,511500,NA
"4038","Mujer","Industrias Manufactureras","Calle Larga",65640,NA,50000
"4039","Mujer","Construcción","Calle Larga",218800,NA,210000
"4040","Mujer","Comercio","Calle Larga",133434,209382,224464
"4041","Mujer","Hoteles y Restaurantes","Calle Larga",327860,148800,NA
"4042","Mujer","Transporte, Almacenamiento y Comunicaciones","Calle Larga",196920,NA,925000
"4043","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Calle Larga",241988,NA,NA
"4044","Mujer","Enseñanza","Calle Larga",656400,179143,NA
"4045","Mujer","Servicios Sociales y de Salud","Calle Larga",273500,NA,4e+05
"4046","Mujer","Servicios Comunitarios, Sociales y Personales","Calle Larga",196920,45000,255000
"4047","Mujer","Servicio Doméstico","Calle Larga",120340,95000,118069
"4048","Mujer","Industrias Manufactureras","Camarones",184860,190000,84000
"4049","Mujer","Comercio","Camarones",616200,73333,135000
"4050","Mujer","Hoteles y Restaurantes","Camarones",513500,325000,5e+05
"4051","Mujer","Enseñanza","Camarones",233387,3e+05,NA
"4052","Mujer","Servicios Comunitarios, Sociales y Personales","Camarones",80956,NA,NA
"4053","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Camiña",166374,99087,92417
"4054","Mujer","Industrias Manufactureras","Camiña",123240,NA,50000
"4055","Mujer","Hoteles y Restaurantes","Camiña",313235,NA,250000
"4056","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Camiña",98460,NA,NA
"4057","Mujer","Administración Pública y Defensa","Camiña",207860,NA,NA
"4058","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Canela",198561,210000,NA
"4059","Mujer","Explotación de Minas y Canteras","Canela",218800,290000,NA
"4060","Mujer","Industrias Manufactureras","Canela",61620,6e+05,144000
"4061","Mujer","Comercio","Canela",236404,164500,302667
"4062","Mujer","Hoteles y Restaurantes","Canela",168476,218333,270000
"4063","Mujer","Transporte, Almacenamiento y Comunicaciones","Canela",218800,120000,NA
"4064","Mujer","Administración Pública y Defensa","Canela",380165,NA,508736
"4065","Mujer","Enseñanza","Canela",170299,254610,536400
"4066","Mujer","Servicios Sociales y de Salud","Canela",459480,8e+05,407500
"4067","Mujer","Servicio Doméstico","Canela",185170,120000,190000
"4068","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cañete",102700,1e+05,136429
"4069","Mujer","Industrias Manufactureras","Cañete",112970,120000,187273
"4070","Mujer","Comercio","Cañete",132801,121250,168215
"4071","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cañete",1422200,210000,240000
"4072","Mujer","Administración Pública y Defensa","Cañete",162459,210000,664349
"4073","Mujer","Enseñanza","Cañete",362798,377636,429924
"4074","Mujer","Servicios Sociales y de Salud","Cañete",382900,454333,359526
"4075","Mujer","Servicio Doméstico","Cañete",95725,116250,150697
"4076","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Carahue",51350,25000,82017
"4077","Mujer","Industrias Manufactureras","Carahue",174590,20000,35000
"4078","Mujer","Comercio","Carahue",152354,102478,117500
"4079","Mujer","Hoteles y Restaurantes","Carahue",284852,65000,168333
"4080","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Carahue",299756,NA,527000
"4081","Mujer","Administración Pública y Defensa","Carahue",492300,145000,374000
"4082","Mujer","Enseñanza","Carahue",294478,284444,331667
"4083","Mujer","Servicios Sociales y de Salud","Carahue",218800,4e+05,290000
"4084","Mujer","Servicio Doméstico","Carahue",100648,125429,122222
"4085","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cartagena",168980,136000,260000
"4086","Mujer","Industrias Manufactureras","Cartagena",191707,185000,220000
"4087","Mujer","Comercio","Cartagena",163043,101134,251667
"4088","Mujer","Hoteles y Restaurantes","Cartagena",275414,190000,NA
"4089","Mujer","Transporte, Almacenamiento y Comunicaciones","Cartagena",142220,319374,520000
"4090","Mujer","Enseñanza","Cartagena",459480,208328,293127
"4091","Mujer","Servicios Sociales y de Salud","Cartagena",255267,275000,240000
"4092","Mujer","Servicio Doméstico","Cartagena",49230,150000,220000
"4093","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Casablanca",296639,117500,245114
"4094","Mujer","Industrias Manufactureras","Casablanca",205672,201667,291500
"4095","Mujer","Comercio","Casablanca",206973,107000,169929
"4096","Mujer","Hoteles y Restaurantes","Casablanca",197564,2e+05,135250
"4097","Mujer","Transporte, Almacenamiento y Comunicaciones","Casablanca",365396,275000,187500
"4098","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Casablanca",346390,484000,257500
"4099","Mujer","Administración Pública y Defensa","Casablanca",214424,NA,198000
"4100","Mujer","Enseñanza","Casablanca",517514,242208,277281
"4101","Mujer","Servicios Sociales y de Salud","Casablanca",852640,243600,NA
"4102","Mujer","Servicio Doméstico","Casablanca",71110,84167,158868
"4103","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Castro",154050,97025,161000
"4104","Mujer","Pesca","Castro",998828,640250,265209
"4105","Mujer","Industrias Manufactureras","Castro",320106,221432,329679
"4106","Mujer","Construcción","Castro",164100,180000,625874
"4107","Mujer","Comercio","Castro",276937,243491,272728
"4108","Mujer","Hoteles y Restaurantes","Castro",317316,241155,365421
"4109","Mujer","Transporte, Almacenamiento y Comunicaciones","Castro",328200,244667,372625
"4110","Mujer","Intermediación Financiera","Castro",547000,3e+05,430728
"4111","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Castro",396466,375000,357333
"4112","Mujer","Administración Pública y Defensa","Castro",320907,448825,812279
"4113","Mujer","Enseñanza","Castro",523677,351111,470515
"4114","Mujer","Servicios Sociales y de Salud","Castro",542319,480845,455949
"4115","Mujer","Servicios Comunitarios, Sociales y Personales","Castro",361020,262500,394000
"4116","Mujer","Servicio Doméstico","Castro",130147,175354,195967
"4117","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Catemu",178162,189800,261979
"4118","Mujer","Explotación de Minas y Canteras","Catemu",178322,NA,NA
"4119","Mujer","Comercio","Catemu",130070,136117,305000
"4120","Mujer","Hoteles y Restaurantes","Catemu",197085,NA,3e+05
"4121","Mujer","Administración Pública y Defensa","Catemu",262560,230000,NA
"4122","Mujer","Enseñanza","Catemu",411420,3e+05,395750
"4123","Mujer","Servicios Sociales y de Salud","Catemu",284440,4e+05,740000
"4124","Mujer","Servicios Comunitarios, Sociales y Personales","Catemu",218800,NA,442105
"4125","Mujer","Servicio Doméstico","Catemu",207860,164000,250000
"4126","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cauquenes",183262,123170,219308
"4127","Mujer","Industrias Manufactureras","Cauquenes",116499,105000,146340
"4128","Mujer","Comercio","Cauquenes",170632,177500,151232
"4129","Mujer","Hoteles y Restaurantes","Cauquenes",153160,NA,170833
"4130","Mujer","Administración Pública y Defensa","Cauquenes",481634,505600,778571
"4131","Mujer","Enseñanza","Cauquenes",299526,509333,421735
"4132","Mujer","Servicios Sociales y de Salud","Cauquenes",287178,680000,460077
"4133","Mujer","Servicios Comunitarios, Sociales y Personales","Cauquenes",208750,NA,50000
"4134","Mujer","Servicio Doméstico","Cauquenes",98256,294833,166500
"4135","Mujer","Explotación de Minas y Canteras","Cerrillos",437600,NA,NA
"4136","Mujer","Industrias Manufactureras","Cerrillos",227256,238538,360151
"4137","Mujer","Electricidad, Gas y Agua","Cerrillos",437600,NA,NA
"4138","Mujer","Construcción","Cerrillos",229740,1190000,511196
"4139","Mujer","Comercio","Cerrillos",230681,182072,224545
"4140","Mujer","Hoteles y Restaurantes","Cerrillos",229740,283500,494400
"4141","Mujer","Transporte, Almacenamiento y Comunicaciones","Cerrillos",256361,397679,245000
"4142","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cerrillos",1139132,211000,376456
"4143","Mujer","Administración Pública y Defensa","Cerrillos",265980,450000,325515
"4144","Mujer","Enseñanza","Cerrillos",372398,368486,273333
"4145","Mujer","Servicios Sociales y de Salud","Cerrillos",185980,265000,383333
"4146","Mujer","Servicio Doméstico","Cerrillos",197922,140533,218333
"4147","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cerro Navia",308100,NA,NA
"4148","Mujer","Explotación de Minas y Canteras","Cerro Navia",196920,NA,NA
"4149","Mujer","Industrias Manufactureras","Cerro Navia",185980,240000,246004
"4150","Mujer","Comercio","Cerro Navia",165340,239159,210672
"4151","Mujer","Hoteles y Restaurantes","Cerro Navia",221717,226111,254055
"4152","Mujer","Transporte, Almacenamiento y Comunicaciones","Cerro Navia",252532,312000,254167
"4153","Mujer","Intermediación Financiera","Cerro Navia",339869,470000,405000
"4154","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cerro Navia",312337,232012,296319
"4155","Mujer","Administración Pública y Defensa","Cerro Navia",20540,235000,257500
"4156","Mujer","Enseñanza","Cerro Navia",235631,285867,329203
"4157","Mujer","Servicios Sociales y de Salud","Cerro Navia",346433,290000,266750
"4158","Mujer","Servicios Comunitarios, Sociales y Personales","Cerro Navia",192453,277502,242667
"4159","Mujer","Servicio Doméstico","Cerro Navia",156983,189742,193143
"4160","Mujer","Pesca","Chañaral",164100,NA,210000
"4161","Mujer","Explotación de Minas y Canteras","Chañaral",215883,238000,391273
"4162","Mujer","Industrias Manufactureras","Chañaral",20540,155000,194286
"4163","Mujer","Comercio","Chañaral",303346,189700,299461
"4164","Mujer","Hoteles y Restaurantes","Chañaral",218321,199500,298690
"4165","Mujer","Transporte, Almacenamiento y Comunicaciones","Chañaral",426660,210000,255000
"4166","Mujer","Intermediación Financiera","Chañaral",196920,8e+05,473333
"4167","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chañaral",656400,NA,316875
"4168","Mujer","Administración Pública y Defensa","Chañaral",488404,540000,441421
"4169","Mujer","Enseñanza","Chañaral",357519,436667,394636
"4170","Mujer","Servicios Sociales y de Salud","Chañaral",401271,303333,632588
"4171","Mujer","Servicios Comunitarios, Sociales y Personales","Chañaral",218931,120000,255000
"4172","Mujer","Servicio Doméstico","Chañaral",93459,53000,105260
"4173","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Chanco",149323,177090,153619
"4174","Mujer","Industrias Manufactureras","Chanco",202390,NA,2e+05
"4175","Mujer","Comercio","Chanco",140804,206628,80000
"4176","Mujer","Hoteles y Restaurantes","Chanco",102700,260000,256000
"4177","Mujer","Intermediación Financiera","Chanco",178337,NA,242000
"4178","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chanco",87520,NA,NA
"4179","Mujer","Administración Pública y Defensa","Chanco",129967,340000,183500
"4180","Mujer","Enseñanza","Chanco",279335,296667,230143
"4181","Mujer","Servicios Sociales y de Salud","Chanco",273500,350000,NA
"4182","Mujer","Servicios Comunitarios, Sociales y Personales","Chanco",164320,210000,NA
"4183","Mujer","Servicio Doméstico","Chanco",115599,130000,194600
"4184","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Chépica",194498,222800,222000
"4185","Mujer","Industrias Manufactureras","Chépica",82160,52500,NA
"4186","Mujer","Comercio","Chépica",119000,162240,240000
"4187","Mujer","Hoteles y Restaurantes","Chépica",410800,NA,NA
"4188","Mujer","Transporte, Almacenamiento y Comunicaciones","Chépica",196920,NA,NA
"4189","Mujer","Administración Pública y Defensa","Chépica",627956,NA,295618
"4190","Mujer","Enseñanza","Chépica",262560,378333,455638
"4191","Mujer","Servicio Doméstico","Chépica",179985,128500,117500
"4192","Mujer","Industrias Manufactureras","Chiguayante",172433,262743,214508
"4193","Mujer","Construcción","Chiguayante",984600,3e+05,741093
"4194","Mujer","Comercio","Chiguayante",420313,283718,253295
"4195","Mujer","Hoteles y Restaurantes","Chiguayante",410250,147353,185200
"4196","Mujer","Transporte, Almacenamiento y Comunicaciones","Chiguayante",415720,334500,249875
"4197","Mujer","Intermediación Financiera","Chiguayante",601700,668669,683333
"4198","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chiguayante",761059,472882,465846
"4199","Mujer","Administración Pública y Defensa","Chiguayante",583467,385644,709400
"4200","Mujer","Enseñanza","Chiguayante",568930,393414,377577
"4201","Mujer","Servicios Sociales y de Salud","Chiguayante",598829,413160,426614
"4202","Mujer","Servicios Comunitarios, Sociales y Personales","Chiguayante",313998,208571,132500
"4203","Mujer","Servicio Doméstico","Chiguayante",170299,160958,158771
"4204","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Chile Chico",240680,262000,30000
"4205","Mujer","Industrias Manufactureras","Chile Chico",233642,2e+05,177000
"4206","Mujer","Comercio","Chile Chico",229518,232068,182000
"4207","Mujer","Hoteles y Restaurantes","Chile Chico",924440,313125,352500
"4208","Mujer","Transporte, Almacenamiento y Comunicaciones","Chile Chico",821600,302400,353750
"4209","Mujer","Intermediación Financiera","Chile Chico",689220,NA,1950000
"4210","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chile Chico",260847,NA,245000
"4211","Mujer","Administración Pública y Defensa","Chile Chico",611077,686667,482433
"4212","Mujer","Enseñanza","Chile Chico",610115,436857,471667
"4213","Mujer","Servicios Sociales y de Salud","Chile Chico",611956,325000,713059
"4214","Mujer","Servicios Comunitarios, Sociales y Personales","Chile Chico",308100,226180,NA
"4215","Mujer","Servicio Doméstico","Chile Chico",164708,165000,219254
"4216","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Chillán",328934,224857,207056
"4217","Mujer","Industrias Manufactureras","Chillán",207478,256429,154000
"4218","Mujer","Electricidad, Gas y Agua","Chillán",426660,NA,1e+06
"4219","Mujer","Construcción","Chillán",123987,150500,225000
"4220","Mujer","Comercio","Chillán",220476,163007,247125
"4221","Mujer","Hoteles y Restaurantes","Chillán",204802,183934,231133
"4222","Mujer","Transporte, Almacenamiento y Comunicaciones","Chillán",422046,216660,337000
"4223","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chillán",579091,285625,552648
"4224","Mujer","Administración Pública y Defensa","Chillán",275096,348207,563533
"4225","Mujer","Enseñanza","Chillán",361720,405336,483472
"4226","Mujer","Servicios Sociales y de Salud","Chillán",237013,406265,584615
"4227","Mujer","Servicios Comunitarios, Sociales y Personales","Chillán",204094,168750,390929
"4228","Mujer","Servicio Doméstico","Chillán",111473,126157,116711
"4229","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Chillán Viejo",114673,133000,173006
"4230","Mujer","Industrias Manufactureras","Chillán Viejo",129270,436667,216167
"4231","Mujer","Electricidad, Gas y Agua","Chillán Viejo",422284,115000,NA
"4232","Mujer","Comercio","Chillán Viejo",160556,157778,184714
"4233","Mujer","Hoteles y Restaurantes","Chillán Viejo",161912,180000,225714
"4234","Mujer","Transporte, Almacenamiento y Comunicaciones","Chillán Viejo",202390,NA,NA
"4235","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chillán Viejo",131280,5e+05,124667
"4236","Mujer","Enseñanza","Chillán Viejo",541749,339800,464385
"4237","Mujer","Servicios Sociales y de Salud","Chillán Viejo",482454,285833,427143
"4238","Mujer","Servicio Doméstico","Chillán Viejo",99828,106000,151000
"4239","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Chimbarongo",179006,233444,193962
"4240","Mujer","Industrias Manufactureras","Chimbarongo",611960,214286,1e+05
"4241","Mujer","Comercio","Chimbarongo",186628,182547,160673
"4242","Mujer","Hoteles y Restaurantes","Chimbarongo",223569,415000,102500
"4243","Mujer","Transporte, Almacenamiento y Comunicaciones","Chimbarongo",218800,240000,250000
"4244","Mujer","Intermediación Financiera","Chimbarongo",142220,NA,NA
"4245","Mujer","Administración Pública y Defensa","Chimbarongo",289910,406000,289000
"4246","Mujer","Enseñanza","Chimbarongo",322133,235780,296923
"4247","Mujer","Servicios Sociales y de Salud","Chimbarongo",312437,306750,360160
"4248","Mujer","Servicios Comunitarios, Sociales y Personales","Chimbarongo",218800,NA,172556
"4249","Mujer","Servicio Doméstico","Chimbarongo",369500,134750,180429
"4250","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cholchol",82160,75000,131250
"4251","Mujer","Comercio","Cholchol",191191,173333,106667
"4252","Mujer","Hoteles y Restaurantes","Cholchol",131280,50000,140000
"4253","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cholchol",328200,NA,NA
"4254","Mujer","Administración Pública y Defensa","Cholchol",295380,246250,356429
"4255","Mujer","Enseñanza","Cholchol",288230,282160,252857
"4256","Mujer","Servicios Sociales y de Salud","Cholchol",321043,1e+05,383333
"4257","Mujer","Servicios Comunitarios, Sociales y Personales","Cholchol",194596,NA,NA
"4258","Mujer","Servicio Doméstico","Cholchol",183792,198000,120000
"4259","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Chonchi",61620,NA,150000
"4260","Mujer","Pesca","Chonchi",218019,NA,273334
"4261","Mujer","Industrias Manufactureras","Chonchi",182037,197417,244417
"4262","Mujer","Comercio","Chonchi",265672,111250,354241
"4263","Mujer","Hoteles y Restaurantes","Chonchi",109400,181250,185000
"4264","Mujer","Administración Pública y Defensa","Chonchi",345704,NA,652000
"4265","Mujer","Enseñanza","Chonchi",593495,398000,323500
"4266","Mujer","Servicios Sociales y de Salud","Chonchi",3172600,365000,420000
"4267","Mujer","Servicio Doméstico","Chonchi",138118,152500,137065
"4268","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cisnes",448656,250000,NA
"4269","Mujer","Pesca","Cisnes",577020,NA,530000
"4270","Mujer","Industrias Manufactureras","Cisnes",205694,210000,6e+05
"4271","Mujer","Construcción","Cisnes",273500,325000,870000
"4272","Mujer","Comercio","Cisnes",304760,396803,182500
"4273","Mujer","Hoteles y Restaurantes","Cisnes",758556,220000,158500
"4274","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cisnes",240680,131250,NA
"4275","Mujer","Administración Pública y Defensa","Cisnes",353362,326667,442000
"4276","Mujer","Enseñanza","Cisnes",360582,7e+05,NA
"4277","Mujer","Servicios Sociales y de Salud","Cisnes",477531,240000,1300000
"4278","Mujer","Servicio Doméstico","Cisnes",131696,155714,NA
"4279","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cobquecura",175040,3e+05,161250
"4280","Mujer","Industrias Manufactureras","Cobquecura",369720,250000,18000
"4281","Mujer","Construcción","Cobquecura",1312800,NA,NA
"4282","Mujer","Comercio","Cobquecura",196920,105000,NA
"4283","Mujer","Hoteles y Restaurantes","Cobquecura",134562,270000,207500
"4284","Mujer","Transporte, Almacenamiento y Comunicaciones","Cobquecura",199108,235000,NA
"4285","Mujer","Administración Pública y Defensa","Cobquecura",616287,950000,410000
"4286","Mujer","Enseñanza","Cobquecura",276469,378534,467833
"4287","Mujer","Servicios Sociales y de Salud","Cobquecura",220441,343333,395000
"4288","Mujer","Servicio Doméstico","Cobquecura",80227,100667,126000
"4289","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cochrane",592767,6e+05,115000
"4290","Mujer","Electricidad, Gas y Agua","Cochrane",656400,NA,NA
"4291","Mujer","Construcción","Cochrane",202755,NA,7e+05
"4292","Mujer","Comercio","Cochrane",245372,198889,6e+05
"4293","Mujer","Hoteles y Restaurantes","Cochrane",556479,185500,268000
"4294","Mujer","Transporte, Almacenamiento y Comunicaciones","Cochrane",410800,3e+05,3e+05
"4295","Mujer","Intermediación Financiera","Cochrane",424837,9e+05,NA
"4296","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cochrane",273500,NA,NA
"4297","Mujer","Administración Pública y Defensa","Cochrane",344610,792600,980000
"4298","Mujer","Enseñanza","Cochrane",437965,791500,630000
"4299","Mujer","Servicios Sociales y de Salud","Cochrane",1203400,440000,722000
"4300","Mujer","Servicios Comunitarios, Sociales y Personales","Cochrane",189627,210000,350000
"4301","Mujer","Servicio Doméstico","Cochrane",106665,154448,183200
"4302","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Codegua",177619,165005,249722
"4303","Mujer","Industrias Manufactureras","Codegua",155895,210046,NA
"4304","Mujer","Comercio","Codegua",230926,216000,207500
"4305","Mujer","Hoteles y Restaurantes","Codegua",821600,3e+05,3e+05
"4306","Mujer","Transporte, Almacenamiento y Comunicaciones","Codegua",199108,210000,266667
"4307","Mujer","Administración Pública y Defensa","Codegua",169570,265000,605000
"4308","Mujer","Enseñanza","Codegua",381752,363200,410900
"4309","Mujer","Servicios Sociales y de Salud","Codegua",273584,229000,400311
"4310","Mujer","Servicio Doméstico","Codegua",187538,176286,141527
"4311","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Coelemu",92430,308000,28333
"4312","Mujer","Industrias Manufactureras","Coelemu",82160,143333,145000
"4313","Mujer","Comercio","Coelemu",278120,195833,175636
"4314","Mujer","Hoteles y Restaurantes","Coelemu",120340,175000,NA
"4315","Mujer","Intermediación Financiera","Coelemu",410800,190000,240000
"4316","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Coelemu",575120,NA,NA
"4317","Mujer","Administración Pública y Defensa","Coelemu",166288,328108,483973
"4318","Mujer","Enseñanza","Coelemu",1023519,298500,457714
"4319","Mujer","Servicios Sociales y de Salud","Coelemu",270893,217500,426667
"4320","Mujer","Servicios Comunitarios, Sociales y Personales","Coelemu",164320,250000,186000
"4321","Mujer","Servicio Doméstico","Coelemu",150904,106667,105000
"4322","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Coihueco",86608,176750,140408
"4323","Mujer","Construcción","Coihueco",199108,NA,NA
"4324","Mujer","Comercio","Coihueco",178289,171387,211714
"4325","Mujer","Hoteles y Restaurantes","Coihueco",168476,108000,191420
"4326","Mujer","Administración Pública y Defensa","Coihueco",137297,3e+05,280000
"4327","Mujer","Enseñanza","Coihueco",537883,338000,372286
"4328","Mujer","Servicios Sociales y de Salud","Coihueco",230834,2e+06,240000
"4329","Mujer","Servicios Comunitarios, Sociales y Personales","Coihueco",359450,NA,NA
"4330","Mujer","Servicio Doméstico","Coihueco",109400,123667,140000
"4331","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Coinco",187681,168013,245714
"4332","Mujer","Industrias Manufactureras","Coinco",122795,346667,NA
"4333","Mujer","Comercio","Coinco",144621,240171,125000
"4334","Mujer","Transporte, Almacenamiento y Comunicaciones","Coinco",196920,50000,NA
"4335","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Coinco",76580,NA,NA
"4336","Mujer","Enseñanza","Coinco",419209,219600,390000
"4337","Mujer","Servicios Comunitarios, Sociales y Personales","Coinco",246480,230000,170000
"4338","Mujer","Servicio Doméstico","Coinco",124661,90500,167600
"4339","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Colbún",139847,105000,192531
"4340","Mujer","Industrias Manufactureras","Colbún",140357,NA,77000
"4341","Mujer","Comercio","Colbún",130330,101333,228067
"4342","Mujer","Hoteles y Restaurantes","Colbún",171543,299042,195000
"4343","Mujer","Administración Pública y Defensa","Colbún",461998,173333,442500
"4344","Mujer","Enseñanza","Colbún",269398,320000,398783
"4345","Mujer","Servicios Sociales y de Salud","Colbún",231928,320000,250000
"4346","Mujer","Servicio Doméstico","Colbún",43760,206667,133333
"4347","Mujer","Industrias Manufactureras","Colina",234428,141250,219556
"4348","Mujer","Construcción","Colina",218800,230000,3e+05
"4349","Mujer","Comercio","Colina",227316,269145,227189
"4350","Mujer","Hoteles y Restaurantes","Colina",298981,163012,187636
"4351","Mujer","Transporte, Almacenamiento y Comunicaciones","Colina",295380,158500,327431
"4352","Mujer","Intermediación Financiera","Colina",437600,NA,NA
"4353","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Colina",437913,230000,304889
"4354","Mujer","Enseñanza","Colina",344975,252833,367751
"4355","Mujer","Servicios Sociales y de Salud","Colina",775373,370000,374400
"4356","Mujer","Servicios Comunitarios, Sociales y Personales","Colina",262560,225000,210000
"4357","Mujer","Servicio Doméstico","Colina",188371,203176,241812
"4358","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Collipulli",127178,157429,190344
"4359","Mujer","Industrias Manufactureras","Collipulli",306320,76500,219000
"4360","Mujer","Construcción","Collipulli",199108,NA,379000
"4361","Mujer","Comercio","Collipulli",161543,116000,150104
"4362","Mujer","Hoteles y Restaurantes","Collipulli",822643,483333,215467
"4363","Mujer","Intermediación Financiera","Collipulli",19692,NA,NA
"4364","Mujer","Administración Pública y Defensa","Collipulli",295380,190333,354000
"4365","Mujer","Enseñanza","Collipulli",366490,277000,527544
"4366","Mujer","Servicios Sociales y de Salud","Collipulli",417543,750000,1600000
"4367","Mujer","Servicio Doméstico","Collipulli",127178,88000,160684
"4368","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Coltauco",219985,201538,241865
"4369","Mujer","Industrias Manufactureras","Coltauco",1027000,270000,231412
"4370","Mujer","Comercio","Coltauco",213106,265000,283067
"4371","Mujer","Transporte, Almacenamiento y Comunicaciones","Coltauco",262560,298750,260195
"4372","Mujer","Administración Pública y Defensa","Coltauco",508710,NA,554300
