"","sexo","rama","provincia","2011","2013","2015"
"769","Hombre","Comercio","Valparaíso",373552,308740,374819
"770","Hombre","Hoteles y Restaurantes","Valparaíso",293229,288073,341840
"771","Hombre","Transporte, Almacenamiento y Comunicaciones","Valparaíso",496233,526933,499127
"772","Hombre","Intermediación Financiera","Valparaíso",1127663,1178025,944357
"773","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Valparaíso",766424,919072,718207
"774","Hombre","Administración Pública y Defensa","Valparaíso",554051,623040,824359
"775","Hombre","Enseñanza","Valparaíso",514330,539279,611389
"776","Hombre","Servicios Sociales y de Salud","Valparaíso",967124,1002608,1020336
"777","Hombre","Servicios Comunitarios, Sociales y Personales","Valparaíso",446266,318574,375581
"778","Hombre","Servicio Doméstico","Valparaíso",301733,230744,269049
"779","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Antofagasta",3176267,210000,2e+05
"780","Mujer","Pesca","Antofagasta",240680,121750,198000
"781","Mujer","Explotación de Minas y Canteras","Antofagasta",689002,1144186,718000
"782","Mujer","Industrias Manufactureras","Antofagasta",401084,272390,343167
"783","Mujer","Electricidad, Gas y Agua","Antofagasta",1011516,531429,330800
"784","Mujer","Construcción","Antofagasta",532279,523571,577897
"785","Mujer","Comercio","Antofagasta",359173,279168,488322
"786","Mujer","Hoteles y Restaurantes","Antofagasta",354275,291308,357725
"787","Mujer","Transporte, Almacenamiento y Comunicaciones","Antofagasta",469108,371086,581240
"788","Mujer","Intermediación Financiera","Antofagasta",797308,701971,727335
"789","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Antofagasta",462821,394984,574410
"790","Mujer","Administración Pública y Defensa","Antofagasta",515336,565482,517599
"791","Mujer","Enseñanza","Antofagasta",467455,451017,450084
"792","Mujer","Servicios Sociales y de Salud","Antofagasta",441696,577377,501593
"793","Mujer","Servicios Comunitarios, Sociales y Personales","Antofagasta",432182,355596,324894
"794","Mujer","Servicio Doméstico","Antofagasta",186995,187768,214593
"795","Mujer","Organizaciones y órganos Extraterritoriales","Antofagasta",328200,NA,NA
"796","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Arauco",164911,170188,180280
"797","Mujer","Pesca","Arauco",104710,99167,110000
"798","Mujer","Industrias Manufactureras","Arauco",153649,159209,136667
"799","Mujer","Comercio","Arauco",182390,173031,208652
"800","Mujer","Hoteles y Restaurantes","Arauco",212620,255792,195433
"801","Mujer","Transporte, Almacenamiento y Comunicaciones","Arauco",54700,267777,262000
"802","Mujer","Intermediación Financiera","Arauco",765800,7e+05,467286
"803","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Arauco",332114,230650,239443
"804","Mujer","Administración Pública y Defensa","Arauco",166679,255746,360452
"805","Mujer","Enseñanza","Arauco",294657,405247,421752
"806","Mujer","Servicios Sociales y de Salud","Arauco",301987,367773,399839
"807","Mujer","Servicios Comunitarios, Sociales y Personales","Arauco",198269,178333,202706
"808","Mujer","Servicio Doméstico","Arauco",90807,115183,143623
"809","Mujer","Organizaciones y órganos Extraterritoriales","Arauco",161912,210000,NA
"810","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Arica",257576,245400,162323
"811","Mujer","Pesca","Arica",171211,280000,NA
"812","Mujer","Explotación de Minas y Canteras","Arica",317558,337474,466818
"813","Mujer","Industrias Manufactureras","Arica",266258,164068,270678
"814","Mujer","Electricidad, Gas y Agua","Arica",314416,8e+05,NA
"815","Mujer","Construcción","Arica",382682,314376,360000
"816","Mujer","Comercio","Arica",295915,177845,252382
"817","Mujer","Hoteles y Restaurantes","Arica",273001,203541,225384
"818","Mujer","Transporte, Almacenamiento y Comunicaciones","Arica",472837,254142,477267
"819","Mujer","Intermediación Financiera","Arica",354688,299796,798875
"820","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Arica",328747,301603,384120
"821","Mujer","Administración Pública y Defensa","Arica",462062,518545,489607
"822","Mujer","Enseñanza","Arica",387411,375216,386869
"823","Mujer","Servicios Sociales y de Salud","Arica",431633,413361,520415
"824","Mujer","Servicios Comunitarios, Sociales y Personales","Arica",255864,252589,240000
"825","Mujer","Servicio Doméstico","Arica",153608,128888,161948
"826","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Aysén",297450,186143,95571
"827","Mujer","Pesca","Aysén",296186,312987,341607
"828","Mujer","Industrias Manufactureras","Aysén",323173,337447,200545
"829","Mujer","Electricidad, Gas y Agua","Aysén",382900,210000,3e+05
"830","Mujer","Construcción","Aysén",374695,457500,680000
"831","Mujer","Comercio","Aysén",292125,257510,256171
"832","Mujer","Hoteles y Restaurantes","Aysén",567053,295333,249929
"833","Mujer","Transporte, Almacenamiento y Comunicaciones","Aysén",623602,221857,374000
"834","Mujer","Intermediación Financiera","Aysén",1312800,230000,693333
"835","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Aysén",492512,265250,170000
"836","Mujer","Administración Pública y Defensa","Aysén",419549,430700,701611
"837","Mujer","Enseñanza","Aysén",411123,509247,535464
"838","Mujer","Servicios Sociales y de Salud","Aysén",507356,601211,734615
"839","Mujer","Servicios Comunitarios, Sociales y Personales","Aysén",606798,197143,277000
"840","Mujer","Servicio Doméstico","Aysén",124498,124593,188429
"841","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Bíobío",168135,184793,238211
"842","Mujer","Pesca","Bíobío",246150,5e+05,443333
"843","Mujer","Explotación de Minas y Canteras","Bíobío",76580,3e+05,8e+05
"844","Mujer","Industrias Manufactureras","Bíobío",194737,202558,255576
"845","Mujer","Electricidad, Gas y Agua","Bíobío",1094000,275667,330400
"846","Mujer","Construcción","Bíobío",201022,251444,494694
"847","Mujer","Comercio","Bíobío",225363,198958,230489
"848","Mujer","Hoteles y Restaurantes","Bíobío",191231,211075,281039
"849","Mujer","Transporte, Almacenamiento y Comunicaciones","Bíobío",236038,534569,285781
"850","Mujer","Intermediación Financiera","Bíobío",350080,542531,482933
"851","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Bíobío",419267,277327,396166
"852","Mujer","Administración Pública y Defensa","Bíobío",295184,390946,489264
"853","Mujer","Enseñanza","Bíobío",335845,366336,433931
"854","Mujer","Servicios Sociales y de Salud","Bíobío",320601,387107,430043
"855","Mujer","Servicios Comunitarios, Sociales y Personales","Bíobío",342498,146994,213348
"856","Mujer","Servicio Doméstico","Bíobío",137198,136186,158815
"857","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cachapoal",191452,229985,263547
"858","Mujer","Explotación de Minas y Canteras","Cachapoal",310227,337500,928125
"859","Mujer","Industrias Manufactureras","Cachapoal",262264,227819,286132
"860","Mujer","Electricidad, Gas y Agua","Cachapoal",264310,400200,302857
"861","Mujer","Construcción","Cachapoal",515342,284011,355676
"862","Mujer","Comercio","Cachapoal",237651,220093,232378
"863","Mujer","Hoteles y Restaurantes","Cachapoal",267788,221997,259839
"864","Mujer","Transporte, Almacenamiento y Comunicaciones","Cachapoal",339836,267875,341020
"865","Mujer","Intermediación Financiera","Cachapoal",382444,564740,553884
"866","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cachapoal",333149,302111,417211
"867","Mujer","Administración Pública y Defensa","Cachapoal",423030,485451,583500
"868","Mujer","Enseñanza","Cachapoal",348608,366137,469116
"869","Mujer","Servicios Sociales y de Salud","Cachapoal",402001,360806,464556
"870","Mujer","Servicios Comunitarios, Sociales y Personales","Cachapoal",307760,220336,265309
"871","Mujer","Servicio Doméstico","Cachapoal",141640,156797,185319
"872","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Capitán Prat",592767,6e+05,115000
"873","Mujer","Electricidad, Gas y Agua","Capitán Prat",656400,NA,NA
"874","Mujer","Construcción","Capitán Prat",202755,NA,7e+05
"875","Mujer","Comercio","Capitán Prat",245372,198889,6e+05
"876","Mujer","Hoteles y Restaurantes","Capitán Prat",556479,185500,268000
"877","Mujer","Transporte, Almacenamiento y Comunicaciones","Capitán Prat",410800,3e+05,3e+05
"878","Mujer","Intermediación Financiera","Capitán Prat",424837,9e+05,NA
"879","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Capitán Prat",273500,NA,NA
"880","Mujer","Administración Pública y Defensa","Capitán Prat",344610,792600,980000
"881","Mujer","Enseñanza","Capitán Prat",437965,791500,630000
"882","Mujer","Servicios Sociales y de Salud","Capitán Prat",1203400,440000,722000
"883","Mujer","Servicios Comunitarios, Sociales y Personales","Capitán Prat",189627,210000,350000
"884","Mujer","Servicio Doméstico","Capitán Prat",106665,154448,183200
"885","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cardenal Caro",150480,177734,236621
"886","Mujer","Pesca","Cardenal Caro",273867,1e+05,150000
"887","Mujer","Explotación de Minas y Canteras","Cardenal Caro",308100,NA,250000
"888","Mujer","Industrias Manufactureras","Cardenal Caro",153151,202679,194583
"889","Mujer","Construcción","Cardenal Caro",1094000,339000,NA
"890","Mujer","Comercio","Cardenal Caro",197139,176472,213478
"891","Mujer","Hoteles y Restaurantes","Cardenal Caro",364109,206182,289400
"892","Mujer","Transporte, Almacenamiento y Comunicaciones","Cardenal Caro",131280,206667,322333
"893","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cardenal Caro",821600,382500,345000
"894","Mujer","Administración Pública y Defensa","Cardenal Caro",346032,335567,353831
"895","Mujer","Enseñanza","Cardenal Caro",353054,341214,345604
"896","Mujer","Servicios Sociales y de Salud","Cardenal Caro",357113,353111,339364
"897","Mujer","Servicios Comunitarios, Sociales y Personales","Cardenal Caro",265885,345400,422167
"898","Mujer","Servicio Doméstico","Cardenal Caro",157354,137000,148001
"899","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cauquenes",136824,148094,181747
"900","Mujer","Pesca","Cauquenes",236210,145000,NA
"901","Mujer","Industrias Manufactureras","Cauquenes",140030,99500,283304
"902","Mujer","Comercio","Cauquenes",171136,175185,150664
"903","Mujer","Hoteles y Restaurantes","Cauquenes",149140,180000,222625
"904","Mujer","Intermediación Financiera","Cauquenes",178337,NA,242000
"905","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cauquenes",87520,405000,570000
"906","Mujer","Administración Pública y Defensa","Cauquenes",269452,458286,612643
"907","Mujer","Enseñanza","Cauquenes",291450,344833,364015
"908","Mujer","Servicios Sociales y de Salud","Cauquenes",355552,570000,441938
"909","Mujer","Servicios Comunitarios, Sociales y Personales","Cauquenes",222480,245000,1e+05
"910","Mujer","Servicio Doméstico","Cauquenes",113255,271286,175867
"911","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cautín",193635,164677,209267
"912","Mujer","Pesca","Cautín",205324,194444,337625
"913","Mujer","Industrias Manufactureras","Cautín",255618,157166,227031
"914","Mujer","Electricidad, Gas y Agua","Cautín",153160,172500,331667
"915","Mujer","Construcción","Cautín",326410,279080,469889
"916","Mujer","Comercio","Cautín",254091,207321,200910
"917","Mujer","Hoteles y Restaurantes","Cautín",217011,230857,239795
"918","Mujer","Transporte, Almacenamiento y Comunicaciones","Cautín",441145,363088,272973
"919","Mujer","Intermediación Financiera","Cautín",481756,449056,422415
"920","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cautín",403893,295212,339308
"921","Mujer","Administración Pública y Defensa","Cautín",415347,617033,481467
"922","Mujer","Enseñanza","Cautín",342103,397131,429694
"923","Mujer","Servicios Sociales y de Salud","Cautín",348922,439017,494152
"924","Mujer","Servicios Comunitarios, Sociales y Personales","Cautín",265637,172696,197870
"925","Mujer","Servicio Doméstico","Cautín",120065,139240,160560
"926","Mujer","Organizaciones y órganos Extraterritoriales","Cautín",80956,105000,NA
"927","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Chacabuco",224114,215001,286793
"928","Mujer","Explotación de Minas y Canteras","Chacabuco",262560,198333,423500
"929","Mujer","Industrias Manufactureras","Chacabuco",275781,194182,229762
"930","Mujer","Construcción","Chacabuco",382900,236667,3e+05
"931","Mujer","Comercio","Chacabuco",254810,232736,243494
"932","Mujer","Hoteles y Restaurantes","Chacabuco",260564,144177,209241
"933","Mujer","Transporte, Almacenamiento y Comunicaciones","Chacabuco",263289,218000,372459
"934","Mujer","Intermediación Financiera","Chacabuco",437600,340000,250000
"935","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chacabuco",352865,339857,420786
"936","Mujer","Administración Pública y Defensa","Chacabuco",305070,518000,336842
"937","Mujer","Enseñanza","Chacabuco",342266,318344,415413
"938","Mujer","Servicios Sociales y de Salud","Chacabuco",574750,341667,440249
"939","Mujer","Servicios Comunitarios, Sociales y Personales","Chacabuco",167747,208000,210000
"940","Mujer","Servicio Doméstico","Chacabuco",187991,201692,227875
"941","Mujer","Pesca","Chañaral",164100,NA,210000
"942","Mujer","Explotación de Minas y Canteras","Chañaral",416108,578824,578750
"943","Mujer","Industrias Manufactureras","Chañaral",302718,153333,172444
"944","Mujer","Electricidad, Gas y Agua","Chañaral",177957,NA,214000
"945","Mujer","Construcción","Chañaral",555205,313000,725000
"946","Mujer","Comercio","Chañaral",352071,211800,279280
"947","Mujer","Hoteles y Restaurantes","Chañaral",386337,207632,345825
"948","Mujer","Transporte, Almacenamiento y Comunicaciones","Chañaral",426660,253500,290000
"949","Mujer","Intermediación Financiera","Chañaral",481360,725000,473333
"950","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chañaral",445805,223333,316875
"951","Mujer","Administración Pública y Defensa","Chañaral",470305,541625,436700
"952","Mujer","Enseñanza","Chañaral",328727,369000,389927
"953","Mujer","Servicios Sociales y de Salud","Chañaral",384727,451111,566696
"954","Mujer","Servicios Comunitarios, Sociales y Personales","Chañaral",218931,288000,221917
"955","Mujer","Servicio Doméstico","Chañaral",154191,151625,124096
"956","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Chiloé",163851,107471,160775
"957","Mujer","Pesca","Chiloé",293922,303669,284725
"958","Mujer","Industrias Manufactureras","Chiloé",249954,193662,249909
"959","Mujer","Electricidad, Gas y Agua","Chiloé",160818,250000,299333
"960","Mujer","Construcción","Chiloé",409910,170000,529660
"961","Mujer","Comercio","Chiloé",271277,184653,269734
"962","Mujer","Hoteles y Restaurantes","Chiloé",261687,203919,289738
"963","Mujer","Transporte, Almacenamiento y Comunicaciones","Chiloé",2092810,221586,262997
"964","Mujer","Intermediación Financiera","Chiloé",416632,3e+05,453819
"965","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chiloé",289524,294722,401398
"966","Mujer","Administración Pública y Defensa","Chiloé",311318,407556,682890
"967","Mujer","Enseñanza","Chiloé",416836,402998,409792
"968","Mujer","Servicios Sociales y de Salud","Chiloé",508933,396608,499837
"969","Mujer","Servicios Comunitarios, Sociales y Personales","Chiloé",370635,256667,325864
"970","Mujer","Servicio Doméstico","Chiloé",109942,128765,156916
"971","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Choapa",184513,161615,211526
"972","Mujer","Explotación de Minas y Canteras","Choapa",288972,385000,412857
"973","Mujer","Industrias Manufactureras","Choapa",144420,201556,148308
"974","Mujer","Comercio","Choapa",224908,165046,236821
"975","Mujer","Hoteles y Restaurantes","Choapa",751036,194564,259684
"976","Mujer","Transporte, Almacenamiento y Comunicaciones","Choapa",211758,246170,247627
"977","Mujer","Intermediación Financiera","Choapa",115964,850000,360000
"978","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Choapa",351448,218667,471250
"979","Mujer","Administración Pública y Defensa","Choapa",300918,577018,383203
"980","Mujer","Enseñanza","Choapa",360852,361939,434157
"981","Mujer","Servicios Sociales y de Salud","Choapa",267264,473916,452095
"982","Mujer","Servicios Comunitarios, Sociales y Personales","Choapa",242185,123859,226333
"983","Mujer","Servicio Doméstico","Choapa",129016,145769,142077
"984","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Colchagua",184344,195227,260244
"985","Mujer","Industrias Manufactureras","Colchagua",227677,184169,285419
"986","Mujer","Construcción","Colchagua",448540,341667,329515
"987","Mujer","Comercio","Colchagua",249541,196264,244434
"988","Mujer","Hoteles y Restaurantes","Colchagua",242758,263171,206045
"989","Mujer","Transporte, Almacenamiento y Comunicaciones","Colchagua",192362,262583,266500
"990","Mujer","Intermediación Financiera","Colchagua",350080,373000,603750
"991","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Colchagua",616531,275583,449208
"992","Mujer","Administración Pública y Defensa","Colchagua",410554,363667,346507
"993","Mujer","Enseñanza","Colchagua",354128,374823,466149
"994","Mujer","Servicios Sociales y de Salud","Colchagua",404489,359378,410900
"995","Mujer","Servicios Comunitarios, Sociales y Personales","Colchagua",258647,183500,224562
"996","Mujer","Servicio Doméstico","Colchagua",152963,142181,163770
"997","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Concepción",187207,164231,390729
"998","Mujer","Pesca","Concepción",267778,233333,361950
"999","Mujer","Explotación de Minas y Canteras","Concepción",306320,7e+05,1300000
"1000","Mujer","Industrias Manufactureras","Concepción",243730,248850,252093
"1001","Mujer","Electricidad, Gas y Agua","Concepción",393840,359540,659154
"1002","Mujer","Construcción","Concepción",518386,374593,436338
"1003","Mujer","Comercio","Concepción",294750,215432,241905
"1004","Mujer","Hoteles y Restaurantes","Concepción",458350,196555,215203
"1005","Mujer","Transporte, Almacenamiento y Comunicaciones","Concepción",470215,314036,337600
"1006","Mujer","Intermediación Financiera","Concepción",607170,487106,574186
"1007","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Concepción",364996,405190,439699
"1008","Mujer","Administración Pública y Defensa","Concepción",321421,387876,467904
"1009","Mujer","Enseñanza","Concepción",431726,401018,456480
"1010","Mujer","Servicios Sociales y de Salud","Concepción",450995,417746,452605
"1011","Mujer","Servicios Comunitarios, Sociales y Personales","Concepción",344878,237161,255409
"1012","Mujer","Servicio Doméstico","Concepción",134530,143504,168141
"1013","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Copiapó",207261,291861,362128
"1014","Mujer","Pesca","Copiapó",251338,205000,204000
"1015","Mujer","Explotación de Minas y Canteras","Copiapó",413275,564987,751508
"1016","Mujer","Industrias Manufactureras","Copiapó",325374,166912,291828
"1017","Mujer","Electricidad, Gas y Agua","Copiapó",255942,362000,453600
"1018","Mujer","Construcción","Copiapó",379755,506667,667857
"1019","Mujer","Comercio","Copiapó",283317,290100,286260
"1020","Mujer","Hoteles y Restaurantes","Copiapó",345351,315132,294355
"1021","Mujer","Transporte, Almacenamiento y Comunicaciones","Copiapó",339405,323719,417750
"1022","Mujer","Intermediación Financiera","Copiapó",436799,737368,535741
"1023","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Copiapó",473250,436582,458530
"1024","Mujer","Administración Pública y Defensa","Copiapó",476639,593640,756985
"1025","Mujer","Enseñanza","Copiapó",431005,438396,520494
"1026","Mujer","Servicios Sociales y de Salud","Copiapó",409887,448061,515353
"1027","Mujer","Servicios Comunitarios, Sociales y Personales","Copiapó",234087,273598,370000
"1028","Mujer","Servicio Doméstico","Copiapó",160222,167931,196234
"1029","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cordillera",298783,159000,245250
"1030","Mujer","Pesca","Cordillera",76580,NA,NA
"1031","Mujer","Industrias Manufactureras","Cordillera",203183,263041,379144
"1032","Mujer","Electricidad, Gas y Agua","Cordillera",328200,250000,270000
"1033","Mujer","Construcción","Cordillera",378507,256154,424389
"1034","Mujer","Comercio","Cordillera",270842,212284,269784
"1035","Mujer","Hoteles y Restaurantes","Cordillera",242841,243970,289771
"1036","Mujer","Transporte, Almacenamiento y Comunicaciones","Cordillera",350628,324660,404245
"1037","Mujer","Intermediación Financiera","Cordillera",458983,280028,553335
"1038","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cordillera",465860,361569,395344
"1039","Mujer","Administración Pública y Defensa","Cordillera",462257,418462,678902
"1040","Mujer","Enseñanza","Cordillera",350715,354523,415209
"1041","Mujer","Servicios Sociales y de Salud","Cordillera",342520,377552,450171
"1042","Mujer","Servicios Comunitarios, Sociales y Personales","Cordillera",256808,212261,260860
"1043","Mujer","Servicio Doméstico","Cordillera",176744,180172,217360
"1044","Mujer","Organizaciones y órganos Extraterritoriales","Cordillera",158630,198000,NA
"1045","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Coyhaique",467572,316581,182000
"1046","Mujer","Pesca","Coyhaique",534640,219667,365000
"1047","Mujer","Industrias Manufactureras","Coyhaique",214978,232547,174193
"1048","Mujer","Electricidad, Gas y Agua","Coyhaique",689220,262500,626500
"1049","Mujer","Construcción","Coyhaique",635027,1079000,1075915
"1050","Mujer","Comercio","Coyhaique",255440,245588,278707
"1051","Mujer","Hoteles y Restaurantes","Coyhaique",345723,201176,231286
"1052","Mujer","Transporte, Almacenamiento y Comunicaciones","Coyhaique",574389,345562,379167
"1053","Mujer","Intermediación Financiera","Coyhaique",387177,447222,593826
"1054","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Coyhaique",606963,364920,407150
"1055","Mujer","Administración Pública y Defensa","Coyhaique",703693,570264,671989
"1056","Mujer","Enseñanza","Coyhaique",529442,643353,627637
"1057","Mujer","Servicios Sociales y de Salud","Coyhaique",686266,517070,607318
"1058","Mujer","Servicios Comunitarios, Sociales y Personales","Coyhaique",298812,346125,349571
"1059","Mujer","Servicio Doméstico","Coyhaique",148287,145731,186703
"1060","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Curicó",198152,208494,261093
"1061","Mujer","Explotación de Minas y Canteras","Curicó",208954,NA,NA
"1062","Mujer","Industrias Manufactureras","Curicó",259036,216266,255257
"1063","Mujer","Electricidad, Gas y Agua","Curicó",273500,180000,280000
"1064","Mujer","Construcción","Curicó",523230,343083,7e+05
"1065","Mujer","Comercio","Curicó",241595,196559,241579
"1066","Mujer","Hoteles y Restaurantes","Curicó",234533,241891,245617
"1067","Mujer","Transporte, Almacenamiento y Comunicaciones","Curicó",334653,251611,352000
"1068","Mujer","Intermediación Financiera","Curicó",325100,511987,526667
"1069","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Curicó",502841,405394,492820
"1070","Mujer","Administración Pública y Defensa","Curicó",356821,468739,516345
"1071","Mujer","Enseñanza","Curicó",395723,367969,388280
"1072","Mujer","Servicios Sociales y de Salud","Curicó",587227,412634,363865
"1073","Mujer","Servicios Comunitarios, Sociales y Personales","Curicó",491308,203704,202890
"1074","Mujer","Servicio Doméstico","Curicó",128191,178077,187301
"1075","Mujer","Agricultura, Ganadería, Caza y Silvicultura","El Loa",163498,114000,230000
"1076","Mujer","Explotación de Minas y Canteras","El Loa",509877,476069,713462
"1077","Mujer","Industrias Manufactureras","El Loa",461176,232520,410235
"1078","Mujer","Electricidad, Gas y Agua","El Loa",519650,NA,6e+05
"1079","Mujer","Construcción","El Loa",465945,366850,766667
"1080","Mujer","Comercio","El Loa",329477,256455,289067
"1081","Mujer","Hoteles y Restaurantes","El Loa",553616,291043,440857
"1082","Mujer","Transporte, Almacenamiento y Comunicaciones","El Loa",416908,310920,398000
"1083","Mujer","Intermediación Financiera","El Loa",380796,416667,720833
"1084","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","El Loa",507003,502820,527227
"1085","Mujer","Administración Pública y Defensa","El Loa",351556,290000,525560
"1086","Mujer","Enseñanza","El Loa",379631,399848,473844
"1087","Mujer","Servicios Sociales y de Salud","El Loa",419251,526874,529518
"1088","Mujer","Servicios Comunitarios, Sociales y Personales","El Loa",322148,248609,405786
"1089","Mujer","Servicio Doméstico","El Loa",178769,169352,168844
"1090","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Elqui",165540,223150,238632
"1091","Mujer","Pesca","Elqui",141855,303333,NA
"1092","Mujer","Explotación de Minas y Canteras","Elqui",492164,469601,435278
"1093","Mujer","Industrias Manufactureras","Elqui",262203,200179,205102
"1094","Mujer","Electricidad, Gas y Agua","Elqui",196920,174000,352500
"1095","Mujer","Construcción","Elqui",215244,274900,363292
"1096","Mujer","Comercio","Elqui",254556,213648,238788
"1097","Mujer","Hoteles y Restaurantes","Elqui",234747,211019,260510
"1098","Mujer","Transporte, Almacenamiento y Comunicaciones","Elqui",254602,338256,302042
"1099","Mujer","Intermediación Financiera","Elqui",268510,452500,569375
"1100","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Elqui",303976,314525,504730
"1101","Mujer","Administración Pública y Defensa","Elqui",347527,437062,528214
"1102","Mujer","Enseñanza","Elqui",367946,356941,439291
"1103","Mujer","Servicios Sociales y de Salud","Elqui",269107,440640,472312
"1104","Mujer","Servicios Comunitarios, Sociales y Personales","Elqui",755890,313833,252088
"1105","Mujer","Servicio Doméstico","Elqui",145547,155563,184447
"1106","Mujer","Agricultura, Ganadería, Caza y Silvicultura","General Carrera",235722,262000,113168
"1107","Mujer","Industrias Manufactureras","General Carrera",223886,109000,124667
"1108","Mujer","Comercio","General Carrera",238893,230597,182000
"1109","Mujer","Hoteles y Restaurantes","General Carrera",924440,257083,419375
"1110","Mujer","Transporte, Almacenamiento y Comunicaciones","General Carrera",498320,302400,353750
"1111","Mujer","Intermediación Financiera","General Carrera",689220,NA,1950000
"1112","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","General Carrera",241036,NA,245000
"1113","Mujer","Administración Pública y Defensa","General Carrera",487840,557750,482433
"1114","Mujer","Enseñanza","General Carrera",538795,436857,492727
"1115","Mujer","Servicios Sociales y de Salud","General Carrera",611956,230000,713059
"1116","Mujer","Servicios Comunitarios, Sociales y Personales","General Carrera",252510,218483,NA
"1117","Mujer","Servicio Doméstico","General Carrera",162872,156000,216170
"1118","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Huasco",229419,254071,280000
"1119","Mujer","Pesca","Huasco",223040,181250,NA
"1120","Mujer","Explotación de Minas y Canteras","Huasco",462059,413556,459714
"1121","Mujer","Industrias Manufactureras","Huasco",246421,159588,204375
"1122","Mujer","Electricidad, Gas y Agua","Huasco",246150,228000,348333
"1123","Mujer","Construcción","Huasco",241207,3e+05,275000
"1124","Mujer","Comercio","Huasco",275400,189255,237329
"1125","Mujer","Hoteles y Restaurantes","Huasco",201904,241389,299532
"1126","Mujer","Transporte, Almacenamiento y Comunicaciones","Huasco",168805,227678,260000
"1127","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Huasco",317367,304111,318500
"1128","Mujer","Administración Pública y Defensa","Huasco",341180,392953,432789
"1129","Mujer","Enseñanza","Huasco",334981,315540,303065
"1130","Mujer","Servicios Sociales y de Salud","Huasco",555378,432500,425950
"1131","Mujer","Servicios Comunitarios, Sociales y Personales","Huasco",213270,168214,176571
"1132","Mujer","Servicio Doméstico","Huasco",150411,201204,166481
"1133","Mujer","Organizaciones y órganos Extraterritoriales","Huasco",226458,NA,NA
"1134","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Iquique",480710,160000,NA
"1135","Mujer","Pesca","Iquique",313668,135889,270000
"1136","Mujer","Explotación de Minas y Canteras","Iquique",583581,641652,653750
"1137","Mujer","Industrias Manufactureras","Iquique",325184,214408,256316
"1138","Mujer","Electricidad, Gas y Agua","Iquique",261622,665000,1e+05
"1139","Mujer","Construcción","Iquique",423029,420625,517147
"1140","Mujer","Comercio","Iquique",303400,274497,285117
"1141","Mujer","Hoteles y Restaurantes","Iquique",249077,277878,267604
"1142","Mujer","Transporte, Almacenamiento y Comunicaciones","Iquique",442088,343437,335682
"1143","Mujer","Intermediación Financiera","Iquique",484889,726111,721364
"1144","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Iquique",472414,590687,423380
"1145","Mujer","Administración Pública y Defensa","Iquique",539277,685450,606758
"1146","Mujer","Enseñanza","Iquique",380885,461888,477661
"1147","Mujer","Servicios Sociales y de Salud","Iquique",463740,530718,553360
