"","provincia","sex","branch","2011","2013","2015"
"782","Limarí","Hombre","Intermediación Financiera",2054000,489787,350130
"783","Limarí","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",243052,359449,384615
"784","Limarí","Hombre","Administración Pública y Defensa",284831,400000,400000
"785","Limarí","Hombre","Enseñanza",328200,575701,300000
"786","Limarí","Hombre","Servicios Sociales y de Salud",610003,309344,308936
"787","Limarí","Hombre","Otras Actividades de Servicios",196920,271545,327803
"788","Limarí","Hombre","Servicio Doméstico",369720,198083,280000
"789","Limarí","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,218388
"790","Limarí","Mujer","Explotación de Minas y Canteras",342093,282130,300000
"791","Limarí","Mujer","Industrias Manufactureras",187281,124532,240000
"792","Limarí","Mujer","Electricidad, Gas y Agua",177587,83584,NA
"793","Limarí","Mujer","Construcción",473085,230769,300000
"794","Limarí","Mujer","Comercio",198666,200000,200000
"795","Limarí","Mujer","Hoteles y Restaurantes",190645,359718,240534
"796","Limarí","Mujer","Transporte, Almacenamiento y Comunicaciones",130617,221062,329130
"797","Limarí","Mujer","Intermediación Financiera",1072522,355000,422731
"798","Limarí","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",218800,240957,307590
"799","Limarí","Mujer","Administración Pública y Defensa",176863,192308,244012
"800","Limarí","Mujer","Enseñanza",321293,300000,290422
"801","Limarí","Mujer","Servicios Sociales y de Salud",354798,264237,333462
"802","Limarí","Mujer","Otras Actividades de Servicios",101158,40000,146197
"803","Limarí","Mujer","Servicio Doméstico",143955,100000,120000
"804","Linares","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199108,210000,241000
"805","Linares","Hombre","Explotación de Minas y Canteras",285322,633945,511876
"806","Linares","Hombre","Industrias Manufactureras",205400,210000,241000
"807","Linares","Hombre","Electricidad, Gas y Agua",249645,220000,450000
"808","Linares","Hombre","Construcción",246466,210804,250000
"809","Linares","Hombre","Comercio",199108,206314,241000
"810","Linares","Hombre","Hoteles y Restaurantes",199108,210000,140000
"811","Linares","Hombre","Transporte, Almacenamiento y Comunicaciones",205362,300000,280000
"812","Linares","Hombre","Intermediación Financiera",589160,1118548,396342
"813","Linares","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",303900,234140,400000
"814","Linares","Hombre","Administración Pública y Defensa",328200,350000,487591
"815","Linares","Hombre","Enseñanza",375441,399643,400000
"816","Linares","Hombre","Servicios Sociales y de Salud",212751,272263,388400
"817","Linares","Hombre","Otras Actividades de Servicios",215092,210000,300000
"818","Linares","Hombre","Servicio Doméstico",111108,79066,243792
"819","Linares","Mujer","Agricultura, Ganadería, Caza y Silvicultura",147030,173306,200000
"820","Linares","Mujer","Industrias Manufactureras",199108,132090,167094
"821","Linares","Mujer","Electricidad, Gas y Agua",273196,86000,178929
"822","Linares","Mujer","Construcción",304484,250000,305565
"823","Linares","Mujer","Comercio",179374,200000,240000
"824","Linares","Mujer","Hoteles y Restaurantes",131280,201854,240000
"825","Linares","Mujer","Transporte, Almacenamiento y Comunicaciones",190490,169805,241120
"826","Linares","Mujer","Intermediación Financiera",307107,241935,535833
"827","Linares","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",255336,191456,242922
"828","Linares","Mujer","Administración Pública y Defensa",218800,448739,492028
"829","Linares","Mujer","Enseñanza",218800,220000,338567
"830","Linares","Mujer","Servicios Sociales y de Salud",283028,300980,288343
"831","Linares","Mujer","Otras Actividades de Servicios",197598,210000,240543
"832","Linares","Mujer","Servicio Doméstico",109400,136958,101585
"833","Llanquihue","Hombre","Agricultura, Ganadería, Caza y Silvicultura",205400,180000,241000
"834","Llanquihue","Hombre","Pesca",199108,250000,300000
"835","Llanquihue","Hombre","Explotación de Minas y Canteras",335258,389595,231735
"836","Llanquihue","Hombre","Industrias Manufactureras",234599,250000,280000
"837","Llanquihue","Hombre","Electricidad, Gas y Agua",283566,300000,372396
"838","Llanquihue","Hombre","Construcción",240680,250000,259375
"839","Llanquihue","Hombre","Comercio",218800,250000,252521
"840","Llanquihue","Hombre","Hoteles y Restaurantes",267637,227270,250000
"841","Llanquihue","Hombre","Transporte, Almacenamiento y Comunicaciones",218800,300000,300000
"842","Llanquihue","Hombre","Intermediación Financiera",683750,506765,600000
"843","Llanquihue","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",262560,300000,400000
"844","Llanquihue","Hombre","Administración Pública y Defensa",510877,643386,600000
"845","Llanquihue","Hombre","Enseñanza",346433,602252,481481
"846","Llanquihue","Hombre","Servicios Sociales y de Salud",505781,469173,361152
"847","Llanquihue","Hombre","Otras Actividades de Servicios",328701,239527,275025
"848","Llanquihue","Hombre","Servicio Doméstico",206261,210000,200000
"849","Llanquihue","Mujer","Agricultura, Ganadería, Caza y Silvicultura",137211,169944,200000
"850","Llanquihue","Mujer","Pesca",164100,154786,280000
"851","Llanquihue","Mujer","Industrias Manufactureras",202390,200000,241000
"852","Llanquihue","Mujer","Electricidad, Gas y Agua",197467,214356,333257
"853","Llanquihue","Mujer","Construcción",437306,242308,297710
"854","Llanquihue","Mujer","Comercio",205400,200000,241000
"855","Llanquihue","Mujer","Hoteles y Restaurantes",199108,210000,240159
"856","Llanquihue","Mujer","Transporte, Almacenamiento y Comunicaciones",348962,242569,287432
"857","Llanquihue","Mujer","Intermediación Financiera",135157,415957,449611
"858","Llanquihue","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",273500,298846,300000
"859","Llanquihue","Mujer","Administración Pública y Defensa",82050,450246,458127
"860","Llanquihue","Mujer","Enseñanza",273500,406721,300000
"861","Llanquihue","Mujer","Servicios Sociales y de Salud",328200,300000,350000
"862","Llanquihue","Mujer","Otras Actividades de Servicios",205400,242594,241000
"863","Llanquihue","Mujer","Servicio Doméstico",131280,150000,190833
"864","Llanquihue","Mujer","Organizaciones y Órganos Extraterritoriales",1531600,NA,NA
"865","Los Andes","Hombre","Agricultura, Ganadería, Caza y Silvicultura",201941,210000,241000
"866","Los Andes","Hombre","Explotación de Minas y Canteras",492300,500000,700000
"867","Los Andes","Hombre","Industrias Manufactureras",400098,210000,519933
"868","Los Andes","Hombre","Electricidad, Gas y Agua",130374,307423,561165
"869","Los Andes","Hombre","Construcción",404024,280000,300000
"870","Los Andes","Hombre","Comercio",217634,300000,260000
"871","Los Andes","Hombre","Hoteles y Restaurantes",246931,209492,250000
"872","Los Andes","Hombre","Transporte, Almacenamiento y Comunicaciones",373828,210000,397237
"873","Los Andes","Hombre","Intermediación Financiera",546436,555855,558966
"874","Los Andes","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",650741,263211,1500000
"875","Los Andes","Hombre","Administración Pública y Defensa",434381,400000,600000
"876","Los Andes","Hombre","Enseñanza",302093,287621,585248
"877","Los Andes","Hombre","Servicios Sociales y de Salud",740021,229496,257164
"878","Los Andes","Hombre","Otras Actividades de Servicios",342281,250000,249565
"879","Los Andes","Hombre","Servicio Doméstico",268804,202023,228444
"880","Los Andes","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,240000
"881","Los Andes","Mujer","Explotación de Minas y Canteras",340527,364286,540000
"882","Los Andes","Mujer","Industrias Manufactureras",206169,210000,99619
"883","Los Andes","Mujer","Electricidad, Gas y Agua",164100,200000,250481
"884","Los Andes","Mujer","Construcción",352830,NA,272111
"885","Los Andes","Mujer","Comercio",205400,210000,250000
"886","Los Andes","Mujer","Hoteles y Restaurantes",202390,202591,250000
"887","Los Andes","Mujer","Transporte, Almacenamiento y Comunicaciones",297840,252924,250000
"888","Los Andes","Mujer","Intermediación Financiera",642792,349633,715438
"889","Los Andes","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",712138,357692,317574
"890","Los Andes","Mujer","Administración Pública y Defensa",628578,465915,452874
"891","Los Andes","Mujer","Enseñanza",331956,210743,300000
"892","Los Andes","Mujer","Servicios Sociales y de Salud",260523,205072,439852
"893","Los Andes","Mujer","Otras Actividades de Servicios",198321,210000,252880
"894","Los Andes","Mujer","Servicio Doméstico",196920,150000,171824
"895","Magallanes","Hombre","Agricultura, Ganadería, Caza y Silvicultura",328200,346364,728037
"896","Magallanes","Hombre","Pesca",283547,335791,550000
"897","Magallanes","Hombre","Explotación de Minas y Canteras",547000,700000,845833
"898","Magallanes","Hombre","Industrias Manufactureras",415720,386491,380000
"899","Magallanes","Hombre","Electricidad, Gas y Agua",389140,707190,557177
"900","Magallanes","Hombre","Construcción",328200,350000,400000
"901","Magallanes","Hombre","Comercio",273262,300000,320000
"902","Magallanes","Hombre","Hoteles y Restaurantes",240680,328788,380625
"903","Magallanes","Hombre","Transporte, Almacenamiento y Comunicaciones",513500,387682,400000
"904","Magallanes","Hombre","Intermediación Financiera",439704,404255,1050932
"905","Magallanes","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",441808,355625,600000
"906","Magallanes","Hombre","Administración Pública y Defensa",765800,600000,800000
"907","Magallanes","Hombre","Enseñanza",1052750,580000,522078
"908","Magallanes","Hombre","Servicios Sociales y de Salud",522554,521481,918862
"909","Magallanes","Hombre","Otras Actividades de Servicios",205789,280000,560843
"910","Magallanes","Hombre","Servicio Doméstico",236794,97500,200000
"911","Magallanes","Mujer","Agricultura, Ganadería, Caza y Silvicultura",272940,256104,660714
"912","Magallanes","Mujer","Pesca",437600,300000,334158
"913","Magallanes","Mujer","Explotación de Minas y Canteras",229614,410057,450000
"914","Magallanes","Mujer","Industrias Manufactureras",870222,200000,200000
"915","Magallanes","Mujer","Electricidad, Gas y Agua",503240,NA,NA
"916","Magallanes","Mujer","Construcción",611728,347486,523039
"917","Magallanes","Mujer","Comercio",202003,220000,250000
"918","Magallanes","Mujer","Hoteles y Restaurantes",201926,210000,250000
"919","Magallanes","Mujer","Transporte, Almacenamiento y Comunicaciones",379913,327660,313796
"920","Magallanes","Mujer","Intermediación Financiera",354622,333594,400000
"921","Magallanes","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",343440,300000,343429
"922","Magallanes","Mujer","Administración Pública y Defensa",605347,534298,638889
"923","Magallanes","Mujer","Enseñanza",440643,500000,500000
"924","Magallanes","Mujer","Servicios Sociales y de Salud",328200,360000,500000
"925","Magallanes","Mujer","Otras Actividades de Servicios",218800,210698,270000
"926","Magallanes","Mujer","Servicio Doméstico",164100,160000,180000
"927","Maipo","Hombre","Agricultura, Ganadería, Caza y Silvicultura",208487,210000,250000
"928","Maipo","Hombre","Explotación de Minas y Canteras",318770,535714,496681
"929","Maipo","Hombre","Industrias Manufactureras",258436,342286,320512
"930","Maipo","Hombre","Electricidad, Gas y Agua",199885,489796,249971
"931","Maipo","Hombre","Construcción",240680,300000,320616
"932","Maipo","Hombre","Comercio",273500,250000,300000
"933","Maipo","Hombre","Hoteles y Restaurantes",218800,201967,249784
"934","Maipo","Hombre","Transporte, Almacenamiento y Comunicaciones",306524,300000,400000
"935","Maipo","Hombre","Intermediación Financiera",328200,301982,394877
"936","Maipo","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",225397,432411,352319
"937","Maipo","Hombre","Administración Pública y Defensa",403063,500000,733122
"938","Maipo","Hombre","Enseñanza",311895,317674,617424
"939","Maipo","Hombre","Servicios Sociales y de Salud",257753,535971,858802
"940","Maipo","Hombre","Otras Actividades de Servicios",314854,247043,505951
"941","Maipo","Hombre","Servicio Doméstico",218800,257698,298335
"942","Maipo","Hombre","No Bien Especificado",196920,304948,NA
"943","Maipo","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,250000
"944","Maipo","Mujer","Industrias Manufactureras",199108,234854,250000
"945","Maipo","Mujer","Construcción",196920,456705,573481
"946","Maipo","Mujer","Comercio",196920,200000,240000
"947","Maipo","Mujer","Hoteles y Restaurantes",169926,221746,241000
"948","Maipo","Mujer","Transporte, Almacenamiento y Comunicaciones",196920,316682,240000
"949","Maipo","Mujer","Intermediación Financiera",292806,450000,678634
"950","Maipo","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",227485,229864,300000
"951","Maipo","Mujer","Administración Pública y Defensa",196920,413388,430792
"952","Maipo","Mujer","Enseñanza",265374,330000,362598
"953","Maipo","Mujer","Servicios Sociales y de Salud",325213,327964,350000
"954","Maipo","Mujer","Otras Actividades de Servicios",176662,200000,309321
"955","Maipo","Mujer","Servicio Doméstico",164100,191075,236653
"956","Malleco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",196920,190000,230000
"957","Malleco","Hombre","Pesca",177011,290000,250000
"958","Malleco","Hombre","Explotación de Minas y Canteras",414966,300000,481250
"959","Malleco","Hombre","Industrias Manufactureras",199108,210000,244826
"960","Malleco","Hombre","Electricidad, Gas y Agua",406262,340943,373585
"961","Malleco","Hombre","Construcción",270634,250000,250000
"962","Malleco","Hombre","Comercio",196920,210000,250000
"963","Malleco","Hombre","Hoteles y Restaurantes",176966,275974,190911
"964","Malleco","Hombre","Transporte, Almacenamiento y Comunicaciones",264832,250000,280000
"965","Malleco","Hombre","Intermediación Financiera",444520,270000,1016195
"966","Malleco","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",693283,357746,254917
"967","Malleco","Hombre","Administración Pública y Defensa",547000,500000,500000
"968","Malleco","Hombre","Enseñanza",439454,408187,426000
"969","Malleco","Hombre","Servicios Sociales y de Salud",261594,549219,460000
"970","Malleco","Hombre","Otras Actividades de Servicios",322120,225249,250000
"971","Malleco","Hombre","Servicio Doméstico",181774,100000,145026
"972","Malleco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",151862,180238,200000
"973","Malleco","Mujer","Industrias Manufactureras",135754,127805,143165
"974","Malleco","Mujer","Electricidad, Gas y Agua",547000,NA,302381
"975","Malleco","Mujer","Construcción",172115,180000,336406
"976","Malleco","Mujer","Comercio",174012,210000,200000
"977","Malleco","Mujer","Hoteles y Restaurantes",240680,206890,200000
"978","Malleco","Mujer","Transporte, Almacenamiento y Comunicaciones",197365,369966,204103
"979","Malleco","Mujer","Intermediación Financiera",168714,492000,551191
"980","Malleco","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",157351,309804,250000
"981","Malleco","Mujer","Administración Pública y Defensa",311790,281391,400000
"982","Malleco","Mujer","Enseñanza",328200,315429,300000
"983","Malleco","Mujer","Servicios Sociales y de Salud",273500,400000,348863
"984","Malleco","Mujer","Otras Actividades de Servicios",197492,157115,152143
"985","Malleco","Mujer","Servicio Doméstico",97373,100000,120000
"986","Marga Marga","Hombre","Agricultura, Ganadería, Caza y Silvicultura",196920,220000,240000
"987","Marga Marga","Hombre","Pesca",932294,415942,115946
"988","Marga Marga","Hombre","Explotación de Minas y Canteras",875200,534526,700000
"989","Marga Marga","Hombre","Industrias Manufactureras",232482,249771,320000
"990","Marga Marga","Hombre","Electricidad, Gas y Agua",436179,250000,466667
"991","Marga Marga","Hombre","Construcción",226152,289879,350000
"992","Marga Marga","Hombre","Comercio",237444,300000,261809
"993","Marga Marga","Hombre","Hoteles y Restaurantes",196920,289304,248943
"994","Marga Marga","Hombre","Transporte, Almacenamiento y Comunicaciones",250696,400000,350000
"995","Marga Marga","Hombre","Intermediación Financiera",858329,457258,500000
"996","Marga Marga","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",512575,350000,500275
"997","Marga Marga","Hombre","Administración Pública y Defensa",397509,535238,700000
"998","Marga Marga","Hombre","Enseñanza",263644,375299,500000
"999","Marga Marga","Hombre","Servicios Sociales y de Salud",236941,437174,400000
"1000","Marga Marga","Hombre","Otras Actividades de Servicios",242081,294188,300000
"1001","Marga Marga","Hombre","Servicio Doméstico",198065,186814,240554
"1002","Marga Marga","Hombre","No Bien Especificado",452071,279088,NA
"1003","Marga Marga","Mujer","Agricultura, Ganadería, Caza y Silvicultura",166961,210000,241550
"1004","Marga Marga","Mujer","Explotación de Minas y Canteras",982149,502880,240000
"1005","Marga Marga","Mujer","Industrias Manufactureras",248036,210000,250000
"1006","Marga Marga","Mujer","Construcción",757696,640654,473864
"1007","Marga Marga","Mujer","Comercio",196920,200000,241000
"1008","Marga Marga","Mujer","Hoteles y Restaurantes",199027,209800,235735
"1009","Marga Marga","Mujer","Transporte, Almacenamiento y Comunicaciones",399338,264027,258108
"1010","Marga Marga","Mujer","Intermediación Financiera",311991,313669,372286
"1011","Marga Marga","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",338483,148242,283553
"1012","Marga Marga","Mujer","Administración Pública y Defensa",403175,380603,500000
"1013","Marga Marga","Mujer","Enseñanza",328200,297541,343106
"1014","Marga Marga","Mujer","Servicios Sociales y de Salud",273500,300000,400000
"1015","Marga Marga","Mujer","Otras Actividades de Servicios",175390,190538,240765
"1016","Marga Marga","Mujer","Servicio Doméstico",131280,122684,192062
"1017","Marga Marga","Mujer","Organizaciones y Órganos Extraterritoriales",82050,NA,NA
"1018","Melipilla","Hombre","Agricultura, Ganadería, Caza y Silvicultura",205456,210000,296773
"1019","Melipilla","Hombre","Pesca",501052,NA,NA
"1020","Melipilla","Hombre","Explotación de Minas y Canteras",410800,478000,500000
"1021","Melipilla","Hombre","Industrias Manufactureras",296442,245012,300000
"1022","Melipilla","Hombre","Electricidad, Gas y Agua",199108,86833,600000
"1023","Melipilla","Hombre","Construcción",273500,250000,303438
"1024","Melipilla","Hombre","Comercio",196920,213492,336038
"1025","Melipilla","Hombre","Hoteles y Restaurantes",230356,258438,258505
"1026","Melipilla","Hombre","Transporte, Almacenamiento y Comunicaciones",286641,300000,387629
"1027","Melipilla","Hombre","Intermediación Financiera",306320,NA,433979
"1028","Melipilla","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",333947,500000,435688
"1029","Melipilla","Hombre","Administración Pública y Defensa",345210,388991,376709
"1030","Melipilla","Hombre","Enseñanza",551290,294268,300000
"1031","Melipilla","Hombre","Servicios Sociales y de Salud",153160,568551,348573
"1032","Melipilla","Hombre","Otras Actividades de Servicios",369720,300000,343346
"1033","Melipilla","Hombre","Servicio Doméstico",186416,200000,245152
"1034","Melipilla","Mujer","Agricultura, Ganadería, Caza y Silvicultura",208860,193795,300000
"1035","Melipilla","Mujer","Explotación de Minas y Canteras",295380,160000,318284
"1036","Melipilla","Mujer","Industrias Manufactureras",218800,210000,250000
"1037","Melipilla","Mujer","Construcción",202487,387598,240000
"1038","Melipilla","Mujer","Comercio",194071,150000,300000
"1039","Melipilla","Mujer","Hoteles y Restaurantes",213512,210000,250000
"1040","Melipilla","Mujer","Transporte, Almacenamiento y Comunicaciones",316511,183281,284683
"1041","Melipilla","Mujer","Intermediación Financiera",394478,NA,463256
"1042","Melipilla","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",1296322,792441,296106
"1043","Melipilla","Mujer","Administración Pública y Defensa",501825,267427,380153
"1044","Melipilla","Mujer","Enseñanza",333803,271013,349738
"1045","Melipilla","Mujer","Servicios Sociales y de Salud",246115,352227,400000
"1046","Melipilla","Mujer","Otras Actividades de Servicios",241241,240865,328066
"1047","Melipilla","Mujer","Servicio Doméstico",170118,141102,189739
"1048","Ñuble","Hombre","Agricultura, Ganadería, Caza y Silvicultura",172495,180000,206993
"1049","Ñuble","Hombre","Pesca",196920,138235,329834
"1050","Ñuble","Hombre","Explotación de Minas y Canteras",354278,440920,474051
"1051","Ñuble","Hombre","Industrias Manufactureras",202390,210000,250000
"1052","Ñuble","Hombre","Electricidad, Gas y Agua",281045,210000,293864
"1053","Ñuble","Hombre","Construcción",199108,240000,250000
"1054","Ñuble","Hombre","Comercio",199108,210000,250000
"1055","Ñuble","Hombre","Hoteles y Restaurantes",196920,210000,250000
"1056","Ñuble","Hombre","Transporte, Almacenamiento y Comunicaciones",201340,232250,300000
"1057","Ñuble","Hombre","Intermediación Financiera",204822,699890,600000
"1058","Ñuble","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",241766,246140,450000
"1059","Ñuble","Hombre","Administración Pública y Defensa",492300,494231,544545
"1060","Ñuble","Hombre","Enseñanza",230737,315571,443709
"1061","Ñuble","Hombre","Servicios Sociales y de Salud",382900,367045,678015
"1062","Ñuble","Hombre","Otras Actividades de Servicios",199108,210000,236278
"1063","Ñuble","Hombre","Servicio Doméstico",211535,172071,172500
"1064","Ñuble","Mujer","Agricultura, Ganadería, Caza y Silvicultura",157964,120000,140000
"1065","Ñuble","Mujer","Industrias Manufactureras",122641,200000,150000
"1066","Ñuble","Mujer","Electricidad, Gas y Agua",325898,88353,251824
"1067","Ñuble","Mujer","Construcción",131280,181852,235752
"1068","Ñuble","Mujer","Comercio",196920,150043,200000
"1069","Ñuble","Mujer","Hoteles y Restaurantes",196920,180961,240000
"1070","Ñuble","Mujer","Transporte, Almacenamiento y Comunicaciones",222709,209752,250000
"1071","Ñuble","Mujer","Intermediación Financiera",233039,189770,401083
"1072","Ñuble","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",365264,299383,250000
"1073","Ñuble","Mujer","Administración Pública y Defensa",185877,318659,400000
"1074","Ñuble","Mujer","Enseñanza",273500,341322,364603
"1075","Ñuble","Mujer","Servicios Sociales y de Salud",240680,296172,450000
"1076","Ñuble","Mujer","Otras Actividades de Servicios",178832,165172,200000
"1077","Ñuble","Mujer","Servicio Doméstico",109400,100000,120000
"1078","Osorno","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199108,200250,250000
"1079","Osorno","Hombre","Pesca",297592,366522,300000
"1080","Osorno","Hombre","Industrias Manufactureras",266399,240000,250000
"1081","Osorno","Hombre","Electricidad, Gas y Agua",210307,236000,565649
"1082","Osorno","Hombre","Construcción",199108,210000,267312
"1083","Osorno","Hombre","Comercio",199108,210000,250000
"1084","Osorno","Hombre","Hoteles y Restaurantes",225967,210000,240000
"1085","Osorno","Hombre","Transporte, Almacenamiento y Comunicaciones",206084,280000,300000
"1086","Osorno","Hombre","Intermediación Financiera",218800,331562,566885
"1087","Osorno","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",228412,400000,282432
"1088","Osorno","Hombre","Administración Pública y Defensa",374546,300000,600000
"1089","Osorno","Hombre","Enseñanza",358753,391759,376757
"1090","Osorno","Hombre","Servicios Sociales y de Salud",402729,698608,360000
"1091","Osorno","Hombre","Otras Actividades de Servicios",263584,201729,250000
"1092","Osorno","Hombre","Servicio Doméstico",129294,100000,147500
"1093","Osorno","Mujer","Agricultura, Ganadería, Caza y Silvicultura",102700,150000,200000
"1094","Osorno","Mujer","Pesca",971812,218155,260732
"1095","Osorno","Mujer","Industrias Manufactureras",158688,200000,240647
"1096","Osorno","Mujer","Electricidad, Gas y Agua",363015,371930,225939
"1097","Osorno","Mujer","Construcción",198014,217045,276136
"1098","Osorno","Mujer","Comercio",164943,150000,164620
"1099","Osorno","Mujer","Hoteles y Restaurantes",174521,197794,220992
"1100","Osorno","Mujer","Transporte, Almacenamiento y Comunicaciones",182732,150000,245000
"1101","Osorno","Mujer","Intermediación Financiera",248494,806849,397268
"1102","Osorno","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",328200,280000,241000
"1103","Osorno","Mujer","Administración Pública y Defensa",328200,399865,597686
"1104","Osorno","Mujer","Enseñanza",218800,340314,400000
"1105","Osorno","Mujer","Servicios Sociales y de Salud",306320,310000,363687
"1106","Osorno","Mujer","Otras Actividades de Servicios",196920,201603,150000
"1107","Osorno","Mujer","Servicio Doméstico",108972,124984,120000
"1108","Osorno","Mujer","Organizaciones y Órganos Extraterritoriales",300850,NA,NA
"1109","Parinacota","Hombre","Agricultura, Ganadería, Caza y Silvicultura",547000,76250,150000
"1110","Parinacota","Hombre","Industrias Manufactureras",615375,NA,200000
"1111","Parinacota","Hombre","Construcción",207633,242000,280000
"1112","Parinacota","Hombre","Comercio",347175,80000,200000
"1113","Parinacota","Hombre","Administración Pública y Defensa",464950,287500,300000
"1114","Parinacota","Hombre","Enseñanza",289910,1150000,786667
"1115","Parinacota","Hombre","Servicios Sociales y de Salud",142220,245000,370000
"1116","Parinacota","Hombre","Otras Actividades de Servicios",188283,NA,NA
"1117","Parinacota","Mujer","Agricultura, Ganadería, Caza y Silvicultura",184860,60000,88889
"1118","Parinacota","Mujer","Pesca",308100,NA,NA
"1119","Parinacota","Mujer","Construcción",174493,NA,NA
"1120","Parinacota","Mujer","Comercio",256750,72500,188571
"1121","Parinacota","Mujer","Administración Pública y Defensa",289910,203750,276667
"1122","Parinacota","Mujer","Enseñanza",263341,210000,230000
"1123","Parinacota","Mujer","Otras Actividades de Servicios",184860,NA,NA
"1124","Petorca","Hombre","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,241000
"1125","Petorca","Hombre","Pesca",205692,200000,304561
"1126","Petorca","Hombre","Explotación de Minas y Canteras",329930,400000,400000
"1127","Petorca","Hombre","Industrias Manufactureras",215987,228857,253611
"1128","Petorca","Hombre","Construcción",284440,301764,289581
"1129","Petorca","Hombre","Comercio",355693,282372,274098
"1130","Petorca","Hombre","Hoteles y Restaurantes",177492,177363,230000
"1131","Petorca","Hombre","Transporte, Almacenamiento y Comunicaciones",227517,259345,281045
"1132","Petorca","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",268969,300000,301875
"1133","Petorca","Hombre","Administración Pública y Defensa",423017,336000,495316
"1134","Petorca","Hombre","Enseñanza",321690,238600,459524
"1135","Petorca","Hombre","Servicios Sociales y de Salud",382900,974765,298824
"1136","Petorca","Hombre","Otras Actividades de Servicios",280064,176772,205000
"1137","Petorca","Hombre","Servicio Doméstico",254030,130270,284615
"1138","Petorca","Hombre","Organizaciones y Órganos Extraterritoriales",513500,NA,NA
"1139","Petorca","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,198901,240000
"1140","Petorca","Mujer","Explotación de Minas y Canteras",382900,500000,395588
"1141","Petorca","Mujer","Industrias Manufactureras",199535,80000,228000
"1142","Petorca","Mujer","Comercio",220081,200000,233869
"1143","Petorca","Mujer","Hoteles y Restaurantes",228453,220000,218438
"1144","Petorca","Mujer","Transporte, Almacenamiento y Comunicaciones",140667,304885,234481
"1145","Petorca","Mujer","Intermediación Financiera",358534,NA,241438
"1146","Petorca","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",267196,197182,243444
"1147","Petorca","Mujer","Administración Pública y Defensa",208954,301786,350000
"1148","Petorca","Mujer","Enseñanza",295011,220000,369207
"1149","Petorca","Mujer","Servicios Sociales y de Salud",270679,451235,275789
"1150","Petorca","Mujer","Otras Actividades de Servicios",152066,82101,202361
"1151","Petorca","Mujer","Servicio Doméstico",184112,100250,215670
"1152","Quillota","Hombre","Agricultura, Ganadería, Caza y Silvicultura",218800,210000,250000
"1153","Quillota","Hombre","Explotación de Minas y Canteras",437600,608033,600000
"1154","Quillota","Hombre","Industrias Manufactureras",303001,240000,400000
"1155","Quillota","Hombre","Electricidad, Gas y Agua",227898,375802,428302
"1156","Quillota","Hombre","Construcción",242211,220000,280000
"1157","Quillota","Hombre","Comercio",218800,221450,250000
"1158","Quillota","Hombre","Hoteles y Restaurantes",217452,210000,249437
"1159","Quillota","Hombre","Transporte, Almacenamiento y Comunicaciones",301517,350000,350000
"1160","Quillota","Hombre","Intermediación Financiera",540347,677564,500000
"1161","Quillota","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",393393,279585,300000
"1162","Quillota","Hombre","Administración Pública y Defensa",517180,504614,600000
"1163","Quillota","Hombre","Enseñanza",289571,642362,585772
"1164","Quillota","Hombre","Servicios Sociales y de Salud",281659,466730,405593
"1165","Quillota","Hombre","Otras Actividades de Servicios",283769,393709,250000
"1166","Quillota","Hombre","Servicio Doméstico",202390,197500,249362
"1167","Quillota","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,241000
"1168","Quillota","Mujer","Explotación de Minas y Canteras",471299,195703,687810
"1169","Quillota","Mujer","Industrias Manufactureras",161832,148645,240000
