"","comuna","sex","branch","2011","2013","2015"
"3830","Nueva Imperial","Mujer","Servicio Doméstico",173047,108163,137647
"3831","Ñuñoa","Hombre","Agricultura, Ganadería, Caza y Silvicultura",1179649,NA,2446092
"3832","Ñuñoa","Hombre","Explotación de Minas y Canteras",1245838,2000000,4086486
"3833","Ñuñoa","Hombre","Industrias Manufactureras",1103747,1900000,500000
"3834","Ñuñoa","Hombre","Electricidad, Gas y Agua",3282000,NA,2373134
"3835","Ñuñoa","Hombre","Construcción",187857,2114958,800000
"3836","Ñuñoa","Hombre","Comercio",166006,848718,500000
"3837","Ñuñoa","Hombre","Hoteles y Restaurantes",147721,463592,258537
"3838","Ñuñoa","Hombre","Transporte, Almacenamiento y Comunicaciones",432277,551442,750000
"3839","Ñuñoa","Hombre","Intermediación Financiera",1641000,3022156,1663235
"3840","Ñuñoa","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",849253,1093460,1200000
"3841","Ñuñoa","Hombre","Administración Pública y Defensa",1085604,1362476,1135938
"3842","Ñuñoa","Hombre","Enseñanza",1206824,863801,900000
"3843","Ñuñoa","Hombre","Servicios Sociales y de Salud",1329947,1200000,976246
"3844","Ñuñoa","Hombre","Otras Actividades de Servicios",1086438,566268,472340
"3845","Ñuñoa","Hombre","Servicio Doméstico",1630011,170000,400000
"3846","Ñuñoa","Mujer","Pesca",492300,NA,NA
"3847","Ñuñoa","Mujer","Explotación de Minas y Canteras",873823,1500000,2788235
"3848","Ñuñoa","Mujer","Industrias Manufactureras",1025744,355313,393061
"3849","Ñuñoa","Mujer","Electricidad, Gas y Agua",1641000,1000000,1572727
"3850","Ñuñoa","Mujer","Construcción",954735,978286,553333
"3851","Ñuñoa","Mujer","Comercio",191441,200000,350000
"3852","Ñuñoa","Mujer","Hoteles y Restaurantes",447656,211726,205981
"3853","Ñuñoa","Mujer","Transporte, Almacenamiento y Comunicaciones",405376,800000,792233
"3854","Ñuñoa","Mujer","Intermediación Financiera",795910,1300000,600831
"3855","Ñuñoa","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",740219,646444,857379
"3856","Ñuñoa","Mujer","Administración Pública y Defensa",753950,1500000,1200000
"3857","Ñuñoa","Mujer","Enseñanza",656400,700000,650000
"3858","Ñuñoa","Mujer","Servicios Sociales y de Salud",622481,1000000,800000
"3859","Ñuñoa","Mujer","Otras Actividades de Servicios",522469,307028,429939
"3860","Ñuñoa","Mujer","Servicio Doméstico",170158,245135,250000
"3861","Ñuñoa","Mujer","No Bien Especificado",196920,676331,426938
"3862","Olivar","Hombre","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,246773
"3863","Olivar","Hombre","Explotación de Minas y Canteras",571068,471930,269565
"3864","Olivar","Hombre","Industrias Manufactureras",234744,261321,215238
"3865","Olivar","Hombre","Construcción",196920,303333,306776
"3866","Olivar","Hombre","Comercio",218800,291746,397619
"3867","Olivar","Hombre","Hoteles y Restaurantes",199108,275000,NA
"3868","Olivar","Hombre","Transporte, Almacenamiento y Comunicaciones",387536,330631,335915
"3869","Olivar","Hombre","Intermediación Financiera",437600,NA,1500000
"3870","Olivar","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",969438,1705263,270000
"3871","Olivar","Hombre","Enseñanza",432964,1500000,1500000
"3872","Olivar","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,200000,263750
"3873","Olivar","Mujer","Industrias Manufactureras",172442,229231,708333
"3874","Olivar","Mujer","Comercio",198199,134074,256736
"3875","Olivar","Mujer","Hoteles y Restaurantes",961944,220000,NA
"3876","Olivar","Mujer","Transporte, Almacenamiento y Comunicaciones",196920,NA,249827
"3877","Olivar","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",280665,194706,450000
"3878","Olivar","Mujer","Administración Pública y Defensa",426660,192000,330536
"3879","Olivar","Mujer","Enseñanza",184521,159000,447465
"3880","Olivar","Mujer","Servicios Sociales y de Salud",328200,220000,271538
"3881","Olivar","Mujer","Servicio Doméstico",173694,118938,239500
"3882","Olmué","Hombre","Agricultura, Ganadería, Caza y Silvicultura",195228,205298,240000
"3883","Olmué","Hombre","Explotación de Minas y Canteras",562629,384444,550000
"3884","Olmué","Hombre","Industrias Manufactureras",196920,230000,330000
"3885","Olmué","Hombre","Construcción",202390,262090,340000
"3886","Olmué","Hombre","Comercio",215057,210000,275000
"3887","Olmué","Hombre","Hoteles y Restaurantes",721111,411290,271484
"3888","Olmué","Hombre","Transporte, Almacenamiento y Comunicaciones",446463,245474,353393
"3889","Olmué","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",206639,NA,300000
"3890","Olmué","Hombre","Administración Pública y Defensa",270468,694228,85000
"3891","Olmué","Hombre","Enseñanza",547000,423871,300000
"3892","Olmué","Hombre","Otras Actividades de Servicios",154882,154167,197500
"3893","Olmué","Hombre","Servicio Doméstico",218800,271546,241000
"3894","Olmué","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,200540,240000
"3895","Olmué","Mujer","Industrias Manufactureras",308100,156915,NA
"3896","Olmué","Mujer","Comercio",164181,80745,250000
"3897","Olmué","Mujer","Hoteles y Restaurantes",334451,209604,180000
"3898","Olmué","Mujer","Transporte, Almacenamiento y Comunicaciones",410800,284865,300000
"3899","Olmué","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",1679033,234000,272500
"3900","Olmué","Mujer","Enseñanza",522803,419980,268508
"3901","Olmué","Mujer","Servicios Sociales y de Salud",273500,450000,375000
"3902","Olmué","Mujer","Otras Actividades de Servicios",246480,300000,NA
"3903","Olmué","Mujer","Servicio Doméstico",84576,200000,200000
"3904","Osorno","Hombre","Agricultura, Ganadería, Caza y Silvicultura",202390,198667,287752
"3905","Osorno","Hombre","Pesca",384926,600000,273333
"3906","Osorno","Hombre","Industrias Manufactureras",285718,260000,260000
"3907","Osorno","Hombre","Electricidad, Gas y Agua",205526,350101,732756
"3908","Osorno","Hombre","Construcción",199108,210476,257436
"3909","Osorno","Hombre","Comercio",199108,210000,250000
"3910","Osorno","Hombre","Hoteles y Restaurantes",218800,210000,209333
"3911","Osorno","Hombre","Transporte, Almacenamiento y Comunicaciones",206574,280000,300000
"3912","Osorno","Hombre","Intermediación Financiera",218800,331424,567200
"3913","Osorno","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",229284,465503,276735
"3914","Osorno","Hombre","Administración Pública y Defensa",463409,300252,397055
"3915","Osorno","Hombre","Enseñanza",600773,379329,400840
"3916","Osorno","Hombre","Servicios Sociales y de Salud",393840,752336,366634
"3917","Osorno","Hombre","Otras Actividades de Servicios",273500,199522,250000
"3918","Osorno","Hombre","Servicio Doméstico",102700,60000,128889
"3919","Osorno","Mujer","Agricultura, Ganadería, Caza y Silvicultura",105652,199444,240200
"3920","Osorno","Mujer","Pesca",4929600,300000,270000
"3921","Osorno","Mujer","Industrias Manufactureras",161318,209894,250000
"3922","Osorno","Mujer","Electricidad, Gas y Agua",382900,371739,200000
"3923","Osorno","Mujer","Construcción",198014,229655,276230
"3924","Osorno","Mujer","Comercio",174310,157500,180017
"3925","Osorno","Mujer","Hoteles y Restaurantes",171602,200000,220754
"3926","Osorno","Mujer","Transporte, Almacenamiento y Comunicaciones",175040,150000,245000
"3927","Osorno","Mujer","Intermediación Financiera",338873,807692,399882
"3928","Osorno","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",379827,296881,241000
"3929","Osorno","Mujer","Administración Pública y Defensa",273500,342273,616609
"3930","Osorno","Mujer","Enseñanza",218328,359890,400000
"3931","Osorno","Mujer","Servicios Sociales y de Salud",296846,359946,376284
"3932","Osorno","Mujer","Otras Actividades de Servicios",206957,229798,167297
"3933","Osorno","Mujer","Servicio Doméstico",102812,130000,120000
"3934","Osorno","Mujer","Organizaciones y Órganos Extraterritoriales",300850,NA,NA
"3935","Ovalle","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199108,210000,241000
"3936","Ovalle","Hombre","Pesca",202390,400000,158421
"3937","Ovalle","Hombre","Explotación de Minas y Canteras",441272,450000,450000
"3938","Ovalle","Hombre","Industrias Manufactureras",372136,380851,248952
"3939","Ovalle","Hombre","Electricidad, Gas y Agua",227975,318840,513220
"3940","Ovalle","Hombre","Construcción",267099,227796,300000
"3941","Ovalle","Hombre","Comercio",205903,200000,241000
"3942","Ovalle","Hombre","Hoteles y Restaurantes",313591,590448,286242
"3943","Ovalle","Hombre","Transporte, Almacenamiento y Comunicaciones",275724,277632,300000
"3944","Ovalle","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",224341,375047,456753
"3945","Ovalle","Hombre","Administración Pública y Defensa",274342,400000,467647
"3946","Ovalle","Hombre","Enseñanza",298793,588455,312821
"3947","Ovalle","Hombre","Servicios Sociales y de Salud",779243,309298,445455
"3948","Ovalle","Hombre","Otras Actividades de Servicios",196920,257616,320213
"3949","Ovalle","Hombre","Servicio Doméstico",369720,196875,280000
"3950","Ovalle","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,211598
"3951","Ovalle","Mujer","Explotación de Minas y Canteras",340199,216854,363237
"3952","Ovalle","Mujer","Industrias Manufactureras",192447,163770,240183
"3953","Ovalle","Mujer","Construcción",492300,230822,NA
"3954","Ovalle","Mujer","Comercio",199108,200000,201008
"3955","Ovalle","Mujer","Hoteles y Restaurantes",196920,368698,241000
"3956","Ovalle","Mujer","Transporte, Almacenamiento y Comunicaciones",196920,231895,333853
"3957","Ovalle","Mujer","Intermediación Financiera",1070593,446044,423952
"3958","Ovalle","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",218800,226109,301503
"3959","Ovalle","Mujer","Administración Pública y Defensa",197624,151800,300000
"3960","Ovalle","Mujer","Enseñanza",336323,400000,291139
"3961","Ovalle","Mujer","Servicios Sociales y de Salud",365894,255416,348246
"3962","Ovalle","Mujer","Otras Actividades de Servicios",65574,142857,133671
"3963","Ovalle","Mujer","Servicio Doméstico",153820,121280,120000
"3964","Padre Hurtado","Hombre","Agricultura, Ganadería, Caza y Silvicultura",229444,240311,250000
"3965","Padre Hurtado","Hombre","Explotación de Minas y Canteras",328200,300000,450000
"3966","Padre Hurtado","Hombre","Industrias Manufactureras",257487,300000,320000
"3967","Padre Hurtado","Hombre","Construcción",412535,187401,425000
"3968","Padre Hurtado","Hombre","Comercio",291450,210000,312824
"3969","Padre Hurtado","Hombre","Transporte, Almacenamiento y Comunicaciones",394321,248588,300000
"3970","Padre Hurtado","Hombre","Intermediación Financiera",2188000,270000,NA
"3971","Padre Hurtado","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",1410309,312392,305000
"3972","Padre Hurtado","Hombre","Administración Pública y Defensa",765800,233210,321348
"3973","Padre Hurtado","Hombre","Enseñanza",658917,NA,NA
"3974","Padre Hurtado","Hombre","Servicios Sociales y de Salud",2054000,NA,NA
"3975","Padre Hurtado","Hombre","Servicio Doméstico",273500,196576,250000
"3976","Padre Hurtado","Mujer","Industrias Manufactureras",212550,210492,219500
"3977","Padre Hurtado","Mujer","Comercio",198966,254224,250000
"3978","Padre Hurtado","Mujer","Hoteles y Restaurantes",779061,210000,250000
"3979","Padre Hurtado","Mujer","Transporte, Almacenamiento y Comunicaciones",262084,250000,248000
"3980","Padre Hurtado","Mujer","Intermediación Financiera",382900,NA,NA
"3981","Padre Hurtado","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",547000,252215,150000
"3982","Padre Hurtado","Mujer","Administración Pública y Defensa",284440,400000,425000
"3983","Padre Hurtado","Mujer","Enseñanza",229431,270000,300000
"3984","Padre Hurtado","Mujer","Servicios Sociales y de Salud",273500,224049,380000
"3985","Padre Hurtado","Mujer","Otras Actividades de Servicios",208815,NA,280000
"3986","Padre Hurtado","Mujer","Servicio Doméstico",196920,99412,120000
"3987","Padre Las Casas","Hombre","Agricultura, Ganadería, Caza y Silvicultura",168252,170000,150000
"3988","Padre Las Casas","Hombre","Pesca",328200,NA,NA
"3989","Padre Las Casas","Hombre","Explotación de Minas y Canteras",196920,NA,241000
"3990","Padre Las Casas","Hombre","Industrias Manufactureras",199108,230461,241000
"3991","Padre Las Casas","Hombre","Electricidad, Gas y Agua",185596,272000,248875
"3992","Padre Las Casas","Hombre","Construcción",199108,258919,252000
"3993","Padre Las Casas","Hombre","Comercio",187165,200000,241000
"3994","Padre Las Casas","Hombre","Hoteles y Restaurantes",217075,210000,241000
"3995","Padre Las Casas","Hombre","Transporte, Almacenamiento y Comunicaciones",186588,219867,301699
"3996","Padre Las Casas","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",198399,250000,306780
"3997","Padre Las Casas","Hombre","Administración Pública y Defensa",251705,480294,635256
"3998","Padre Las Casas","Hombre","Enseñanza",277215,342805,569006
"3999","Padre Las Casas","Hombre","Servicios Sociales y de Salud",218800,3546255,259100
"4000","Padre Las Casas","Hombre","Otras Actividades de Servicios",279831,227368,224615
"4001","Padre Las Casas","Hombre","Servicio Doméstico",140148,170000,245077
"4002","Padre Las Casas","Mujer","Agricultura, Ganadería, Caza y Silvicultura",81335,66444,100000
"4003","Padre Las Casas","Mujer","Industrias Manufactureras",206251,197127,240633
"4004","Padre Las Casas","Mujer","Construcción",198757,307500,NA
"4005","Padre Las Casas","Mujer","Comercio",153160,202072,240000
"4006","Padre Las Casas","Mujer","Hoteles y Restaurantes",193509,320769,237284
"4007","Padre Las Casas","Mujer","Transporte, Almacenamiento y Comunicaciones",464266,200000,233050
"4008","Padre Las Casas","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",182270,205000,250000
"4009","Padre Las Casas","Mujer","Administración Pública y Defensa",602612,476313,505000
"4010","Padre Las Casas","Mujer","Enseñanza",215369,256377,250543
"4011","Padre Las Casas","Mujer","Servicios Sociales y de Salud",270667,301992,391322
"4012","Padre Las Casas","Mujer","Otras Actividades de Servicios",224791,209813,200000
"4013","Padre Las Casas","Mujer","Servicio Doméstico",91539,150000,220825
"4014","Paiguano","Hombre","Agricultura, Ganadería, Caza y Silvicultura",191450,210000,240000
"4015","Paiguano","Hombre","Explotación de Minas y Canteras",415720,210000,350000
"4016","Paiguano","Hombre","Industrias Manufactureras",2875600,NA,30000
"4017","Paiguano","Hombre","Comercio",338910,255000,135000
"4018","Paiguano","Hombre","Enseñanza",656400,1200000,NA
"4019","Paiguano","Hombre","Servicio Doméstico",205400,NA,NA
"4020","Paiguano","Mujer","Agricultura, Ganadería, Caza y Silvicultura",162643,300000,240000
"4021","Paiguano","Mujer","Comercio",72099,130000,100000
"4022","Paiguano","Mujer","Administración Pública y Defensa",109400,210000,380000
"4023","Paiguano","Mujer","Enseñanza",401353,198750,350000
"4024","Paiguano","Mujer","Servicios Sociales y de Salud",180233,600000,278000
"4025","Paiguano","Mujer","Servicio Doméstico",164100,194286,200000
"4026","Paillaco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",198429,200000,241000
"4027","Paillaco","Hombre","Explotación de Minas y Canteras",509830,600000,350000
"4028","Paillaco","Hombre","Industrias Manufactureras",199108,225079,225488
"4029","Paillaco","Hombre","Electricidad, Gas y Agua",265101,NA,251042
"4030","Paillaco","Hombre","Construcción",199108,200000,250000
"4031","Paillaco","Hombre","Comercio",205400,198155,200000
"4032","Paillaco","Hombre","Hoteles y Restaurantes",252408,NA,438571
"4033","Paillaco","Hombre","Transporte, Almacenamiento y Comunicaciones",273500,358109,355842
"4034","Paillaco","Hombre","Intermediación Financiera",612640,NA,NA
"4035","Paillaco","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",304007,250000,249633
"4036","Paillaco","Hombre","Administración Pública y Defensa",198771,390312,354839
"4037","Paillaco","Hombre","Enseñanza",407906,486806,397812
"4038","Paillaco","Hombre","Servicios Sociales y de Salud",245260,380556,338889
"4039","Paillaco","Hombre","Servicio Doméstico",83946,158507,80000
"4040","Paillaco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,175500,126190
"4041","Paillaco","Mujer","Industrias Manufactureras",2623482,153226,80000
"4042","Paillaco","Mujer","Electricidad, Gas y Agua",202390,NA,600000
"4043","Paillaco","Mujer","Comercio",200183,192941,214531
"4044","Paillaco","Mujer","Hoteles y Restaurantes",182698,200000,200000
"4045","Paillaco","Mujer","Transporte, Almacenamiento y Comunicaciones",177228,190000,229565
"4046","Paillaco","Mujer","Intermediación Financiera",202390,NA,254268
"4047","Paillaco","Mujer","Administración Pública y Defensa",196920,NA,295946
"4048","Paillaco","Mujer","Enseñanza",196920,200000,235149
"4049","Paillaco","Mujer","Servicios Sociales y de Salud",240680,285909,347027
"4050","Paillaco","Mujer","Otras Actividades de Servicios",233986,60000,117949
"4051","Paillaco","Mujer","Servicio Doméstico",91959,80000,100000
"4052","Paine","Hombre","Agricultura, Ganadería, Caza y Silvicultura",205672,210000,250000
"4053","Paine","Hombre","Explotación de Minas y Canteras",328200,NA,NA
"4054","Paine","Hombre","Industrias Manufactureras",306647,298016,322248
"4055","Paine","Hombre","Electricidad, Gas y Agua",218800,500000,NA
"4056","Paine","Hombre","Construcción",313416,300000,245500
"4057","Paine","Hombre","Comercio",234965,250000,280000
"4058","Paine","Hombre","Transporte, Almacenamiento y Comunicaciones",218800,300000,300000
"4059","Paine","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",225285,213667,512000
"4060","Paine","Hombre","Administración Pública y Defensa",386222,359464,250000
"4061","Paine","Hombre","Enseñanza",218800,641880,365000
"4062","Paine","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196938,210000,241000
"4063","Paine","Mujer","Industrias Manufactureras",297507,260000,283248
"4064","Paine","Mujer","Comercio",196920,226796,240000
"4065","Paine","Mujer","Hoteles y Restaurantes",302204,201046,241000
"4066","Paine","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",265597,186995,263218
"4067","Paine","Mujer","Administración Pública y Defensa",196920,900000,600000
"4068","Paine","Mujer","Enseñanza",293976,602567,250000
"4069","Paine","Mujer","Servicios Sociales y de Salud",262702,200000,310000
"4070","Paine","Mujer","Otras Actividades de Servicios",12324,219130,250000
"4071","Paine","Mujer","Servicio Doméstico",220505,150000,248000
"4072","Palmilla","Hombre","Agricultura, Ganadería, Caza y Silvicultura",204406,210000,250000
"4073","Palmilla","Hombre","Industrias Manufactureras",171581,209453,263000
"4074","Palmilla","Hombre","Electricidad, Gas y Agua",338728,NA,250000
"4075","Palmilla","Hombre","Construcción",243415,302182,65739
"4076","Palmilla","Hombre","Comercio",210663,298589,250000
"4077","Palmilla","Hombre","Transporte, Almacenamiento y Comunicaciones",286997,231695,475000
"4078","Palmilla","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",999626,NA,250000
"4079","Palmilla","Hombre","Enseñanza",325406,691667,650000
"4080","Palmilla","Hombre","Servicios Sociales y de Salud",656400,270000,247000
"4081","Palmilla","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,250000
"4082","Palmilla","Mujer","Industrias Manufactureras",136837,208194,50000
"4083","Palmilla","Mujer","Comercio",196920,202500,300000
"4084","Palmilla","Mujer","Transporte, Almacenamiento y Comunicaciones",125810,210000,200000
"4085","Palmilla","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",956884,NA,80000
"4086","Palmilla","Mujer","Administración Pública y Defensa",218800,232500,337500
"4087","Palmilla","Mujer","Enseñanza",205622,243203,315000
"4088","Palmilla","Mujer","Servicios Sociales y de Salud",196920,290972,400000
"4089","Palmilla","Mujer","Otras Actividades de Servicios",108398,175000,140000
"4090","Palmilla","Mujer","Servicio Doméstico",54700,158475,162500
"4091","Panguipulli","Hombre","Agricultura, Ganadería, Caza y Silvicultura",183245,180000,240000
"4092","Panguipulli","Hombre","Pesca",169697,200000,236679
"4093","Panguipulli","Hombre","Explotación de Minas y Canteras",547000,600000,270000
"4094","Panguipulli","Hombre","Industrias Manufactureras",204554,200000,236111
"4095","Panguipulli","Hombre","Electricidad, Gas y Agua",164100,250000,220000
"4096","Panguipulli","Hombre","Construcción",369720,190383,247362
"4097","Panguipulli","Hombre","Comercio",186574,201935,250000
"4098","Panguipulli","Hombre","Hoteles y Restaurantes",197819,202727,200000
"4099","Panguipulli","Hombre","Transporte, Almacenamiento y Comunicaciones",233235,210000,300000
"4100","Panguipulli","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",224155,241672,302597
"4101","Panguipulli","Hombre","Administración Pública y Defensa",207547,210000,299231
"4102","Panguipulli","Hombre","Enseñanza",354498,216410,273333
"4103","Panguipulli","Hombre","Servicios Sociales y de Salud",310503,250293,731303
"4104","Panguipulli","Hombre","Otras Actividades de Servicios",202390,252174,252549
"4105","Panguipulli","Hombre","Servicio Doméstico",132720,190435,200000
"4106","Panguipulli","Mujer","Agricultura, Ganadería, Caza y Silvicultura",153717,150000,125675
"4107","Panguipulli","Mujer","Pesca",209423,220820,280000
"4108","Panguipulli","Mujer","Industrias Manufactureras",233413,173571,193548
"4109","Panguipulli","Mujer","Electricidad, Gas y Agua",196920,NA,NA
"4110","Panguipulli","Mujer","Comercio",198428,160909,200582
"4111","Panguipulli","Mujer","Hoteles y Restaurantes",132881,188676,250000
"4112","Panguipulli","Mujer","Transporte, Almacenamiento y Comunicaciones",288556,152222,255210
"4113","Panguipulli","Mujer","Intermediación Financiera",76580,227368,250000
"4114","Panguipulli","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",242985,311935,NA
"4115","Panguipulli","Mujer","Administración Pública y Defensa",80956,200000,299138
"4116","Panguipulli","Mujer","Enseñanza",328200,200000,243168
"4117","Panguipulli","Mujer","Servicios Sociales y de Salud",516395,393333,490870
"4118","Panguipulli","Mujer","Otras Actividades de Servicios",232262,300000,166897
"4119","Panguipulli","Mujer","Servicio Doméstico",129706,100000,142444
"4120","Panquehue","Hombre","Agricultura, Ganadería, Caza y Silvicultura",204578,210000,297000
"4121","Panquehue","Hombre","Explotación de Minas y Canteras",334561,400000,600000
"4122","Panquehue","Hombre","Industrias Manufactureras",256268,358603,330000
"4123","Panquehue","Hombre","Construcción",196920,268868,180000
"4124","Panquehue","Hombre","Comercio",244939,248155,250000
"4125","Panquehue","Hombre","Hoteles y Restaurantes",191994,292840,260000
"4126","Panquehue","Hombre","Transporte, Almacenamiento y Comunicaciones",313699,378431,241000
"4127","Panquehue","Hombre","Intermediación Financiera",328200,NA,350000
"4128","Panquehue","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",3081000,4000000,240000
"4129","Panquehue","Hombre","Servicio Doméstico",164320,NA,NA
"4130","Panquehue","Mujer","Agricultura, Ganadería, Caza y Silvicultura",215103,210000,245525
"4131","Panquehue","Mujer","Industrias Manufactureras",204578,210000,220000
"4132","Panquehue","Mujer","Construcción",196920,NA,NA
"4133","Panquehue","Mujer","Comercio",175040,272222,194442
"4134","Panquehue","Mujer","Hoteles y Restaurantes",196920,NA,200000
"4135","Panquehue","Mujer","Administración Pública y Defensa",328200,480000,500000
"4136","Panquehue","Mujer","Enseñanza",1091060,331200,240500
"4137","Panquehue","Mujer","Servicios Sociales y de Salud",206872,NA,425000
"4138","Panquehue","Mujer","Servicio Doméstico",138262,201667,181369
"4139","Paredones","Hombre","Agricultura, Ganadería, Caza y Silvicultura",190356,202168,247000
"4140","Paredones","Hombre","Pesca",308100,192683,200000
"4141","Paredones","Hombre","Industrias Manufactureras",179071,922623,240000
"4142","Paredones","Hombre","Comercio",324197,160000,200000
"4143","Paredones","Hombre","Hoteles y Restaurantes",410800,150000,NA
"4144","Paredones","Hombre","Administración Pública y Defensa",402592,210000,300000
"4145","Paredones","Hombre","Enseñanza",656400,NA,NA
"4146","Paredones","Hombre","Servicios Sociales y de Salud",355550,NA,NA
"4147","Paredones","Hombre","Otras Actividades de Servicios",190356,NA,NA
"4148","Paredones","Mujer","Agricultura, Ganadería, Caza y Silvicultura",170351,243579,244000
"4149","Paredones","Mujer","Industrias Manufactureras",102700,182432,NA
"4150","Paredones","Mujer","Comercio",190356,160789,200000
"4151","Paredones","Mujer","Hoteles y Restaurantes",1232400,100000,500000
"4152","Paredones","Mujer","Administración Pública y Defensa",350080,324262,280000
"4153","Paredones","Mujer","Enseñanza",259105,531148,450000
"4154","Parral","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199108,189085,240000
"4155","Parral","Hombre","Industrias Manufactureras",205339,191443,244065
"4156","Parral","Hombre","Electricidad, Gas y Agua",185980,NA,461413
"4157","Parral","Hombre","Construcción",196920,200000,240676
"4158","Parral","Hombre","Comercio",205279,205000,240286
"4159","Parral","Hombre","Hoteles y Restaurantes",687927,NA,241000
"4160","Parral","Hombre","Transporte, Almacenamiento y Comunicaciones",205141,164054,296792
"4161","Parral","Hombre","Intermediación Financiera",273500,NA,289000
"4162","Parral","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",336819,NA,343000
"4163","Parral","Hombre","Administración Pública y Defensa",369465,724212,430000
"4164","Parral","Hombre","Enseñanza",259513,468840,548423
"4165","Parral","Hombre","Servicios Sociales y de Salud",278716,NA,241000
"4166","Parral","Hombre","Servicio Doméstico",123240,60000,244581
"4167","Parral","Mujer","Agricultura, Ganadería, Caza y Silvicultura",81557,176682,180000
"4168","Parral","Mujer","Industrias Manufactureras",144870,155474,209020
"4169","Parral","Mujer","Construcción",251620,NA,243041
"4170","Parral","Mujer","Comercio",196075,210000,199565
"4171","Parral","Mujer","Hoteles y Restaurantes",199108,168032,226803
"4172","Parral","Mujer","Transporte, Almacenamiento y Comunicaciones",185980,NA,202877
"4173","Parral","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",273500,NA,210149
"4174","Parral","Mujer","Administración Pública y Defensa",437600,NA,575859
"4175","Parral","Mujer","Enseñanza",236475,532086,272792
"4176","Parral","Mujer","Servicios Sociales y de Salud",253659,500000,265165
"4177","Parral","Mujer","Servicio Doméstico",109400,103805,130000
"4178","Pedro Aguirre Cerda","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199108,210000,331083
"4179","Pedro Aguirre Cerda","Hombre","Industrias Manufactureras",200796,300000,300000
"4180","Pedro Aguirre Cerda","Hombre","Electricidad, Gas y Agua",218800,NA,NA
"4181","Pedro Aguirre Cerda","Hombre","Construcción",328200,304292,284796
"4182","Pedro Aguirre Cerda","Hombre","Comercio",218800,248856,271007
"4183","Pedro Aguirre Cerda","Hombre","Hoteles y Restaurantes",168250,326929,249510
"4184","Pedro Aguirre Cerda","Hombre","Transporte, Almacenamiento y Comunicaciones",218800,272679,444193
"4185","Pedro Aguirre Cerda","Hombre","Intermediación Financiera",285494,330109,646667
"4186","Pedro Aguirre Cerda","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",236495,328359,351299
"4187","Pedro Aguirre Cerda","Hombre","Administración Pública y Defensa",339074,204511,441135
"4188","Pedro Aguirre Cerda","Hombre","Enseñanza",458132,189648,294419
"4189","Pedro Aguirre Cerda","Hombre","Servicios Sociales y de Salud",273500,387407,347881
"4190","Pedro Aguirre Cerda","Hombre","Otras Actividades de Servicios",201604,193200,326395
"4191","Pedro Aguirre Cerda","Hombre","Servicio Doméstico",230022,290000,260526
"4192","Pedro Aguirre Cerda","Mujer","Industrias Manufactureras",202968,115682,263168
"4193","Pedro Aguirre Cerda","Mujer","Electricidad, Gas y Agua",273500,NA,NA
"4194","Pedro Aguirre Cerda","Mujer","Construcción",202390,NA,800000
"4195","Pedro Aguirre Cerda","Mujer","Comercio",205400,210000,248259
"4196","Pedro Aguirre Cerda","Mujer","Hoteles y Restaurantes",128248,184255,267296
"4197","Pedro Aguirre Cerda","Mujer","Transporte, Almacenamiento y Comunicaciones",463142,250902,277707
"4198","Pedro Aguirre Cerda","Mujer","Intermediación Financiera",153160,489340,382000
