"","provincia","sex","branch","2011","2013","2015"
"781","Limarí","Hombre","Transporte, Almacenamiento y Comunicaciones",374789,287901,373231
"782","Limarí","Hombre","Intermediación Financiera",2054000,489787,350130
"783","Limarí","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",416540,565316,669408
"784","Limarí","Hombre","Administración Pública y Defensa",416014,417809,404868
"785","Limarí","Hombre","Enseñanza",332340,723923,413750
"786","Limarí","Hombre","Servicios Sociales y de Salud",649979,296757,402401
"787","Limarí","Hombre","Otras Actividades de Servicios",231294,288520,457146
"788","Limarí","Hombre","Servicio Doméstico",369720,195445,276842
"789","Limarí","Mujer","Agricultura, Ganadería, Caza y Silvicultura",178295,184796,194520
"790","Limarí","Mujer","Explotación de Minas y Canteras",342093,312446,331306
"791","Limarí","Mujer","Industrias Manufactureras",191966,205202,185049
"792","Limarí","Mujer","Electricidad, Gas y Agua",177587,83584,NA
"793","Limarí","Mujer","Construcción",473085,230769,300000
"794","Limarí","Mujer","Comercio",197702,207454,211107
"795","Limarí","Mujer","Hoteles y Restaurantes",206454,338142,212283
"796","Limarí","Mujer","Transporte, Almacenamiento y Comunicaciones",139363,217321,361236
"797","Limarí","Mujer","Intermediación Financiera",1072522,376667,688548
"798","Limarí","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",247209,336303,328470
"799","Limarí","Mujer","Administración Pública y Defensa",191653,248725,337259
"800","Limarí","Mujer","Enseñanza",313090,396472,427080
"801","Limarí","Mujer","Servicios Sociales y de Salud",344205,347326,390295
"802","Limarí","Mujer","Otras Actividades de Servicios",168197,148889,173947
"803","Limarí","Mujer","Servicio Doméstico",130061,117604,138332
"804","Linares","Hombre","Agricultura, Ganadería, Caza y Silvicultura",219563,226444,250624
"805","Linares","Hombre","Explotación de Minas y Canteras",446787,688333,561295
"806","Linares","Hombre","Industrias Manufactureras",253847,252219,241567
"807","Linares","Hombre","Electricidad, Gas y Agua",322155,286901,470078
"808","Linares","Hombre","Construcción",284919,279978,323237
"809","Linares","Hombre","Comercio",311373,221692,258642
"810","Linares","Hombre","Hoteles y Restaurantes",339707,227019,191974
"811","Linares","Hombre","Transporte, Almacenamiento y Comunicaciones",302705,327358,392376
"812","Linares","Hombre","Intermediación Financiera",575590,1118548,479088
"813","Linares","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",448553,384049,487731
"814","Linares","Hombre","Administración Pública y Defensa",409288,422957,558542
"815","Linares","Hombre","Enseñanza",433994,510332,486539
"816","Linares","Hombre","Servicios Sociales y de Salud",244717,332597,469357
"817","Linares","Hombre","Otras Actividades de Servicios",315144,191564,254606
"818","Linares","Hombre","Servicio Doméstico",112113,116282,214270
"819","Linares","Mujer","Agricultura, Ganadería, Caza y Silvicultura",140068,161828,193313
"820","Linares","Mujer","Industrias Manufactureras",196519,185494,198737
"821","Linares","Mujer","Electricidad, Gas y Agua",260692,86000,194030
"822","Linares","Mujer","Construcción",311758,250000,368258
"823","Linares","Mujer","Comercio",164788,189081,225438
"824","Linares","Mujer","Hoteles y Restaurantes",140803,187877,210958
"825","Linares","Mujer","Transporte, Almacenamiento y Comunicaciones",342630,184286,244659
"826","Linares","Mujer","Intermediación Financiera",307107,241935,582526
"827","Linares","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",312704,218501,315754
"828","Linares","Mujer","Administración Pública y Defensa",330145,488526,515735
"829","Linares","Mujer","Enseñanza",301315,317846,379355
"830","Linares","Mujer","Servicios Sociales y de Salud",354323,347836,316529
"831","Linares","Mujer","Otras Actividades de Servicios",192909,212611,236912
"832","Linares","Mujer","Servicio Doméstico",124317,135564,127888
"833","Llanquihue","Hombre","Agricultura, Ganadería, Caza y Silvicultura",497588,242471,299680
"834","Llanquihue","Hombre","Pesca",305896,362968,425894
"835","Llanquihue","Hombre","Explotación de Minas y Canteras",337434,406407,226671
"836","Llanquihue","Hombre","Industrias Manufactureras",558332,300880,344568
"837","Llanquihue","Hombre","Electricidad, Gas y Agua",488451,640349,380422
"838","Llanquihue","Hombre","Construcción",349205,318453,340372
"839","Llanquihue","Hombre","Comercio",371424,332639,347851
"840","Llanquihue","Hombre","Hoteles y Restaurantes",392212,304688,449864
"841","Llanquihue","Hombre","Transporte, Almacenamiento y Comunicaciones",335099,412646,371322
"842","Llanquihue","Hombre","Intermediación Financiera",548787,650867,721780
"843","Llanquihue","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",420509,552135,609771
"844","Llanquihue","Hombre","Administración Pública y Defensa",630157,681468,809788
"845","Llanquihue","Hombre","Enseñanza",472006,630125,570920
"846","Llanquihue","Hombre","Servicios Sociales y de Salud",922513,604290,894149
"847","Llanquihue","Hombre","Otras Actividades de Servicios",575859,267698,332113
"848","Llanquihue","Hombre","Servicio Doméstico",229756,209733,179727
"849","Llanquihue","Mujer","Agricultura, Ganadería, Caza y Silvicultura",220189,243110,211858
"850","Llanquihue","Mujer","Pesca",181419,180802,295221
"851","Llanquihue","Mujer","Industrias Manufactureras",238830,263882,260444
"852","Llanquihue","Mujer","Electricidad, Gas y Agua",197467,214356,333257
"853","Llanquihue","Mujer","Construcción",695450,270000,1236666
"854","Llanquihue","Mujer","Comercio",286954,204314,221289
"855","Llanquihue","Mujer","Hoteles y Restaurantes",216662,291308,253360
"856","Llanquihue","Mujer","Transporte, Almacenamiento y Comunicaciones",737815,348353,314261
"857","Llanquihue","Mujer","Intermediación Financiera",646774,455953,422904
"858","Llanquihue","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",558274,313540,332012
"859","Llanquihue","Mujer","Administración Pública y Defensa",233101,553591,625930
"860","Llanquihue","Mujer","Enseñanza",401230,425855,397883
"861","Llanquihue","Mujer","Servicios Sociales y de Salud",481022,450432,779163
"862","Llanquihue","Mujer","Otras Actividades de Servicios",253773,308973,334295
"863","Llanquihue","Mujer","Servicio Doméstico",142279,156917,187070
"864","Llanquihue","Mujer","Organizaciones y Órganos Extraterritoriales",1531600,NA,NA
"865","Los Andes","Hombre","Agricultura, Ganadería, Caza y Silvicultura",204973,239833,288316
"866","Los Andes","Hombre","Explotación de Minas y Canteras",821237,644268,1002436
"867","Los Andes","Hombre","Industrias Manufactureras",560528,242875,500055
"868","Los Andes","Hombre","Electricidad, Gas y Agua",213100,307423,811760
"869","Los Andes","Hombre","Construcción",576693,359400,338215
"870","Los Andes","Hombre","Comercio",406178,335420,345290
"871","Los Andes","Hombre","Hoteles y Restaurantes",308679,248118,289131
"872","Los Andes","Hombre","Transporte, Almacenamiento y Comunicaciones",529919,280976,429005
"873","Los Andes","Hombre","Intermediación Financiera",546436,555855,557761
"874","Los Andes","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",860504,423691,1297521
"875","Los Andes","Hombre","Administración Pública y Defensa",509004,613911,634197
"876","Los Andes","Hombre","Enseñanza",674455,426135,579915
"877","Los Andes","Hombre","Servicios Sociales y de Salud",1203788,418066,399053
"878","Los Andes","Hombre","Otras Actividades de Servicios",424613,279769,354466
"879","Los Andes","Hombre","Servicio Doméstico",259156,215789,260292
"880","Los Andes","Mujer","Agricultura, Ganadería, Caza y Silvicultura",175566,200705,234969
"881","Los Andes","Mujer","Explotación de Minas y Canteras",340527,383694,540000
"882","Los Andes","Mujer","Industrias Manufactureras",237163,252252,629121
"883","Los Andes","Mujer","Electricidad, Gas y Agua",164100,200000,250481
"884","Los Andes","Mujer","Construcción",1152039,NA,272111
"885","Los Andes","Mujer","Comercio",248435,218768,270092
"886","Los Andes","Mujer","Hoteles y Restaurantes",366182,227599,320958
"887","Los Andes","Mujer","Transporte, Almacenamiento y Comunicaciones",311407,274845,431157
"888","Los Andes","Mujer","Intermediación Financiera",582455,397384,890440
"889","Los Andes","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",882480,624447,411005
"890","Los Andes","Mujer","Administración Pública y Defensa",807584,483161,595722
"891","Los Andes","Mujer","Enseñanza",411933,291767,369219
"892","Los Andes","Mujer","Servicios Sociales y de Salud",499811,274992,529403
"893","Los Andes","Mujer","Otras Actividades de Servicios",321694,157473,260367
"894","Los Andes","Mujer","Servicio Doméstico",191396,147606,181925
"895","Magallanes","Hombre","Agricultura, Ganadería, Caza y Silvicultura",600559,556062,1069146
"896","Magallanes","Hombre","Pesca",435677,436938,681576
"897","Magallanes","Hombre","Explotación de Minas y Canteras",952759,773075,1109837
"898","Magallanes","Hombre","Industrias Manufactureras",496671,552541,503779
"899","Magallanes","Hombre","Electricidad, Gas y Agua",684315,830482,590678
"900","Magallanes","Hombre","Construcción",487466,403594,520676
"901","Magallanes","Hombre","Comercio",389004,367443,444095
"902","Magallanes","Hombre","Hoteles y Restaurantes",278910,388468,467337
"903","Magallanes","Hombre","Transporte, Almacenamiento y Comunicaciones",959246,510803,517705
"904","Magallanes","Hombre","Intermediación Financiera",442152,625875,1126159
"905","Magallanes","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",765181,557615,1273242
"906","Magallanes","Hombre","Administración Pública y Defensa",824218,715128,822249
"907","Magallanes","Hombre","Enseñanza",955983,706199,687032
"908","Magallanes","Hombre","Servicios Sociales y de Salud",580505,925822,1144613
"909","Magallanes","Hombre","Otras Actividades de Servicios",350457,356256,463029
"910","Magallanes","Hombre","Servicio Doméstico",236794,120361,219903
"911","Magallanes","Mujer","Agricultura, Ganadería, Caza y Silvicultura",490405,262722,689542
"912","Magallanes","Mujer","Pesca",437600,306789,357857
"913","Magallanes","Mujer","Explotación de Minas y Canteras",234224,477986,450000
"914","Magallanes","Mujer","Industrias Manufactureras",617197,245861,251811
"915","Magallanes","Mujer","Electricidad, Gas y Agua",503240,NA,NA
"916","Magallanes","Mujer","Construcción",503428,647486,630212
"917","Magallanes","Mujer","Comercio",275858,248880,297913
"918","Magallanes","Mujer","Hoteles y Restaurantes",300908,243838,293385
"919","Magallanes","Mujer","Transporte, Almacenamiento y Comunicaciones",385558,461029,380121
"920","Magallanes","Mujer","Intermediación Financiera",371238,431147,615180
"921","Magallanes","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",711885,378664,513171
"922","Magallanes","Mujer","Administración Pública y Defensa",651976,621567,840987
"923","Magallanes","Mujer","Enseñanza",548266,536608,538336
"924","Magallanes","Mujer","Servicios Sociales y de Salud",446168,471420,646210
"925","Magallanes","Mujer","Otras Actividades de Servicios",331400,269737,270590
"926","Magallanes","Mujer","Servicio Doméstico",158725,160003,179141
"927","Maipo","Hombre","Agricultura, Ganadería, Caza y Silvicultura",276277,253466,277904
"928","Maipo","Hombre","Explotación de Minas y Canteras",365196,525053,515379
"929","Maipo","Hombre","Industrias Manufactureras",337320,378085,349160
"930","Maipo","Hombre","Electricidad, Gas y Agua",229614,458472,303684
"931","Maipo","Hombre","Construcción",271687,341627,385843
"932","Maipo","Hombre","Comercio",329580,313251,395135
"933","Maipo","Hombre","Hoteles y Restaurantes",257925,197063,271288
"934","Maipo","Hombre","Transporte, Almacenamiento y Comunicaciones",395123,380694,436904
"935","Maipo","Hombre","Intermediación Financiera",396935,483592,749403
"936","Maipo","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",508312,745250,631605
"937","Maipo","Hombre","Administración Pública y Defensa",469032,811305,1040383
"938","Maipo","Hombre","Enseñanza",858078,410297,524137
"939","Maipo","Hombre","Servicios Sociales y de Salud",338840,675245,815580
"940","Maipo","Hombre","Otras Actividades de Servicios",380086,313151,460360
"941","Maipo","Hombre","Servicio Doméstico",230371,285516,299052
"942","Maipo","Hombre","No Bien Especificado",196920,314688,NA
"943","Maipo","Mujer","Agricultura, Ganadería, Caza y Silvicultura",195583,253576,265464
"944","Maipo","Mujer","Industrias Manufactureras",222976,268803,409716
"945","Maipo","Mujer","Construcción",196920,586070,563389
"946","Maipo","Mujer","Comercio",232393,245860,244852
"947","Maipo","Mujer","Hoteles y Restaurantes",214663,205505,235866
"948","Maipo","Mujer","Transporte, Almacenamiento y Comunicaciones",262814,368338,401720
"949","Maipo","Mujer","Intermediación Financiera",311370,422484,625923
"950","Maipo","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",446808,373943,618428
"951","Maipo","Mujer","Administración Pública y Defensa",399596,730779,511200
"952","Maipo","Mujer","Enseñanza",352076,402321,429198
"953","Maipo","Mujer","Servicios Sociales y de Salud",306617,347883,506312
"954","Maipo","Mujer","Otras Actividades de Servicios",190396,243121,348406
"955","Maipo","Mujer","Servicio Doméstico",165140,186965,223278
"956","Malleco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",206865,216047,255418
"957","Malleco","Hombre","Pesca",177011,232727,250000
"958","Malleco","Hombre","Explotación de Minas y Canteras",441211,350033,598258
"959","Malleco","Hombre","Industrias Manufactureras",248543,262339,359550
"960","Malleco","Hombre","Electricidad, Gas y Agua",432590,364843,401804
"961","Malleco","Hombre","Construcción",358185,355185,286002
"962","Malleco","Hombre","Comercio",244193,272712,316068
"963","Malleco","Hombre","Hoteles y Restaurantes",164634,450929,228044
"964","Malleco","Hombre","Transporte, Almacenamiento y Comunicaciones",352318,288904,319438
"965","Malleco","Hombre","Intermediación Financiera",444520,270000,1107368
"966","Malleco","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",1145617,353017,418912
"967","Malleco","Hombre","Administración Pública y Defensa",639712,533231,573957
"968","Malleco","Hombre","Enseñanza",531753,466283,491100
"969","Malleco","Hombre","Servicios Sociales y de Salud",291043,1097131,668648
"970","Malleco","Hombre","Otras Actividades de Servicios",299275,257863,354138
"971","Malleco","Hombre","Servicio Doméstico",188548,124783,135370
"972","Malleco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",126383,163587,190804
"973","Malleco","Mujer","Industrias Manufactureras",159680,136096,172325
"974","Malleco","Mujer","Electricidad, Gas y Agua",547000,NA,302381
"975","Malleco","Mujer","Construcción",172115,211027,436842
"976","Malleco","Mujer","Comercio",322469,242006,198432
"977","Malleco","Mujer","Hoteles y Restaurantes",338703,231999,206807
"978","Malleco","Mujer","Transporte, Almacenamiento y Comunicaciones",303944,348302,224452
"979","Malleco","Mujer","Intermediación Financiera",431193,546634,678048
"980","Malleco","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",204859,335955,257279
"981","Malleco","Mujer","Administración Pública y Defensa",345354,335434,437685
"982","Malleco","Mujer","Enseñanza",385633,397818,397019
"983","Malleco","Mujer","Servicios Sociales y de Salud",312540,504939,587877
"984","Malleco","Mujer","Otras Actividades de Servicios",200624,187281,191403
"985","Malleco","Mujer","Servicio Doméstico",112052,121579,154513
"986","Marga Marga","Hombre","Agricultura, Ganadería, Caza y Silvicultura",225662,269426,260245
"987","Marga Marga","Hombre","Pesca",932294,519202,155551
"988","Marga Marga","Hombre","Explotación de Minas y Canteras",1051488,717522,767486
"989","Marga Marga","Hombre","Industrias Manufactureras",383194,607500,386727
"990","Marga Marga","Hombre","Electricidad, Gas y Agua",829035,373479,714105
"991","Marga Marga","Hombre","Construcción",330946,399011,461465
"992","Marga Marga","Hombre","Comercio",365230,552086,396002
"993","Marga Marga","Hombre","Hoteles y Restaurantes",282153,370597,239770
"994","Marga Marga","Hombre","Transporte, Almacenamiento y Comunicaciones",452020,518381,454262
"995","Marga Marga","Hombre","Intermediación Financiera",1028446,681153,726911
"996","Marga Marga","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",643792,555458,691790
"997","Marga Marga","Hombre","Administración Pública y Defensa",549982,623703,704346
"998","Marga Marga","Hombre","Enseñanza",620667,467206,751973
"999","Marga Marga","Hombre","Servicios Sociales y de Salud",437727,662067,575443
"1000","Marga Marga","Hombre","Otras Actividades de Servicios",409897,304506,401474
"1001","Marga Marga","Hombre","Servicio Doméstico",220133,163301,264990
"1002","Marga Marga","Hombre","No Bien Especificado",452071,275235,NA
"1003","Marga Marga","Mujer","Agricultura, Ganadería, Caza y Silvicultura",165874,227133,288217
"1004","Marga Marga","Mujer","Explotación de Minas y Canteras",982149,502880,240000
"1005","Marga Marga","Mujer","Industrias Manufactureras",325796,265129,271823
"1006","Marga Marga","Mujer","Construcción",795371,615456,505682
"1007","Marga Marga","Mujer","Comercio",220534,197357,272803
"1008","Marga Marga","Mujer","Hoteles y Restaurantes",239103,191327,245153
"1009","Marga Marga","Mujer","Transporte, Almacenamiento y Comunicaciones",695606,425386,297019
"1010","Marga Marga","Mujer","Intermediación Financiera",465840,422320,441125
"1011","Marga Marga","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",653326,287327,354931
"1012","Marga Marga","Mujer","Administración Pública y Defensa",541788,432968,697977
"1013","Marga Marga","Mujer","Enseñanza",433929,339249,452374
"1014","Marga Marga","Mujer","Servicios Sociales y de Salud",436014,377117,580402
"1015","Marga Marga","Mujer","Otras Actividades de Servicios",179426,269129,290795
"1016","Marga Marga","Mujer","Servicio Doméstico",128445,141526,176112
"1017","Marga Marga","Mujer","Organizaciones y Órganos Extraterritoriales",82050,NA,NA
"1018","Melipilla","Hombre","Agricultura, Ganadería, Caza y Silvicultura",263627,232225,359360
"1019","Melipilla","Hombre","Pesca",501052,NA,NA
"1020","Melipilla","Hombre","Explotación de Minas y Canteras",457438,455026,663162
"1021","Melipilla","Hombre","Industrias Manufactureras",351012,257224,379755
"1022","Melipilla","Hombre","Electricidad, Gas y Agua",199108,116074,600000
"1023","Melipilla","Hombre","Construcción",369717,337456,361831
"1024","Melipilla","Hombre","Comercio",247755,276361,410267
"1025","Melipilla","Hombre","Hoteles y Restaurantes",336454,258438,283092
"1026","Melipilla","Hombre","Transporte, Almacenamiento y Comunicaciones",454838,314154,467152
"1027","Melipilla","Hombre","Intermediación Financiera",306320,NA,433979
"1028","Melipilla","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",924277,522777,746216
"1029","Melipilla","Hombre","Administración Pública y Defensa",393926,649549,792438
"1030","Melipilla","Hombre","Enseñanza",514696,370816,442012
"1031","Melipilla","Hombre","Servicios Sociales y de Salud",153160,568551,351475
"1032","Melipilla","Hombre","Otras Actividades de Servicios",337249,300000,357036
"1033","Melipilla","Hombre","Servicio Doméstico",195715,200000,263122
"1034","Melipilla","Mujer","Agricultura, Ganadería, Caza y Silvicultura",208692,182469,298283
"1035","Melipilla","Mujer","Explotación de Minas y Canteras",295380,160000,339421
"1036","Melipilla","Mujer","Industrias Manufactureras",602185,273121,273237
"1037","Melipilla","Mujer","Construcción",202487,387598,240000
"1038","Melipilla","Mujer","Comercio",248099,166385,310005
"1039","Melipilla","Mujer","Hoteles y Restaurantes",208943,212252,235776
"1040","Melipilla","Mujer","Transporte, Almacenamiento y Comunicaciones",935093,181169,283329
"1041","Melipilla","Mujer","Intermediación Financiera",391957,NA,429468
"1042","Melipilla","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",1296322,702634,372074
"1043","Melipilla","Mujer","Administración Pública y Defensa",654431,327410,417427
"1044","Melipilla","Mujer","Enseñanza",331192,355557,376192
"1045","Melipilla","Mujer","Servicios Sociales y de Salud",330312,360584,431990
"1046","Melipilla","Mujer","Otras Actividades de Servicios",224777,247363,472115
"1047","Melipilla","Mujer","Servicio Doméstico",170780,140541,216206
"1048","Ñuble","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199527,220168,253846
"1049","Ñuble","Hombre","Pesca",196920,138235,478517
"1050","Ñuble","Hombre","Explotación de Minas y Canteras",458459,499476,544409
"1051","Ñuble","Hombre","Industrias Manufactureras",321572,295634,388757
"1052","Ñuble","Hombre","Electricidad, Gas y Agua",369752,238992,359036
"1053","Ñuble","Hombre","Construcción",258237,332485,338799
"1054","Ñuble","Hombre","Comercio",255352,263185,399384
"1055","Ñuble","Hombre","Hoteles y Restaurantes",216092,199333,304109
"1056","Ñuble","Hombre","Transporte, Almacenamiento y Comunicaciones",313866,307442,358994
"1057","Ñuble","Hombre","Intermediación Financiera",211009,620152,608209
"1058","Ñuble","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",358603,908766,479389
"1059","Ñuble","Hombre","Administración Pública y Defensa",512225,554573,630518
"1060","Ñuble","Hombre","Enseñanza",454626,422769,603264
"1061","Ñuble","Hombre","Servicios Sociales y de Salud",2055554,462568,831961
"1062","Ñuble","Hombre","Otras Actividades de Servicios",216299,229797,282584
"1063","Ñuble","Hombre","Servicio Doméstico",224790,136629,147623
"1064","Ñuble","Mujer","Agricultura, Ganadería, Caza y Silvicultura",178249,152015,161714
"1065","Ñuble","Mujer","Industrias Manufactureras",170318,214104,169534
"1066","Ñuble","Mujer","Electricidad, Gas y Agua",301524,89326,513159
"1067","Ñuble","Mujer","Construcción",168219,279983,290159
"1068","Ñuble","Mujer","Comercio",212722,155880,212665
"1069","Ñuble","Mujer","Hoteles y Restaurantes",273853,179607,228176
"1070","Ñuble","Mujer","Transporte, Almacenamiento y Comunicaciones",426141,203751,324730
"1071","Ñuble","Mujer","Intermediación Financiera",258278,273375,440702
"1072","Ñuble","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",431730,304664,483477
"1073","Ñuble","Mujer","Administración Pública y Defensa",271146,384315,499465
"1074","Ñuble","Mujer","Enseñanza",383942,441693,446195
"1075","Ñuble","Mujer","Servicios Sociales y de Salud",313544,363648,544084
"1076","Ñuble","Mujer","Otras Actividades de Servicios",209341,167188,256329
"1077","Ñuble","Mujer","Servicio Doméstico",109656,126929,127886
"1078","Osorno","Hombre","Agricultura, Ganadería, Caza y Silvicultura",404052,255673,298857
"1079","Osorno","Hombre","Pesca",371788,431103,397977
"1080","Osorno","Hombre","Industrias Manufactureras",295947,425349,322376
"1081","Osorno","Hombre","Electricidad, Gas y Agua",307642,413283,724564
"1082","Osorno","Hombre","Construcción",276673,324788,351519
"1083","Osorno","Hombre","Comercio",326392,261992,372051
"1084","Osorno","Hombre","Hoteles y Restaurantes",268270,289251,250371
"1085","Osorno","Hombre","Transporte, Almacenamiento y Comunicaciones",289998,428620,351639
"1086","Osorno","Hombre","Intermediación Financiera",434087,332591,762125
"1087","Osorno","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",996710,503746,335756
"1088","Osorno","Hombre","Administración Pública y Defensa",493728,499143,641164
"1089","Osorno","Hombre","Enseñanza",552717,604661,537559
"1090","Osorno","Hombre","Servicios Sociales y de Salud",608141,1439599,448641
"1091","Osorno","Hombre","Otras Actividades de Servicios",240504,203652,295870
"1092","Osorno","Hombre","Servicio Doméstico",147608,124838,164881
"1093","Osorno","Mujer","Agricultura, Ganadería, Caza y Silvicultura",130436,204860,174760
"1094","Osorno","Mujer","Pesca",2299751,187056,283182
"1095","Osorno","Mujer","Industrias Manufactureras",240708,229698,247358
"1096","Osorno","Mujer","Electricidad, Gas y Agua",362452,484146,244044
"1097","Osorno","Mujer","Construcción",198014,336382,276136
"1098","Osorno","Mujer","Comercio",188672,179221,188808
"1099","Osorno","Mujer","Hoteles y Restaurantes",381744,271232,196805
"1100","Osorno","Mujer","Transporte, Almacenamiento y Comunicaciones",235236,186964,262218
"1101","Osorno","Mujer","Intermediación Financiera",628743,849198,466003
"1102","Osorno","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",411599,328511,308523
"1103","Osorno","Mujer","Administración Pública y Defensa",373599,457444,709800
"1104","Osorno","Mujer","Enseñanza",399250,413586,445828
"1105","Osorno","Mujer","Servicios Sociales y de Salud",366378,491787,553664
"1106","Osorno","Mujer","Otras Actividades de Servicios",355674,282679,175892
"1107","Osorno","Mujer","Servicio Doméstico",119676,154034,143053
"1108","Osorno","Mujer","Organizaciones y Órganos Extraterritoriales",300850,NA,NA
"1109","Parinacota","Hombre","Agricultura, Ganadería, Caza y Silvicultura",548802,87308,153306
"1110","Parinacota","Hombre","Industrias Manufactureras",615375,NA,200000
"1111","Parinacota","Hombre","Construcción",225638,258686,264239
"1112","Parinacota","Hombre","Comercio",347175,80000,243846
"1113","Parinacota","Hombre","Administración Pública y Defensa",571471,372727,369707
"1114","Parinacota","Hombre","Enseñanza",289910,1150000,827692
"1115","Parinacota","Hombre","Servicios Sociales y de Salud",142220,287222,318000
"1116","Parinacota","Hombre","Otras Actividades de Servicios",169153,NA,NA
"1117","Parinacota","Mujer","Agricultura, Ganadería, Caza y Silvicultura",300960,57683,116471
"1118","Parinacota","Mujer","Pesca",308100,NA,NA
"1119","Parinacota","Mujer","Construcción",174493,NA,NA
"1120","Parinacota","Mujer","Comercio",229363,110000,219310
"1121","Parinacota","Mujer","Administración Pública y Defensa",313282,257970,324909
"1122","Parinacota","Mujer","Enseñanza",247302,238734,281250
"1123","Parinacota","Mujer","Otras Actividades de Servicios",184860,NA,NA
"1124","Petorca","Hombre","Agricultura, Ganadería, Caza y Silvicultura",230561,207542,283138
"1125","Petorca","Hombre","Pesca",226519,171149,421076
"1126","Petorca","Hombre","Explotación de Minas y Canteras",402621,474388,423723
"1127","Petorca","Hombre","Industrias Manufactureras",300292,269094,327321
"1128","Petorca","Hombre","Construcción",296507,363593,326523
"1129","Petorca","Hombre","Comercio",395833,300393,313527
"1130","Petorca","Hombre","Hoteles y Restaurantes",175422,208864,241361
"1131","Petorca","Hombre","Transporte, Almacenamiento y Comunicaciones",279318,311730,348828
"1132","Petorca","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",346709,334973,337243
"1133","Petorca","Hombre","Administración Pública y Defensa",518645,448533,458130
"1134","Petorca","Hombre","Enseñanza",477415,365404,737973
"1135","Petorca","Hombre","Servicios Sociales y de Salud",382900,1166155,378100
"1136","Petorca","Hombre","Otras Actividades de Servicios",276230,191752,303402
"1137","Petorca","Hombre","Servicio Doméstico",258221,175281,297661
"1138","Petorca","Hombre","Organizaciones y Órganos Extraterritoriales",513500,NA,NA
"1139","Petorca","Mujer","Agricultura, Ganadería, Caza y Silvicultura",299385,175078,212056
"1140","Petorca","Mujer","Explotación de Minas y Canteras",382900,500000,395588
"1141","Petorca","Mujer","Industrias Manufactureras",224030,129100,181722
"1142","Petorca","Mujer","Comercio",239360,189671,210991
"1143","Petorca","Mujer","Hoteles y Restaurantes",412999,225315,209589
"1144","Petorca","Mujer","Transporte, Almacenamiento y Comunicaciones",300385,336667,265811
"1145","Petorca","Mujer","Intermediación Financiera",358534,NA,322447
"1146","Petorca","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",461238,276651,295857
"1147","Petorca","Mujer","Administración Pública y Defensa",258182,331560,362939
"1148","Petorca","Mujer","Enseñanza",364001,241048,386599
"1149","Petorca","Mujer","Servicios Sociales y de Salud",330609,367082,308365
"1150","Petorca","Mujer","Otras Actividades de Servicios",192773,129161,256417
"1151","Petorca","Mujer","Servicio Doméstico",168736,127362,205815
"1152","Quillota","Hombre","Agricultura, Ganadería, Caza y Silvicultura",284670,264219,277591
"1153","Quillota","Hombre","Explotación de Minas y Canteras",558814,676463,808210
"1154","Quillota","Hombre","Industrias Manufactureras",485101,354661,454488
"1155","Quillota","Hombre","Electricidad, Gas y Agua",250284,494953,428302
"1156","Quillota","Hombre","Construcción",307788,319305,370807
"1157","Quillota","Hombre","Comercio",298150,274918,302013
"1158","Quillota","Hombre","Hoteles y Restaurantes",253390,308966,282040
"1159","Quillota","Hombre","Transporte, Almacenamiento y Comunicaciones",404909,451095,423281
"1160","Quillota","Hombre","Intermediación Financiera",750776,677564,559544
"1161","Quillota","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",456971,677723,365651
"1162","Quillota","Hombre","Administración Pública y Defensa",638559,555302,634836
"1163","Quillota","Hombre","Enseñanza",332212,549959,504978
"1164","Quillota","Hombre","Servicios Sociales y de Salud",583431,671249,751630
"1165","Quillota","Hombre","Otras Actividades de Servicios",328466,316939,543772
"1166","Quillota","Hombre","Servicio Doméstico",202390,178014,227607
"1167","Quillota","Mujer","Agricultura, Ganadería, Caza y Silvicultura",183609,207610,269537
