"","comuna","sex","branch","2011","2013","2015"
"4262","Peñaflor","Hombre","Explotación de Minas y Canteras",2188000,NA,600000
"4263","Peñaflor","Hombre","Industrias Manufactureras",402225,435838,479911
"4264","Peñaflor","Hombre","Electricidad, Gas y Agua",328200,NA,625000
"4265","Peñaflor","Hombre","Construcción",247354,335151,455744
"4266","Peñaflor","Hombre","Comercio",431116,373716,456682
"4267","Peñaflor","Hombre","Hoteles y Restaurantes",174829,626125,447229
"4268","Peñaflor","Hombre","Transporte, Almacenamiento y Comunicaciones",583239,423187,495956
"4269","Peñaflor","Hombre","Intermediación Financiera",817299,773950,2800000
"4270","Peñaflor","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",730997,2208148,877664
"4271","Peñaflor","Hombre","Administración Pública y Defensa",618459,537122,750000
"4272","Peñaflor","Hombre","Enseñanza",291212,608250,662500
"4273","Peñaflor","Hombre","Otras Actividades de Servicios",1232400,284638,386732
"4274","Peñaflor","Hombre","Servicio Doméstico",215670,250000,246667
"4275","Peñaflor","Mujer","Agricultura, Ganadería, Caza y Silvicultura",201566,195957,330000
"4276","Peñaflor","Mujer","Industrias Manufactureras",442283,366735,251111
"4277","Peñaflor","Mujer","Comercio",350387,171188,196949
"4278","Peñaflor","Mujer","Hoteles y Restaurantes",196920,237617,278333
"4279","Peñaflor","Mujer","Transporte, Almacenamiento y Comunicaciones",202390,240876,350000
"4280","Peñaflor","Mujer","Intermediación Financiera",423013,709016,NA
"4281","Peñaflor","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",656400,397157,620000
"4282","Peñaflor","Mujer","Administración Pública y Defensa",224884,514254,544167
"4283","Peñaflor","Mujer","Enseñanza",465559,322086,374995
"4284","Peñaflor","Mujer","Servicios Sociales y de Salud",648484,684680,382085
"4285","Peñaflor","Mujer","Otras Actividades de Servicios",263318,309206,350000
"4286","Peñaflor","Mujer","Servicio Doméstico",562686,172346,205714
"4287","Peñalolén","Hombre","Agricultura, Ganadería, Caza y Silvicultura",1333046,319895,377595
"4288","Peñalolén","Hombre","Explotación de Minas y Canteras",2188000,869366,1104255
"4289","Peñalolén","Hombre","Industrias Manufactureras",318765,286576,527257
"4290","Peñalolén","Hombre","Electricidad, Gas y Agua",2154007,376721,NA
"4291","Peñalolén","Hombre","Construcción",327119,321675,645627
"4292","Peñalolén","Hombre","Comercio",284068,299739,465219
"4293","Peñalolén","Hombre","Hoteles y Restaurantes",151494,328652,501566
"4294","Peñalolén","Hombre","Transporte, Almacenamiento y Comunicaciones",514806,440577,582654
"4295","Peñalolén","Hombre","Intermediación Financiera",918493,861977,1379355
"4296","Peñalolén","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",1217906,797365,1135513
"4297","Peñalolén","Hombre","Administración Pública y Defensa",342700,543810,828461
"4298","Peñalolén","Hombre","Enseñanza",305708,298153,607181
"4299","Peñalolén","Hombre","Servicios Sociales y de Salud",745017,424649,1271933
"4300","Peñalolén","Hombre","Otras Actividades de Servicios",590907,324308,512821
"4301","Peñalolén","Hombre","Servicio Doméstico",374708,256979,354672
"4302","Peñalolén","Mujer","Industrias Manufactureras",466567,214504,297427
"4303","Peñalolén","Mujer","Comercio",254765,166917,286595
"4304","Peñalolén","Mujer","Hoteles y Restaurantes",333623,237429,222595
"4305","Peñalolén","Mujer","Transporte, Almacenamiento y Comunicaciones",287425,273965,399178
"4306","Peñalolén","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",665113,273413,965344
"4307","Peñalolén","Mujer","Administración Pública y Defensa",1525276,453288,780306
"4308","Peñalolén","Mujer","Enseñanza",474359,342078,423101
"4309","Peñalolén","Mujer","Servicios Sociales y de Salud",439196,382088,619551
"4310","Peñalolén","Mujer","Otras Actividades de Servicios",342882,174979,317870
"4311","Peñalolén","Mujer","Servicio Doméstico",178461,189046,219931
"4312","Pencahue","Hombre","Agricultura, Ganadería, Caza y Silvicultura",414588,205690,252362
"4313","Pencahue","Hombre","Explotación de Minas y Canteras",328200,625000,395000
"4314","Pencahue","Hombre","Industrias Manufactureras",209396,193158,285000
"4315","Pencahue","Hombre","Construcción",253854,230447,410833
"4316","Pencahue","Hombre","Comercio",207012,360000,210500
"4317","Pencahue","Hombre","Transporte, Almacenamiento y Comunicaciones",351462,210000,216667
"4318","Pencahue","Hombre","Administración Pública y Defensa",196920,400000,312500
"4319","Pencahue","Hombre","Enseñanza",341819,245514,1000000
"4320","Pencahue","Hombre","Servicios Sociales y de Salud",765800,300000,NA
"4321","Pencahue","Mujer","Agricultura, Ganadería, Caza y Silvicultura",128510,168800,240409
"4322","Pencahue","Mujer","Industrias Manufactureras",200105,210000,222750
"4323","Pencahue","Mujer","Comercio",173946,105944,252000
"4324","Pencahue","Mujer","Hoteles y Restaurantes",410800,181429,NA
"4325","Pencahue","Mujer","Transporte, Almacenamiento y Comunicaciones",410800,NA,NA
"4326","Pencahue","Mujer","Enseñanza",210225,298792,355000
"4327","Pencahue","Mujer","Otras Actividades de Servicios",196920,60000,90000
"4328","Pencahue","Mujer","Servicio Doméstico",222228,76190,150000
"4329","Penco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",407539,519049,214400
"4330","Penco","Hombre","Pesca",138645,220900,154688
"4331","Penco","Hombre","Industrias Manufactureras",474885,380752,392058
"4332","Penco","Hombre","Electricidad, Gas y Agua",393840,400000,NA
"4333","Penco","Hombre","Construcción",241967,401489,326923
"4334","Penco","Hombre","Comercio",273358,270843,342321
"4335","Penco","Hombre","Hoteles y Restaurantes",200860,397938,286691
"4336","Penco","Hombre","Transporte, Almacenamiento y Comunicaciones",193421,352273,335636
"4337","Penco","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",216327,261217,240116
"4338","Penco","Hombre","Administración Pública y Defensa",530037,422998,613697
"4339","Penco","Hombre","Enseñanza",455255,433023,679563
"4340","Penco","Hombre","Servicios Sociales y de Salud",330910,210395,373376
"4341","Penco","Hombre","Otras Actividades de Servicios",213330,198621,300000
"4342","Penco","Mujer","Industrias Manufactureras",173247,219588,100000
"4343","Penco","Mujer","Comercio",141767,153184,227972
"4344","Penco","Mujer","Hoteles y Restaurantes",268015,155025,288721
"4345","Penco","Mujer","Transporte, Almacenamiento y Comunicaciones",155330,101705,251391
"4346","Penco","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",273500,NA,500000
"4347","Penco","Mujer","Administración Pública y Defensa",303402,340207,418442
"4348","Penco","Mujer","Enseñanza",347844,262787,258306
"4349","Penco","Mujer","Servicios Sociales y de Salud",276508,284245,456805
"4350","Penco","Mujer","Otras Actividades de Servicios",442808,198120,130000
"4351","Penco","Mujer","Servicio Doméstico",117356,163896,137791
"4352","Peralillo","Hombre","Agricultura, Ganadería, Caza y Silvicultura",197394,266401,260370
"4353","Peralillo","Hombre","Industrias Manufactureras",306656,176610,328417
"4354","Peralillo","Hombre","Construcción",373877,185673,284816
"4355","Peralillo","Hombre","Comercio",179699,240055,500000
"4356","Peralillo","Hombre","Hoteles y Restaurantes",242006,NA,NA
"4357","Peralillo","Hombre","Transporte, Almacenamiento y Comunicaciones",220292,196175,290000
"4358","Peralillo","Hombre","Intermediación Financiera",547000,800000,NA
"4359","Peralillo","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",355550,210000,450000
"4360","Peralillo","Mujer","Agricultura, Ganadería, Caza y Silvicultura",193167,125629,271600
"4361","Peralillo","Mujer","Industrias Manufactureras",98460,194911,200000
"4362","Peralillo","Mujer","Comercio",328640,268331,276000
"4363","Peralillo","Mujer","Hoteles y Restaurantes",196920,170000,NA
"4364","Peralillo","Mujer","Intermediación Financiera",185980,NA,NA
"4365","Peralillo","Mujer","Enseñanza",245214,351116,260000
"4366","Peralillo","Mujer","Servicios Sociales y de Salud",482346,250000,600000
"4367","Peralillo","Mujer","Otras Actividades de Servicios",308100,100000,161500
"4368","Peralillo","Mujer","Servicio Doméstico",68722,156344,160000
"4369","Perquenco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",316085,209169,247538
"4370","Perquenco","Hombre","Industrias Manufactureras",227019,263889,311455
"4371","Perquenco","Hombre","Construcción",102492,196689,200000
"4372","Perquenco","Hombre","Comercio",212276,142453,276000
"4373","Perquenco","Hombre","Administración Pública y Defensa",208954,330000,300000
"4374","Perquenco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",256337,159318,215000
"4375","Perquenco","Mujer","Industrias Manufactureras",196920,160000,150000
"4376","Perquenco","Mujer","Comercio",276309,200670,140000
"4377","Perquenco","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",205400,NA,165000
"4378","Perquenco","Mujer","Administración Pública y Defensa",525120,300000,230000
"4379","Perquenco","Mujer","Enseñanza",82050,222570,528000
"4380","Perquenco","Mujer","Otras Actividades de Servicios",79523,100000,150000
"4381","Perquenco","Mujer","Servicio Doméstico",115417,157257,184429
"4382","Petorca","Hombre","Agricultura, Ganadería, Caza y Silvicultura",236439,248180,241870
"4383","Petorca","Hombre","Explotación de Minas y Canteras",299466,407848,423000
"4384","Petorca","Hombre","Construcción",266538,304503,293242
"4385","Petorca","Hombre","Comercio",410800,317021,689392
"4386","Petorca","Hombre","Transporte, Almacenamiento y Comunicaciones",385903,234000,271513
"4387","Petorca","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",235210,1066879,NA
"4388","Petorca","Hombre","Enseñanza",454010,423871,1300000
"4389","Petorca","Hombre","Otras Actividades de Servicios",87520,150000,NA
"4390","Petorca","Mujer","Agricultura, Ganadería, Caza y Silvicultura",142173,121959,285700
"4391","Petorca","Mujer","Explotación de Minas y Canteras",382900,NA,240000
"4392","Petorca","Mujer","Comercio",185125,90123,189768
"4393","Petorca","Mujer","Transporte, Almacenamiento y Comunicaciones",61620,140000,NA
"4394","Petorca","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",285344,NA,NA
"4395","Petorca","Mujer","Administración Pública y Defensa",308524,350824,191250
"4396","Petorca","Mujer","Enseñanza",305916,235362,261848
"4397","Petorca","Mujer","Servicios Sociales y de Salud",249008,119310,253143
"4398","Petorca","Mujer","Otras Actividades de Servicios",131789,114545,256284
"4399","Petorca","Mujer","Servicio Doméstico",153341,143081,173333
"4400","Peumo","Hombre","Agricultura, Ganadería, Caza y Silvicultura",238115,234926,310868
"4401","Peumo","Hombre","Industrias Manufactureras",376848,342088,357591
"4402","Peumo","Hombre","Construcción",271425,273846,343578
"4403","Peumo","Hombre","Comercio",440360,270708,388608
"4404","Peumo","Hombre","Hoteles y Restaurantes",143780,242668,300000
"4405","Peumo","Hombre","Transporte, Almacenamiento y Comunicaciones",473565,289141,328835
"4406","Peumo","Hombre","Intermediación Financiera",167694,210000,800000
"4407","Peumo","Hombre","Administración Pública y Defensa",479806,310000,459419
"4408","Peumo","Hombre","Enseñanza",122109,388095,396572
"4409","Peumo","Hombre","Servicios Sociales y de Salud",688113,NA,281818
"4410","Peumo","Hombre","Otras Actividades de Servicios",82160,350000,1000000
"4411","Peumo","Mujer","Agricultura, Ganadería, Caza y Silvicultura",163504,394457,243894
"4412","Peumo","Mujer","Industrias Manufactureras",323712,183777,260298
"4413","Peumo","Mujer","Electricidad, Gas y Agua",262560,NA,NA
"4414","Peumo","Mujer","Construcción",765800,NA,250000
"4415","Peumo","Mujer","Comercio",192395,121622,178956
"4416","Peumo","Mujer","Hoteles y Restaurantes",304954,130000,150000
"4417","Peumo","Mujer","Transporte, Almacenamiento y Comunicaciones",357394,133333,278049
"4418","Peumo","Mujer","Intermediación Financiera",382900,NA,377732
"4419","Peumo","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",429047,224500,893750
"4420","Peumo","Mujer","Administración Pública y Defensa",320615,1000000,542285
"4421","Peumo","Mujer","Enseñanza",426308,191277,338437
"4422","Peumo","Mujer","Servicios Sociales y de Salud",234349,265844,348536
"4423","Peumo","Mujer","Servicio Doméstico",132578,140000,159008
"4424","Pica","Hombre","Agricultura, Ganadería, Caza y Silvicultura",164408,214176,288125
"4425","Pica","Hombre","Explotación de Minas y Canteras",625133,552368,545455
"4426","Pica","Hombre","Industrias Manufactureras",472420,154918,250000
"4427","Pica","Hombre","Construcción",294353,337403,337130
"4428","Pica","Hombre","Comercio",240152,230124,225000
"4429","Pica","Hombre","Hoteles y Restaurantes",164320,172414,412500
"4430","Pica","Hombre","Transporte, Almacenamiento y Comunicaciones",705054,356293,387143
"4431","Pica","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",520455,300000,468333
"4432","Pica","Hombre","Administración Pública y Defensa",437600,1262054,423333
"4433","Pica","Hombre","Enseñanza",235210,245000,838333
"4434","Pica","Hombre","Servicio Doméstico",183792,276633,NA
"4435","Pica","Mujer","Agricultura, Ganadería, Caza y Silvicultura",154200,155410,200086
"4436","Pica","Mujer","Explotación de Minas y Canteras",308100,610000,760000
"4437","Pica","Mujer","Industrias Manufactureras",308100,500000,200000
"4438","Pica","Mujer","Comercio",324147,184261,176364
"4439","Pica","Mujer","Hoteles y Restaurantes",534545,181707,305000
"4440","Pica","Mujer","Administración Pública y Defensa",368561,335000,270000
"4441","Pica","Mujer","Enseñanza",410848,285439,423462
"4442","Pica","Mujer","Servicios Sociales y de Salud",317260,220000,452500
"4443","Pica","Mujer","Otras Actividades de Servicios",308100,290417,389400
"4444","Pica","Mujer","Servicio Doméstico",147309,160000,205000
"4445","Pichidegua","Hombre","Agricultura, Ganadería, Caza y Silvicultura",298857,273992,287304
"4446","Pichidegua","Hombre","Industrias Manufactureras",304108,313800,346988
"4447","Pichidegua","Hombre","Construcción",318560,223312,264239
"4448","Pichidegua","Hombre","Comercio",359138,303765,272613
"4449","Pichidegua","Hombre","Transporte, Almacenamiento y Comunicaciones",616200,347500,365242
"4450","Pichidegua","Hombre","Administración Pública y Defensa",387187,607143,1000000
"4451","Pichidegua","Hombre","Enseñanza",328200,726500,478636
"4452","Pichidegua","Hombre","Servicio Doméstico",205400,NA,NA
"4453","Pichidegua","Mujer","Agricultura, Ganadería, Caza y Silvicultura",210667,192465,234845
"4454","Pichidegua","Mujer","Industrias Manufactureras",198419,140000,258863
"4455","Pichidegua","Mujer","Comercio",161869,139524,279407
"4456","Pichidegua","Mujer","Transporte, Almacenamiento y Comunicaciones",273500,150000,301667
"4457","Pichidegua","Mujer","Administración Pública y Defensa",547000,NA,650000
"4458","Pichidegua","Mujer","Enseñanza",236730,204217,372097
"4459","Pichidegua","Mujer","Servicio Doméstico",208817,NA,195504
"4460","Pichilemu","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199503,224997,323453
"4461","Pichilemu","Hombre","Industrias Manufactureras",140357,337240,391873
"4462","Pichilemu","Hombre","Construcción",375294,187257,352652
"4463","Pichilemu","Hombre","Comercio",295380,187040,291511
"4464","Pichilemu","Hombre","Hoteles y Restaurantes",196920,172159,313921
"4465","Pichilemu","Hombre","Transporte, Almacenamiento y Comunicaciones",262898,233355,347727
"4466","Pichilemu","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",202573,887013,1030939
"4467","Pichilemu","Hombre","Administración Pública y Defensa",565938,312097,364873
"4468","Pichilemu","Hombre","Enseñanza",164100,400000,374378
"4469","Pichilemu","Hombre","Otras Actividades de Servicios",196920,500000,295775
"4470","Pichilemu","Mujer","Agricultura, Ganadería, Caza y Silvicultura",59076,113969,233853
"4471","Pichilemu","Mujer","Explotación de Minas y Canteras",308100,NA,250000
"4472","Pichilemu","Mujer","Industrias Manufactureras",202753,244961,250000
"4473","Pichilemu","Mujer","Comercio",170926,157367,227897
"4474","Pichilemu","Mujer","Hoteles y Restaurantes",205174,154162,246116
"4475","Pichilemu","Mujer","Enseñanza",211264,406746,369699
"4476","Pichilemu","Mujer","Servicio Doméstico",135571,89370,169146
"4477","Pinto","Hombre","Agricultura, Ganadería, Caza y Silvicultura",171156,155318,150000
"4478","Pinto","Hombre","Industrias Manufactureras",245443,100000,169000
"4479","Pinto","Hombre","Construcción",232122,235250,241167
"4480","Pinto","Hombre","Comercio",176291,159969,210250
"4481","Pinto","Hombre","Hoteles y Restaurantes",168415,253704,220000
"4482","Pinto","Hombre","Transporte, Almacenamiento y Comunicaciones",306320,303850,704570
"4483","Pinto","Hombre","Administración Pública y Defensa",209319,445174,372131
"4484","Pinto","Hombre","Enseñanza",35008,593810,507500
"4485","Pinto","Hombre","Servicios Sociales y de Salud",45188000,NA,350000
"4486","Pinto","Hombre","Servicio Doméstico",234210,97323,250000
"4487","Pinto","Mujer","Agricultura, Ganadería, Caza y Silvicultura",103711,62722,107800
"4488","Pinto","Mujer","Comercio",289438,110922,160000
"4489","Pinto","Mujer","Hoteles y Restaurantes",166895,183654,NA
"4490","Pinto","Mujer","Administración Pública y Defensa",133201,550000,480000
"4491","Pinto","Mujer","Enseñanza",499229,241141,332000
"4492","Pinto","Mujer","Servicio Doméstico",110471,133022,141000
"4493","Pirque","Hombre","Agricultura, Ganadería, Caza y Silvicultura",223446,239938,324667
"4494","Pirque","Hombre","Explotación de Minas y Canteras",210706,NA,NA
"4495","Pirque","Hombre","Industrias Manufactureras",260337,298913,801143
"4496","Pirque","Hombre","Electricidad, Gas y Agua",218800,NA,280000
"4497","Pirque","Hombre","Construcción",416605,469975,1581969
"4498","Pirque","Hombre","Comercio",286773,418806,978571
"4499","Pirque","Hombre","Hoteles y Restaurantes",271028,NA,637430
"4500","Pirque","Hombre","Transporte, Almacenamiento y Comunicaciones",410793,387056,650000
"4501","Pirque","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",218800,331266,1375000
"4502","Pirque","Hombre","Administración Pública y Defensa",355588,276082,860000
"4503","Pirque","Hombre","Servicios Sociales y de Salud",232491,696077,1233333
"4504","Pirque","Hombre","Otras Actividades de Servicios",218800,302626,452000
"4505","Pirque","Hombre","Servicio Doméstico",205858,212940,286200
"4506","Pirque","Mujer","Agricultura, Ganadería, Caza y Silvicultura",342690,218696,230000
"4507","Pirque","Mujer","Industrias Manufactureras",215507,219593,382857
"4508","Pirque","Mujer","Construcción",319414,NA,1500000
"4509","Pirque","Mujer","Comercio",274085,253970,868000
"4510","Pirque","Mujer","Hoteles y Restaurantes",196920,150000,357401
"4511","Pirque","Mujer","Intermediación Financiera",306320,439673,465000
"4512","Pirque","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",166433,737721,1119333
"4513","Pirque","Mujer","Administración Pública y Defensa",411731,250000,1182500
"4514","Pirque","Mujer","Enseñanza",258373,375974,585417
"4515","Pirque","Mujer","Servicios Sociales y de Salud",344545,967554,721833
"4516","Pirque","Mujer","Otras Actividades de Servicios",1027000,195400,350000
"4517","Pirque","Mujer","Servicio Doméstico",176466,150432,241250
"4518","Pitrufquén","Hombre","Agricultura, Ganadería, Caza y Silvicultura",191888,198471,258950
"4519","Pitrufquén","Hombre","Industrias Manufactureras",348941,216908,406039
"4520","Pitrufquén","Hombre","Construcción",353437,285688,305921
"4521","Pitrufquén","Hombre","Comercio",874135,334596,261085
"4522","Pitrufquén","Hombre","Hoteles y Restaurantes",229740,NA,245959
"4523","Pitrufquén","Hombre","Transporte, Almacenamiento y Comunicaciones",290722,357850,331336
"4524","Pitrufquén","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",212428,348754,1247731
"4525","Pitrufquén","Hombre","Administración Pública y Defensa",2516200,509694,501186
"4526","Pitrufquén","Hombre","Enseñanza",250126,404456,520192
"4527","Pitrufquén","Hombre","Servicios Sociales y de Salud",499319,NA,458190
"4528","Pitrufquén","Hombre","Otras Actividades de Servicios",246148,NA,216062
"4529","Pitrufquén","Hombre","Servicio Doméstico",205400,NA,NA
"4530","Pitrufquén","Mujer","Agricultura, Ganadería, Caza y Silvicultura",71806,199128,354839
"4531","Pitrufquén","Mujer","Industrias Manufactureras",199108,44121,202019
"4532","Pitrufquén","Mujer","Electricidad, Gas y Agua",87520,NA,NA
"4533","Pitrufquén","Mujer","Comercio",160492,208653,151049
"4534","Pitrufquén","Mujer","Hoteles y Restaurantes",198056,299213,316910
"4535","Pitrufquén","Mujer","Transporte, Almacenamiento y Comunicaciones",65640,NA,250000
"4536","Pitrufquén","Mujer","Intermediación Financiera",118152,NA,200000
"4537","Pitrufquén","Mujer","Administración Pública y Defensa",218800,564705,440902
"4538","Pitrufquén","Mujer","Enseñanza",195248,387746,372237
"4539","Pitrufquén","Mujer","Servicios Sociales y de Salud",239249,418687,291449
"4540","Pitrufquén","Mujer","Otras Actividades de Servicios",410800,260000,98625
"4541","Pitrufquén","Mujer","Servicio Doméstico",86909,117189,145852
"4542","Placilla","Hombre","Agricultura, Ganadería, Caza y Silvicultura",203404,256835,264905
"4543","Placilla","Hombre","Industrias Manufactureras",302735,182671,250000
"4544","Placilla","Hombre","Construcción",329290,373263,262500
"4545","Placilla","Hombre","Comercio",236416,80000,307500
"4546","Placilla","Hombre","Hoteles y Restaurantes",164320,NA,225000
"4547","Placilla","Hombre","Transporte, Almacenamiento y Comunicaciones",203735,293652,400000
"4548","Placilla","Hombre","Administración Pública y Defensa",437600,287687,500000
"4549","Placilla","Hombre","Enseñanza",492300,420833,950000
"4550","Placilla","Hombre","Otras Actividades de Servicios",196920,120000,NA
"4551","Placilla","Hombre","Servicio Doméstico",102700,NA,NA
"4552","Placilla","Mujer","Agricultura, Ganadería, Caza y Silvicultura",197405,239138,267077
"4553","Placilla","Mujer","Industrias Manufactureras",218800,276667,87500
"4554","Placilla","Mujer","Comercio",209020,210000,300000
"4555","Placilla","Mujer","Hoteles y Restaurantes",176038,NA,245000
"4556","Placilla","Mujer","Administración Pública y Defensa",322730,273843,325000
"4557","Placilla","Mujer","Enseñanza",214365,225993,350000
"4558","Placilla","Mujer","Servicios Sociales y de Salud",437600,300000,326667
"4559","Placilla","Mujer","Servicio Doméstico",135656,179875,185000
"4560","Portezuelo","Hombre","Agricultura, Ganadería, Caza y Silvicultura",190629,180076,246611
"4561","Portezuelo","Hombre","Construcción",222659,309001,330334
"4562","Portezuelo","Hombre","Comercio",268836,188500,275000
"4563","Portezuelo","Hombre","Transporte, Almacenamiento y Comunicaciones",267020,284667,120000
"4564","Portezuelo","Hombre","Otras Actividades de Servicios",407654,NA,185960
"4565","Portezuelo","Mujer","Agricultura, Ganadería, Caza y Silvicultura",143077,103673,183622
"4566","Portezuelo","Mujer","Industrias Manufactureras",72917,176129,100000
"4567","Portezuelo","Mujer","Comercio",69836,NA,305000
"4568","Portezuelo","Mujer","Administración Pública y Defensa",216065,321677,245667
"4569","Portezuelo","Mujer","Enseñanza",185105,270660,506000
"4570","Portezuelo","Mujer","Otras Actividades de Servicios",184681,164675,NA
"4571","Portezuelo","Mujer","Servicio Doméstico",100372,134807,182000
"4572","Porvenir","Hombre","Agricultura, Ganadería, Caza y Silvicultura",3356050,346896,409562
"4573","Porvenir","Hombre","Pesca",372093,360513,458361
"4574","Porvenir","Hombre","Explotación de Minas y Canteras",472917,462049,292432
"4575","Porvenir","Hombre","Industrias Manufactureras",418774,347375,431551
"4576","Porvenir","Hombre","Construcción",620908,303030,436345
"4577","Porvenir","Hombre","Comercio",476185,287215,356796
"4578","Porvenir","Hombre","Hoteles y Restaurantes",8216000,NA,724324
"4579","Porvenir","Hombre","Transporte, Almacenamiento y Comunicaciones",524455,763335,422963
"4580","Porvenir","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",849393,375259,320513
"4581","Porvenir","Hombre","Administración Pública y Defensa",612042,659605,836810
"4582","Porvenir","Hombre","Enseñanza",517696,966595,494595
"4583","Porvenir","Hombre","Otras Actividades de Servicios",267638,1000000,376667
"4584","Porvenir","Mujer","Pesca",273954,250000,341175
"4585","Porvenir","Mujer","Industrias Manufactureras",318015,273586,294482
"4586","Porvenir","Mujer","Comercio",378047,342500,308443
"4587","Porvenir","Mujer","Hoteles y Restaurantes",178687,332121,414409
"4588","Porvenir","Mujer","Transporte, Almacenamiento y Comunicaciones",322680,NA,509615
"4589","Porvenir","Mujer","Intermediación Financiera",743920,NA,606154
"4590","Porvenir","Mujer","Administración Pública y Defensa",816016,508000,969011
"4591","Porvenir","Mujer","Enseñanza",557284,267914,455714
"4592","Porvenir","Mujer","Servicios Sociales y de Salud",475246,821236,478907
"4593","Porvenir","Mujer","Servicio Doméstico",155348,77308,203957
"4594","Pozo Almonte","Hombre","Agricultura, Ganadería, Caza y Silvicultura",217517,124659,219713
"4595","Pozo Almonte","Hombre","Explotación de Minas y Canteras",514526,529918,517310
"4596","Pozo Almonte","Hombre","Industrias Manufactureras",764517,130000,386631
"4597","Pozo Almonte","Hombre","Construcción",352581,281226,341615
"4598","Pozo Almonte","Hombre","Comercio",386682,380315,350204
"4599","Pozo Almonte","Hombre","Transporte, Almacenamiento y Comunicaciones",413121,507102,384905
"4600","Pozo Almonte","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",492300,400727,431459
"4601","Pozo Almonte","Hombre","Administración Pública y Defensa",372474,313335,700020
"4602","Pozo Almonte","Hombre","Servicios Sociales y de Salud",199108,NA,496552
"4603","Pozo Almonte","Hombre","Otras Actividades de Servicios",246480,NA,478545
"4604","Pozo Almonte","Mujer","Agricultura, Ganadería, Caza y Silvicultura",226787,NA,159310
"4605","Pozo Almonte","Mujer","Explotación de Minas y Canteras",223893,335570,369099
"4606","Pozo Almonte","Mujer","Construcción",166089,NA,664286
"4607","Pozo Almonte","Mujer","Comercio",229392,210000,220350
"4608","Pozo Almonte","Mujer","Hoteles y Restaurantes",224399,253623,256558
"4609","Pozo Almonte","Mujer","Transporte, Almacenamiento y Comunicaciones",211460,180000,358537
"4610","Pozo Almonte","Mujer","Intermediación Financiera",218800,NA,198889
"4611","Pozo Almonte","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",164100,420417,315621
"4612","Pozo Almonte","Mujer","Administración Pública y Defensa",287201,368936,386339
"4613","Pozo Almonte","Mujer","Enseñanza",302090,427712,355764
"4614","Pozo Almonte","Mujer","Servicios Sociales y de Salud",437600,NA,360450
"4615","Pozo Almonte","Mujer","Otras Actividades de Servicios",207935,254000,236947
"4616","Pozo Almonte","Mujer","Servicio Doméstico",90277,NA,160495
"4617","Providencia","Hombre","Agricultura, Ganadería, Caza y Silvicultura",394565,3000000,1676091
"4618","Providencia","Hombre","Explotación de Minas y Canteras",3753725,2330045,2445830
"4619","Providencia","Hombre","Industrias Manufactureras",1136281,1272407,1330037
"4620","Providencia","Hombre","Construcción",2080688,1557851,1656230
"4621","Providencia","Hombre","Comercio",1696999,1421823,1250121
"4622","Providencia","Hombre","Hoteles y Restaurantes",1336131,460558,554162
"4623","Providencia","Hombre","Transporte, Almacenamiento y Comunicaciones",1647057,1059856,1512308
"4624","Providencia","Hombre","Intermediación Financiera",2491259,1229506,1590985
"4625","Providencia","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",1563941,1443594,1639820
"4626","Providencia","Hombre","Administración Pública y Defensa",1553014,1598562,1613260
"4627","Providencia","Hombre","Enseñanza",1006939,1525124,1255829
"4628","Providencia","Hombre","Servicios Sociales y de Salud",1528056,1450984,2082301
"4629","Providencia","Hombre","Otras Actividades de Servicios",1016574,671389,1444685
"4630","Providencia","Mujer","Agricultura, Ganadería, Caza y Silvicultura",1643200,NA,595022
"4631","Providencia","Mujer","Explotación de Minas y Canteras",2735000,1500000,2362264
"4632","Providencia","Mujer","Industrias Manufactureras",1265532,940721,988828
"4633","Providencia","Mujer","Electricidad, Gas y Agua",1641000,2700000,2245788
"4634","Providencia","Mujer","Construcción",984600,868312,1461439
"4635","Providencia","Mujer","Comercio",1033218,828294,641536
"4636","Providencia","Mujer","Hoteles y Restaurantes",500177,263786,450765
"4637","Providencia","Mujer","Transporte, Almacenamiento y Comunicaciones",1352953,697348,1191667
